Timecode In,Timecode Out,Subtitle,Program,Date
00:25:45:23,00:25:48:22,Jede Aktion muss einzeln gestartet werden.,tagesthemen,08.09.23
00:25:50:11,00:25:53:02,Mit ihm soll ich das aendern: TIAGo.,tagesthemen,08.09.23
00:25:53:04,00:25:58:21,Der Roboter soll sich eigenstaendig durch einen unbekannten Raum bewegen.,tagesthemen,08.09.23
00:25:58:23,00:26:01:23,An ihm forscht Informatikerin Cordelia Schmid.,tagesthemen,08.09.23
00:26:02:02,00:26:05:23,"Irgendjemand muss ihm schon sagen, was er machen soll.",tagesthemen,08.09.23
00:26:06:00,00:26:09:17,"Man koennte ihm sagen: Heute machst du dies, dies, dies.",tagesthemen,08.09.23
00:26:09:19,00:26:12:13,Dann kann er einfach alles ausfuehren.,tagesthemen,08.09.23
00:26:13:10,00:26:17:05,Eine Grundlage fuer diese Zukunftsvision: Bilderkennung.,tagesthemen,08.09.23
00:26:18:02,00:26:20:21,"Vorne Menschen, im Hintergrund Haeuser.",tagesthemen,08.09.23
00:26:21:11,00:26:24:18,"Computer koennen Bilder immer besser verstehen,",tagesthemen,08.09.23
00:26:24:20,00:26:26:12,auch dank ihrer Arbeit.,tagesthemen,08.09.23
00:26:27:15,00:26:32:04,"Ich fing mit der Erkennung eines Wuerfels an, das war vor 30 Jahren.",tagesthemen,08.09.23
00:26:32:19,00:26:37:12,"Ich dachte, dass es unmoeglich ist, dass der Computer das nicht kann.",tagesthemen,08.09.23
00:26:37:14,00:26:39:07,Daran wollte ich arbeiten.,tagesthemen,08.09.23
00:26:39:09,00:26:40:18,"Es fasziniert mich,",tagesthemen,08.09.23
00:26:40:20,00:26:43:14,dass das so schwer ist fuer einen Computer.,tagesthemen,08.09.23
00:26:43:18,00:26:45:18,Einfache geometrische Formen,tagesthemen,08.09.23
00:26:45:20,00:26:49:01,konnten Computer bereits Mitte der 90er erkennen.,tagesthemen,08.09.23
00:26:49:03,00:26:53:15,Aber halb verdeckte Formen zum Beispiel erkannten sie nicht.,tagesthemen,08.09.23
00:26:53:22,00:26:57:11,"Jetzt koennen sie auch komplexere Motive erfassen,",tagesthemen,08.09.23
00:26:57:13,00:26:59:24,selbst aus verschiedenen Perspektiven.,tagesthemen,08.09.23
00:27:00:05,00:27:02:14,"Die KI sucht sich Punkte aus,",tagesthemen,08.09.23
00:27:02:19,00:27:07:03,die die Informationen im Bild zusammenfasst.,tagesthemen,08.09.23
00:27:07:16,00:27:10:05,Zum Beispiel hier auf den Tragflaechen.,tagesthemen,08.09.23
00:27:10:07,00:27:14:02,"Dann gibt's Algorithmen, die die in den Bildern entdecken.",tagesthemen,08.09.23
00:27:14:06,00:27:17:05,Fuer ihre Forschung erhaelt sie heute in Hamburg,tagesthemen,08.09.23
00:27:17:07,00:27:20:06,den Koerber-Preis fuer europaeische Wissenschaft.,tagesthemen,08.09.23
00:27:20:10,00:27:22:14,Dotiert mit einer Million Euro.,tagesthemen,08.09.23
00:27:22:23,00:27:25:21,"Geld, das sie in ihre Arbeit stecken will.",tagesthemen,08.09.23
00:27:26:20,00:27:30:12,Nach einer halben Stunde hat Roboter Charly Feierabend.,tagesthemen,08.09.23
00:27:30:14,00:27:33:09,In ein paar Jahren koennten seine Nachfolger,tagesthemen,08.09.23
00:27:33:11,00:27:36:00,diese Gruppe wohl selbststaendig leiten.,tagesthemen,08.09.23
00:27:36:02,00:27:37:17,* Roboter-Lachen *,tagesthemen,08.09.23
00:27:39:14,00:27:41:24,Weitere Nachrichten mit Thorsten.,tagesthemen,08.09.23
00:27:44:00,00:27:48:14,Vermutlich Brandanschlaege auf Technik der Bahn sorgten fuer Probleme,tagesthemen,08.09.23
00:27:48:16,00:27:52:04,vor allem auf der ICE-Strecke Hamburg - Berlin.,tagesthemen,08.09.23
00:27:52:09,00:27:55:00,Es gibt Zugausfaelle und Verspaetungen.,tagesthemen,08.09.23
00:27:55:02,00:27:59:09,Laut Polizei setzten Unbekannte vergangene Nacht an drei Stellen,tagesthemen,08.09.23
00:27:59:11,00:28:02:05,in Hamburg Kabelschaechte der Bahn in Brand.,tagesthemen,08.09.23
00:28:02:09,00:28:05:05,"Die Beamten vermuten ein politisches Motiv,",tagesthemen,08.09.23
00:28:05:07,00:28:08:07,das Landeskriminalamt nahm Ermittlungen auf.,tagesthemen,08.09.23
00:28:08:12,00:28:13:00,"Auf der linken Plattform ""Indymedia"" tauchte ein Bekennerschreiben auf.",tagesthemen,08.09.23
00:28:13:02,00:28:17:09,Reisende muessen sich bis morgen Vormittag auf Probleme einstellen.,tagesthemen,08.09.23
00:28:18:02,00:28:21:07,Nach tagelangem Starkregen und ÈUberschwemmungen,tagesthemen,08.09.23
00:28:21:09,00:28:25:12,sind in Griechenland mehrere Doerfer von der Aussenwelt abgeschnitten.,tagesthemen,08.09.23
00:28:25:14,00:28:28:20,"Die Zahl der Todesopfer stieg auf sieben,",tagesthemen,08.09.23
00:28:28:22,00:28:32:09,"wie viele Menschen vermisst werden, ist unklar.",tagesthemen,08.09.23
00:28:32:11,00:28:36:14,"Das Militaer ist mit Hubschraubern und Spezial-Fahrzeugen im Einsatz,",tagesthemen,08.09.23
00:28:36:16,00:28:40:14,bisher wurden nach Behoerdenangaben fast 2000 Menschen gerettet.,tagesthemen,08.09.23
00:28:40:16,00:28:45:04,"Die betroffene Region Thessalien gilt als Kornkammer Griechenlands,",tagesthemen,08.09.23
00:28:45:06,00:28:47:21,Fachleute befuerchten Milliardenschaeden.,tagesthemen,08.09.23
00:28:49:22,00:28:53:08,Auch in Hongkong kam es zu schweren ÈUberschwemmungen.,tagesthemen,08.09.23
00:28:53:10,00:28:56:15,Vergangene Nacht regnete es innerhalb einer Stunde,tagesthemen,08.09.23
00:28:56:17,00:28:59:05,ueber 158 Liter pro Quadratmeter:,tagesthemen,08.09.23
00:28:59:15,00:29:03:07,Ein Rekord seit Aufzeichnungsbeginn vor 140 Jahren.,tagesthemen,08.09.23
00:29:04:01,00:29:08:09,Die Wassermassen brachten den Verkehr und das oeffentliche Leben,tagesthemen,08.09.23
00:29:08:11,00:29:10:21,in der Metropole zum Erliegen.,tagesthemen,08.09.23
00:29:11:03,00:29:15:13,"Zwei Menschen sind gestorben, es gibt mehr als 100 Verletzte.",tagesthemen,08.09.23
00:29:17:02,00:29:20:22,Olympiasiegerin Jessica von Bredow-Werndl (37),tagesthemen,08.09.23
00:29:20:24,00:29:25:20,verteidigte einen von zwei Titeln bei der EM der Dressurreiter.,tagesthemen,08.09.23
00:29:26:14,00:29:30:05,Die Favoritin gewann mit ihrem Pferd Dalera,tagesthemen,08.09.23
00:29:30:19,00:29:33:17,die Goldmedaille im Grand Prix Spezial.,tagesthemen,08.09.23
00:29:34:02,00:29:37:13,"Zweite wurde Nanna Skodborg Merrald aus Daenemark,",tagesthemen,08.09.23
00:29:37:15,00:29:40:24,Charlotte Dujardin aus Grossbritannien holte Bronze.,tagesthemen,08.09.23
00:29:41:07,00:29:44:22,Sonntag folgt in Riesenbeck die zweite Einzelentscheidung,tagesthemen,08.09.23
00:29:44:24,00:29:46:14,mit der Kuer.,tagesthemen,08.09.23
00:29:49:01,00:29:52:15,Es war ein Spektakel und es ist eine Sensation.,tagesthemen,08.09.23
00:29:52:20,00:29:56:15,Die deutschen Basketballer gewannen heute mit 113:111,tagesthemen,08.09.23
00:29:56:17,00:29:58:21,gegen den Top-Favoriten USA.,tagesthemen,08.09.23
00:29:59:14,00:30:03:01,Damit stehen sie erstmals in einem WM-Finale.,tagesthemen,08.09.23
00:30:04:04,00:30:09:11,"""Unglaublich"" und ""unbeschreiblich"" war oft von den Spielern zu hoeren.",tagesthemen,08.09.23
00:30:09:16,00:30:13:15,Am Sonntag geht es gegen Serbien um den WM-Titel.,tagesthemen,08.09.23
00:30:13:21,00:30:18:22,"Heute wurde erst einmal gefeiert, nicht nur auf dem Feld in Manila,",tagesthemen,08.09.23
00:30:19:12,00:30:21:15,sondern auch in Deutschland.,tagesthemen,08.09.23
00:30:21:17,00:30:22:18,Florian Kurz.,tagesthemen,08.09.23
00:30:23:14,00:30:27:10,"Der Moment der Gewissheit, der puren Freude:",tagesthemen,08.09.23
00:30:29:12,00:30:33:10,Das WM-Finale ist erreicht fuer die deutschen Basketballer.,tagesthemen,08.09.23
00:30:34:05,00:30:36:11,So erlebt am Spielort in Manila.,tagesthemen,08.09.23
00:30:36:13,00:30:40:04,Und in Braunschweig von einer kleinen Schar,tagesthemen,08.09.23
00:30:40:10,00:30:44:02,beim Heimatclub von Dennis Schroeder und Daniel Theis.,tagesthemen,08.09.23
00:30:46:01,00:30:49:23,"Richtig, richtig geil. Finale um die Weltmeisterschaft.",tagesthemen,08.09.23
00:30:50:00,00:30:51:06,Silber ist sicher.,tagesthemen,08.09.23
00:30:51:08,00:30:53:20,Jetzt wollen wir natuerlich Gold.,tagesthemen,08.09.23
00:30:55:04,00:30:57:19,"Wir haben Dennis Schroeder, Daniel Theis",tagesthemen,08.09.23
00:30:57:21,00:31:00:00,und eine unfassbar gute Mannschaft.,tagesthemen,08.09.23
00:31:00:02,00:31:02:21,Jetzt gewinnen wir im Finale gegen Serbien.,tagesthemen,08.09.23
00:31:02:23,00:31:05:07,Gegen die favorisierten US-Amerikaner,tagesthemen,08.09.23
00:31:05:09,00:31:08:24,agieren die Deutschen in den roten Trikots auf Augenhoehe.,tagesthemen,08.09.23
00:31:09:01,00:31:11:18,"Es fallen viele Koerbe, auf beiden Seiten.",tagesthemen,08.09.23
00:31:11:20,00:31:16:00,Beinah 120 Punkte fuer beide Teams zusammen bis zur Pause.,tagesthemen,08.09.23
00:31:16:14,00:31:18:13,Zu Beginn der zweiten Haelfte,tagesthemen,08.09.23
00:31:18:15,00:31:21:22,kann sich die deutsche Mannschaft ein wenig absetzen.,tagesthemen,08.09.23
00:31:21:24,00:31:24:06,"Andreas Obst, neun Punkte Fuehrung.",tagesthemen,08.09.23
00:31:24:08,00:31:27:20,Deutschland geht mit einem Vorsprung ins letzte Viertel.,tagesthemen,08.09.23
00:31:27:22,00:31:30:02,Doch entschieden ist noch nichts.,tagesthemen,08.09.23
00:31:30:04,00:31:33:22,Edwards bringt den Favoriten wieder auf drei Zaehler heran.,tagesthemen,08.09.23
00:31:33:24,00:31:37:16,Deutschlands Topstar Dennis Schroeder haelt sich lange zurueck.,tagesthemen,08.09.23
00:31:37:18,00:31:42:03,In der Schlussphase uebernimmt der Aufbauspieler viel Verantwortung.,tagesthemen,08.09.23
00:31:42:12,00:31:46:13,"Dennis Schroeder, 6 Punkte Vorsprung, 40 Sekunden vor Schluss.",tagesthemen,08.09.23
00:31:46:17,00:31:50:03,"Die US-Amerikaner geben nicht auf, koennen verkuerzen.",tagesthemen,08.09.23
00:31:50:07,00:31:52:14,Aber ihnen laeuft die Zeit davon.,tagesthemen,08.09.23
00:31:52:16,00:31:55:19,"Ihr letzter Angriff, noch ein Korberfolg.",tagesthemen,08.09.23
00:31:56:03,00:32:00:21,"Heran auf zwei Zaehler, doch es ist nur eine halbe Sekunde zu spielen.",tagesthemen,08.09.23
00:32:01:00,00:32:05:15,Die deutschen Basketballer schlagen den grossen Favoriten mit 113:111,tagesthemen,08.09.23
00:32:05:18,00:32:08:04,und stehen erstmals im WM-Finale.,tagesthemen,08.09.23
00:32:09:10,00:32:11:09,Das ist einfach Wahnsinn.,tagesthemen,08.09.23
00:32:11:13,00:32:14:21,"Das geschafft zu haben, das ist einfach Wahnsinn.",tagesthemen,08.09.23
00:32:15:03,00:32:18:02,"Wir geniessen diesen Moment, wollen aber Gold.",tagesthemen,08.09.23
00:32:18:13,00:32:22:24,Wir haben noch ein Spiel vor uns und haben noch 'nen Job zu machen.,tagesthemen,08.09.23
00:32:23:03,00:32:25:06,Gegner im Endspiel ist Serbien.,tagesthemen,08.09.23
00:32:25:08,00:32:26:20,Alles scheint moeglich.,tagesthemen,08.09.23
00:32:26:22,00:32:29:15,Die Mannschaft sorgte hierzulande schon jetzt,tagesthemen,08.09.23
00:32:29:17,00:32:33:01,fuer die groesste Basketball-Begeisterung seit Jahren.,tagesthemen,08.09.23
00:32:34:00,00:32:35:17,Das bedeutet sehr viel.,tagesthemen,08.09.23
00:32:35:19,00:32:39:06,"Das werden wir geniessen, Teil dieser Welle zu sein.",tagesthemen,08.09.23
00:32:40:03,00:32:43:15,Das macht einen emotional. Das ist sehr geil.,tagesthemen,08.09.23
00:32:45:02,00:32:47:13,"Sonntag koennte er Realitaet werden,",tagesthemen,08.09.23
00:32:47:16,00:32:51:12,der erste deutsche WM-Titel in der Basketball-Geschichte.,tagesthemen,08.09.23
00:32:52:16,00:32:56:00,Dann feiern wir jetzt noch das Wochenend-Wetter ab.,tagesthemen,08.09.23
00:32:56:02,00:32:58:15,"Donald, gibt's weiterhin Badewetter?",tagesthemen,08.09.23
00:32:58:17,00:33:00:02,Ja.,tagesthemen,08.09.23
00:33:00:07,00:33:04:08,"Am Wochenende ist das gesichert, die Umstellung ist aber auch sicher.",tagesthemen,08.09.23
00:33:05:01,00:33:07:21,Heute sehen wir das grosse wolkenfreie Gebiet.,tagesthemen,08.09.23
00:33:09:01,00:33:11:09,"Es ist sehr stabil, dieses Hoch.",tagesthemen,08.09.23
00:33:11:14,00:33:13:07,Das ist eine Omega-Lage.,tagesthemen,08.09.23
00:33:13:10,00:33:16:10,Das Tief aus Griechenland liegt hier unten.,tagesthemen,08.09.23
00:33:18:12,00:33:21:08,Vor Portugal liegt ein anderes Tief.,tagesthemen,08.09.23
00:33:22:07,00:33:25:09,Die Regenfaelle bleiben uns zunaechst erspart.,tagesthemen,08.09.23
00:33:25:19,00:33:27:20,Es ist verbreitet zu warm.,tagesthemen,08.09.23
00:33:33:02,00:33:35:20,Es gab sogar 39 Grad in Zentralfrankreich.,tagesthemen,08.09.23
00:33:37:11,00:33:40:05,Sogar in Schottland gab es 29 Grad.,tagesthemen,08.09.23
00:33:50:00,00:33:51:21,Wie entwickelt sich das?,tagesthemen,08.09.23
00:33:52:16,00:33:56:05,"Sie sehen, dass von Westen her etwas Warmes herueberschwappt.",tagesthemen,08.09.23
00:33:58:02,00:34:00:11,Dann dreht sich der Wind auf Nordwest.,tagesthemen,08.09.23
00:34:01:03,00:34:04:16,Das ist die Wetterumstellung Anfang naechster Woche.,tagesthemen,08.09.23
00:34:05:07,00:34:07:03,Heute Nacht ist es auch klar.,tagesthemen,08.09.23
00:34:09:21,00:34:12:09,Es gibt nur kleinere Wolkenfelder.,tagesthemen,08.09.23
00:34:15:05,00:34:17:15,Der Nebel loest sich morgen auf.,tagesthemen,08.09.23
00:34:18:24,00:34:23:05,Es gibt im Tagesverlauf lockere Wolkenfelder ueber der Nordsee.,tagesthemen,08.09.23
00:34:23:08,00:34:25:10,Und ueber den Bergen Quellwolken.,tagesthemen,08.09.23
00:34:25:16,00:34:27:14,Morgen bleibt es trocken.,tagesthemen,08.09.23
00:34:48:15,00:34:51:01,Der Trend fuer die naechsten Tage:,tagesthemen,08.09.23
00:34:54:15,00:34:57:01,Am Montag gibt es im Nordwesten Gewitter.,tagesthemen,08.09.23
00:34:58:15,00:34:59:22,"Donald, danke dir.",tagesthemen,08.09.23
00:35:00:20,00:35:02:04,Das war's von uns.,tagesthemen,08.09.23
00:35:02:06,00:35:05:07,Das Erste macht jetzt weiter mit einem Tatort.,tagesthemen,08.09.23
00:35:05:09,00:35:07:20,Darin ermittelt das Team aus Bremen.,tagesthemen,08.09.23
00:35:08:21,00:35:11:19,"Morgen sehen wir uns wieder, wenn Sie moechten.",tagesthemen,08.09.23
00:35:11:21,00:35:15:02,Wir wuenschen Ihnen noch einen schoenen Freitagabend.,tagesthemen,08.09.23
00:35:15:04,00:35:16:08,Tschuess.,tagesthemen,08.09.23
00:00:04:12,00:00:08:07,Hier ist das Erste Deutsche Fernsehen mit der tagesschau.,tagesschau,10.09.23
00:00:08:13,00:00:13:22,Diese Sendung wurde vom NDR live untertitelt (10.09.2023),tagesschau,10.09.23
00:00:15:18,00:00:18:06,Heute im Studio: Constantin Schreiber.,tagesschau,10.09.23
00:00:18:09,00:00:22:10,"Guten Abend, ich begruesse Sie zur tagesschau.",tagesschau,10.09.23
00:00:23:17,00:00:25:18,Ein historischer Titelgewinn:,tagesschau,10.09.23
00:00:25:22,00:00:28:20,Die deutschen Basketballer sind Weltmeister.,tagesschau,10.09.23
00:00:28:24,00:00:30:20,Die goldene WM-Trophaee,tagesschau,10.09.23
00:00:31:02,00:00:34:19,erhielten die Spieler nach dem Finalsieg gegen Serbien.,tagesschau,10.09.23
00:00:35:00,00:00:37:07,Der WM-Titel ist der groesste Erfolg,tagesschau,10.09.23
00:00:37:08,00:00:40:05,in der Geschichte des deutschen Basketballs.,tagesschau,10.09.23
00:00:40:20,00:00:42:17,Nach einem packenden Spiel,tagesschau,10.09.23
00:00:42:19,00:00:47:00,stand es am Ende 83:77 fuer das Team von Bundestrainer Herbert.,tagesschau,10.09.23
00:00:48:03,00:00:49:16,Im Halbfinale,tagesschau,10.09.23
00:00:49:19,00:00:54:12,hatte Deutschland ueberraschend die Favoriten aus den USA geschlagen.,tagesschau,10.09.23
00:00:54:16,00:00:57:04,Heute gelang eine weitere Sensation.,tagesschau,10.09.23
00:00:57:24,00:01:01:17,Deutschlands Basketballer haben Sportgeschichte geschrieben.,tagesschau,10.09.23
00:01:01:19,00:01:05:03,Das Team um Kapitaen Schroeder ist Weltmeister.,tagesschau,10.09.23
00:01:05:05,00:01:08:17,Im WM-Finale in Manila siegt die DBB-Auswahl gegen Serbien,tagesschau,10.09.23
00:01:08:19,00:01:09:23,mit 83:77.,tagesschau,10.09.23
00:01:10:02,00:01:13:14,Das ist einer der besten Momente in meinem Leben.,tagesschau,10.09.23
00:01:14:04,00:01:18:22,"Das mit meinem Team, meinem Coach, meiner Familie zu feiern ...",tagesschau,10.09.23
00:01:19:23,00:01:22:00,Wir haben Geschichte geschrieben.,tagesschau,10.09.23
00:01:23:12,00:01:25:22,"Schwer, Worte zu finden.",tagesschau,10.09.23
00:01:26:13,00:01:29:02,"Zur Halbzeit steht es 47 beide,",tagesschau,10.09.23
00:01:29:12,00:01:33:12,ehe die deutsche Mannschaft im dritten Viertel staerker wird.,tagesschau,10.09.23
00:01:33:14,00:01:37:21,"Schroeder attackiert, Obst, Voigtmann,",tagesschau,10.09.23
00:01:41:02,00:01:45:00,Wagner voellig frei unter dem Korb: 11 Punkte die Fuehrung.,tagesschau,10.09.23
00:01:45:08,00:01:48:16,Die Serben kommen im letzten Viertel wieder heran.,tagesschau,10.09.23
00:01:48:18,00:01:52:11,"60 Sekunden vor Spielende fuehrt Deutschland nur mit 3 Punkten,",tagesschau,10.09.23
00:01:52:13,00:01:55:17,doch Guduric verfehlt den offenen Dreipunktewurf.,tagesschau,10.09.23
00:01:55:21,00:01:58:13,"Schroeder, mit 28 Punkten bester Werfer,",tagesschau,10.09.23
00:01:58:23,00:02:01:11,bringt Deutschland in Fuehrung.,tagesschau,10.09.23
00:02:03:19,00:02:05:22,Der 4-Punkte-Vorsprung reicht.,tagesschau,10.09.23
00:02:06:04,00:02:08:12,Deutschland macht die Sensation perfekt.,tagesschau,10.09.23
00:02:08:18,00:02:11:12,"Im letzten Jahr Erfolg, darauf bauen wir auf.",tagesschau,10.09.23
00:02:11:14,00:02:13:13,Jetzt sind wir Weltmeister!,tagesschau,10.09.23
00:02:14:22,00:02:17:18,"Unglaublich, das mit den Jungs zu feiern!",tagesschau,10.09.23
00:02:18:13,00:02:21:12,Dennis Schroeder praesentiert den WM-Pokal.,tagesschau,10.09.23
00:02:22:21,00:02:26:15,Es ist der groesste Erfolg im deutschen Basketball.,tagesschau,10.09.23
00:02:27:22,00:02:30:07,"Basketball-Deutschland feiert,",tagesschau,10.09.23
00:02:30:09,00:02:33:09,doch der hiesige Fussball steckt in einer Krise:,tagesschau,10.09.23
00:02:33:16,00:02:37:08,Nach dem WM-Vorrunden-Aus und der Serie von Niederlagen,tagesschau,10.09.23
00:02:37:10,00:02:40:08,entliess der DFB Bundestrainer Hansi Flick.,tagesschau,10.09.23
00:02:40:16,00:02:43:01,Das Testspiel gegen Japan gestern,tagesschau,10.09.23
00:02:43:05,00:02:46:07,hatte die Mannschaft mit 1:4 verloren.,tagesschau,10.09.23
00:02:46:24,00:02:50:03,Beim kommenden Test gegen Frankreich am Dienstag,tagesschau,10.09.23
00:02:50:07,00:02:54:04,soll Sportdirektor Rudi Voeller als Interimstrainer einspringen.,tagesschau,10.09.23
00:02:55:05,00:02:57:23,Es war sein letzter oeffentlicher Auftritt.,tagesschau,10.09.23
00:02:58:00,00:03:00:22,Hansi Flick leitete heute noch das Training.,tagesschau,10.09.23
00:03:00:24,00:03:05:07,Am Nachmittag dann die Mitteilung: Der DFB trennt sich von ihm.,tagesschau,10.09.23
00:03:05:16,00:03:09:12,Praesident Neuendorf bezeichnete das als unumgaenglich.,tagesschau,10.09.23
00:03:18:08,00:03:21:16,Flick gab sich gestern noch kaempferisch.,tagesschau,10.09.23
00:03:23:15,00:03:26:01,Sie wollen weitermachen?Ja.,tagesschau,10.09.23
00:03:26:22,00:03:29:08,Ihm sind die Argumente ausgegangen.,tagesschau,10.09.23
00:03:29:10,00:03:32:15,Keine der letzten fuenf Partien hat er gewonnen.,tagesschau,10.09.23
00:03:32:19,00:03:36:10,Dabei sollte im September alles besser werden.,tagesschau,10.09.23
00:03:37:17,00:03:39:09,Sportdirektor Rudi Voeller,tagesschau,10.09.23
00:03:39:11,00:03:42:17,vermied gestern ein klares Bekenntnis zum Trainer.,tagesschau,10.09.23
00:03:42:19,00:03:45:05,Erst mal 'ne Nacht darueber schlafen.,tagesschau,10.09.23
00:03:45:10,00:03:48:11,Rudi Voeller selbst wird als Interimstrainer,tagesschau,10.09.23
00:03:48:15,00:03:51:17,am Dienstag auf der Trainerbank Platz nehmen.,tagesschau,10.09.23
00:03:51:21,00:03:54:14,Die grosse Baustelle bleibt die Defensive.,tagesschau,10.09.23
00:03:54:19,00:03:58:24,Auch gegen Japan mit grossen Problemen und ohne Selbstvertrauen.,tagesschau,10.09.23
00:03:59:04,00:04:02:17,Jeder hat gerade mit sich selbst zu kaempfen.,tagesschau,10.09.23
00:04:02:19,00:04:04:24,"Man merkt das auch auf dem Platz,",tagesschau,10.09.23
00:04:05:01,00:04:09:11,dass bei einigen eine grosse Verunsicherung ist.,tagesschau,10.09.23
00:04:11:14,00:04:14:16,"Die Mannschaft um Kapitaen Guendogan bestaetigte,",tagesschau,10.09.23
00:04:14:18,00:04:18:08,dass sie in einem besorgniserregenden Zustand ist.,tagesschau,10.09.23
00:04:19:08,00:04:22:00,Flick konnte dem nicht entgegenwirken.,tagesschau,10.09.23
00:04:22:02,00:04:25:13,"Ziel ist es jetzt, einen Nachfolger zu finden.",tagesschau,10.09.23
00:04:27:02,00:04:31:14,"Julian Nagelsmann und Matthias Sammer sind im Gespraech,",tagesschau,10.09.23
00:04:31:23,00:04:35:09,um die Krise der Nationalmannschaft zu beenden.,tagesschau,10.09.23
00:04:36:15,00:04:39:14,Am zweiten Tag nach dem Erdbeben in Marokko,tagesschau,10.09.23
00:04:39:16,00:04:42:07,dauert die Suche nach Vermissten an.,tagesschau,10.09.23
00:04:42:09,00:04:45:20,"Die Lage in den Ungluecksgebieten ist unuebersichtlich,",tagesschau,10.09.23
00:04:45:22,00:04:49:19,nur mit Muehe kommen die Helfer in den Bergregionen voran.,tagesschau,10.09.23
00:04:50:06,00:04:53:22,Die Zahl der Toten ist auf mehr als 2100 angestiegen.,tagesschau,10.09.23
00:04:54:10,00:04:58:13,Am Morgen erschuetterte ein Nachbeben die Provinz Al Haouz.,tagesschau,10.09.23
00:05:01:16,00:05:06:05,"Wo einmal Haeuser standen, liegen nun Huegel aus Stein und Staub.",tagesschau,10.09.23
00:05:06:14,00:05:10:05,So sieht es in manchen Doerfern suedlich von Marrakesch aus.,tagesschau,10.09.23
