Timecode In,Timecode Out,Subtitle,Program,Date
00:11:39:11,00:11:42:15,"Und der Anspruch von Opfern und Staat,",tagesschau,24.05.23
00:11:42:18,00:11:46:20,das schwerste Straftaten aufgeklaert und bestraft werden.,tagesschau,24.05.23
00:11:46:22,00:11:50:04,Das Grundsatzurteil wird in einigen Monaten erwartet.,tagesschau,24.05.23
00:11:52:11,00:11:55:00,Der umstrittene Einstieg eines Investors,tagesschau,24.05.23
00:11:55:02,00:11:57:14,in die Deutsche Fussball Liga ist vom Tisch.,tagesschau,24.05.23
00:11:57:16,00:12:01:01,Ein entsprechender Antrag fand bei den 36 Klubs,tagesschau,24.05.23
00:12:01:03,00:12:04:17,aus der ersten und zweiten Liga nicht die notwendige Mehrheit.,tagesschau,24.05.23
00:12:04:19,00:12:06:24,Dabei ging es um zwei Milliarden Euro.,tagesschau,24.05.23
00:12:07:02,00:12:09:20,"Geld, das in die Vermarktung der Bundesliga,",tagesschau,24.05.23
00:12:09:22,00:12:13:01,aber auch direkt in die Vereinskassen fliessen sollte.,tagesschau,24.05.23
00:12:13:03,00:12:15:00,Viele Fans waren gegen den Deal.,tagesschau,24.05.23
00:12:15:02,00:12:18:15,Sie befuerchteten eine weitere Kommerzialisierung des Fussballs.,tagesschau,24.05.23
00:12:20:03,00:12:22:00,Keine Einigung der Profi-Klubs:,tagesschau,24.05.23
00:12:22:02,00:12:28:08,Keine zwei Milliarden Euro fuer die erste und zweite Liga von Investoren.,tagesschau,24.05.23
00:12:29:15,00:12:33:03,"Fuer uns ist klar, dass der Prozess heute zu Ende ist.",tagesschau,24.05.23
00:12:33:05,00:12:37:17,Manchmal ist das Leben einfach - das ist Demokratie.,tagesschau,24.05.23
00:12:38:04,00:12:41:15,"Mit dem Geld sollte die Gesamtvermarktung der Bundesliga,",tagesschau,24.05.23
00:12:41:17,00:12:44:10,"gestaerkt werden, vorrangig im Ausland.",tagesschau,24.05.23
00:12:44:14,00:12:48:19,Der urspruengliche Plan der DFL sah die Gruendung einer Tochterfirma vor:,tagesschau,24.05.23
00:12:48:21,00:12:50:06,Die DFL Media Co.,tagesschau,24.05.23
00:12:50:08,00:12:51:12,Deren Kerngeschaeft:,tagesschau,24.05.23
00:12:51:14,00:12:55:09,Der Verkauf der nationalen und internationalen ÈUbertragungsrechte.,tagesschau,24.05.23
00:12:55:11,00:12:58:24,Der Investor sollte der DFL zwei Milliarden Euro ueberweisen.,tagesschau,24.05.23
00:12:59:01,00:13:02:19,"Als Gegenleistung waere er 20 Jahre mit 12,5 %",tagesschau,24.05.23
00:13:02:21,00:13:06:07,an den Erloesen der neuen Firma beteiligt worden.,tagesschau,24.05.23
00:13:07:00,00:13:10:05,Seit Wochen gab es massive Proteste der Fans,tagesschau,24.05.23
00:13:10:07,00:13:12:18,gegen einen Investoreneinstieg.,tagesschau,24.05.23
00:13:13:00,00:13:16:18,Der Deal haette den Klubs einmalig etwa 300 Mio. Euro,tagesschau,24.05.23
00:13:16:20,00:13:18:16,fuer neue Spieler garantiert.,tagesschau,24.05.23
00:13:18:18,00:13:20:06,Doch weil das meiste Geld,tagesschau,24.05.23
00:13:20:08,00:13:26:04,"an die grossen und erfolgreichsten Klubs gehen sollte, gab es Kritik.",tagesschau,24.05.23
00:13:26:24,00:13:30:03,Speziell von kleineren Vereinen wie dem FC St. Pauli.,tagesschau,24.05.23
00:13:30:05,00:13:32:02,Auch etliche Zweitliga-Vereine,tagesschau,24.05.23
00:13:32:04,00:13:34:13,entschieden sich gegen die Plaene der DFL.,tagesschau,24.05.23
00:13:34:17,00:13:36:06,Das ist zu respektieren.,tagesschau,24.05.23
00:13:36:08,00:13:38:24,Die Konsequenzen sind schwer abschaetzbar.,tagesschau,24.05.23
00:13:39:03,00:13:41:22,Wir sehen keinen leichten Zeiten entgegen.,tagesschau,24.05.23
00:13:42:08,00:13:46:05,In Sachen Auslandsvermarktung kann die Bundesliga nicht mithalten,tagesschau,24.05.23
00:13:46:07,00:13:49:24,mit den europaeischen Topligen in England oder Spanien.,tagesschau,24.05.23
00:13:51:21,00:13:53:08,Die Lottozahlen:,tagesschau,24.05.23
00:14:10:05,00:14:15:16,"Und nun die Wettervorhersage fuer morgen, Donnerstag, den 25. Mai:",tagesschau,24.05.23
00:14:16:15,00:14:19:17,Hoher Luftdruck sorgt mit kuehler und trockener Luft,tagesschau,24.05.23
00:14:19:19,00:14:21:13,fuer meist freundliches Wetter.,tagesschau,24.05.23
00:14:21:15,00:14:24:08,Auch der Regen im Sueden laesst heute Nacht nach.,tagesschau,24.05.23
00:14:24:10,00:14:26:17,Weiter noerdlich klart es vielerorts auf.,tagesschau,24.05.23
00:14:26:19,00:14:28:11,Es bilden sich Nebelfelder.,tagesschau,24.05.23
00:14:28:13,00:14:31:03,"Im Nordwesten beginnt der Tag teilweise trueb,",tagesschau,24.05.23
00:14:31:05,00:14:34:00,sonst oft schon freundlich mit Sonnenschein.,tagesschau,24.05.23
00:14:34:02,00:14:37:22,"Ab und zu einige, meist lockere Wolken, es bleibt aber trocken.",tagesschau,24.05.23
00:14:37:24,00:14:41:17,Nur an den Alpen sind noch einzelne Schauer unterwegs.,tagesschau,24.05.23
00:14:45:01,00:14:48:03,Dort ist stellenweise Bodenfrost moeglich.,tagesschau,24.05.23
00:14:52:20,00:14:55:19,"Ab Freitag wird es waermer, dazu viel Sonnenschein,",tagesschau,24.05.23
00:14:55:21,00:14:59:01,im Sueden etwas wolkiger und an den Alpen lokale Schauer.,tagesschau,24.05.23
00:14:59:03,00:15:01:04,ÈAhnliches Wetter auch am Samstag.,tagesschau,24.05.23
00:15:01:06,00:15:03:20,"Am Sonntag in der Nordhaelfte wieder wolkiger,",tagesschau,24.05.23
00:15:03:21,00:15:06:09,"aber meist trocken, sonst aendert sich wenig.",tagesschau,24.05.23
00:15:07:02,00:15:11:08,Um 22.15 Uhr fragt Aline Abboud in den tagesthemen,tagesschau,24.05.23
00:15:11:10,00:15:14:08,die Berliner Justizsenatorin Felor Badenberg:,tagesschau,24.05.23
00:15:14:11,00:15:17:21,Wie soll die Letzte Generation juristisch eingestuft werden?,tagesschau,24.05.23
00:15:17:23,00:15:20:18,Und es geht um den Widerstand der Fussballvereine,tagesschau,24.05.23
00:15:20:21,00:15:23:22,gegen die Kommerzialisierung des Sports.,tagesschau,24.05.23
00:15:23:24,00:15:26:18,Ich wuensche Ihnen einen schoenen Abend.,tagesschau,24.05.23
00:00:19:09,00:00:22:16,Hier ist das Erste Deutsche Fernsehen mit den tagesthemen.,tagesthemen,24.05.23
00:00:22:18,00:00:26:09,Diese Sendung wurde vom NDR live untertitelt (24.05.2023),tagesthemen,24.05.23
00:00:26:11,00:00:29:08,Heute im Studio: Aline Abboud und Susanne Daubner.,tagesthemen,24.05.23
00:00:29:11,00:00:32:04,"Willkommen, schoen, dass Sie dabei sind.",tagesthemen,24.05.23
00:00:32:11,00:00:33:19,Guten Abend.,tagesthemen,24.05.23
00:00:33:21,00:00:35:22,In den letzten Wochen wurde das Klima,tagesthemen,24.05.23
00:00:35:24,00:00:39:11,fuer die Klimaaktivisten der Letzten Generation rauer.,tagesthemen,24.05.23
00:00:39:13,00:00:41:05,Vor allem in den Grossstaedten.,tagesthemen,24.05.23
00:00:42:07,00:00:45:17,Seit Monaten sorgen die Blockaden der Klimaaktivisten,tagesthemen,24.05.23
00:00:45:19,00:00:48:01,"fuer Empoerung, Unverstaendnis und Wut.",tagesthemen,24.05.23
00:00:48:03,00:00:51:21,"Manche werden handgreiflich, wie hier auf der Autobahn in Berlin.",tagesthemen,24.05.23
00:00:51:23,00:00:54:03,Gegen Mitglieder der Letzten Generation,tagesthemen,24.05.23
00:00:54:05,00:00:55:19,laufen etliche Verfahren.,tagesthemen,24.05.23
00:00:55:21,00:00:57:21,Es gab auch schon Verurteilungen:,tagesthemen,24.05.23
00:00:57:23,00:01:00:19,"Wegen Noetigung im Strassenverkehr, Sachbeschaedigung",tagesthemen,24.05.23
00:01:00:21,00:01:02:23,oder Stoerung oeffentlicher Betriebe.,tagesthemen,24.05.23
00:01:03:00,00:01:05:17,Jetzt faehrt die Justiz schaerfere Geschuetze auf.,tagesthemen,24.05.23
00:01:05:19,00:01:09:10,Heute gab es bundesweite Razzien gegen Mitglieder der Bewegung.,tagesthemen,24.05.23
00:01:09:12,00:01:12:17,Die Letzte Generation sei eine kriminelle Vereinigung.,tagesthemen,24.05.23
00:01:12:19,00:01:15:03,An der Frage scheiden sich die Geister.,tagesthemen,24.05.23
00:01:15:05,00:01:17:09,Max Kell und Andre Kartschall.,tagesthemen,24.05.23
00:01:20:22,00:01:25:12,"Um kurz nach 7 Uhr morgens kommt die Polizei in Berlin,",tagesthemen,24.05.23
00:01:25:14,00:01:29:09,"Bayern, Hessen und vier weiteren Bundeslaendern.",tagesthemen,24.05.23
00:01:29:16,00:01:33:15,Auch bei ihm klingelt es: Ingo Blechschmidt in Augsburg.,tagesthemen,24.05.23
00:01:33:17,00:01:37:23,Er stand im Impressum der heute beschlagnahmten Homepage.,tagesthemen,24.05.23
00:01:38:05,00:01:43:01,"Er sagt, er habe nur Telefondienst fuer die Gruppe gemacht -",tagesthemen,24.05.23
00:01:43:03,00:01:45:16,und die Vorwuerfe seien voellig ueberzogen.,tagesthemen,24.05.23
00:01:45:21,00:01:49:01,Eine kriminelle Vereinigung ist was ganz Erhebliches.,tagesthemen,24.05.23
00:01:49:05,00:01:51:22,"Gangsterbanden, die sich zusammenschliessen,",tagesthemen,24.05.23
00:01:51:24,00:01:53:24,um nachts Straftaten zu begehen.,tagesthemen,24.05.23
00:01:54:03,00:02:00:13,Die Letzte Generation und ich vom Klima-Camp engagieren uns friedlich.,tagesthemen,24.05.23
00:02:01:06,00:02:03:16,Was ist die Letzte Generation?,tagesthemen,24.05.23
00:02:04:01,00:02:06:16,"Eine Protestgruppe, die quasi nebenbei",tagesthemen,24.05.23
00:02:06:18,00:02:12:07,Straftaten wie Noetigung begeht oder eine Kriminelle Vereinigung?,tagesthemen,24.05.23
00:02:12:14,00:02:16:11,"Eher Letzteres, glaubt die Generalstaatsanwaltschaft Muenchen.",tagesthemen,24.05.23
00:02:16:13,00:02:20:17,"Die Gruppe sammele sogar Geld ein, um ihre Straftaten zu finanzieren.",tagesthemen,24.05.23
00:02:22:12,00:02:26:15,"Ob die Tatsachen ausreichend sind fuer eine kriminelle Vereinigung,",tagesthemen,24.05.23
00:02:26:17,00:02:29:17,wird sich am Ende dieses Ermittlungsverfahrens zeigen.,tagesthemen,24.05.23
00:02:29:19,00:02:31:05,Einen Anfangsverdacht,tagesthemen,24.05.23
00:02:31:07,00:02:34:08,hat man aufgrund dieser Spendenkampagne bejaht.,tagesthemen,24.05.23
00:02:34:10,00:02:39:02,"Auch der Ermittlungsrichter, der die Durchsuchungsbeschluesse erliess.",tagesthemen,24.05.23
00:02:39:20,00:02:42:21,Zuvor war die Generalstaatsanwaltschaft schriftlich,tagesthemen,24.05.23
00:02:42:24,00:02:45:16,etwas uebers Ziel hinausgeschossen.,tagesthemen,24.05.23
00:02:45:18,00:02:49:14,"""Die Letzte Generation stellt eine kriminelle Vereinigung",tagesthemen,24.05.23
00:02:49:17,00:02:52:11,"gemaess Paragraph 129 StGb dar!""",tagesthemen,24.05.23
00:02:52:13,00:02:55:08,Das ist aber noch nicht geklaert.,tagesthemen,24.05.23
00:02:57:12,00:03:02:16,"Ob sie die Kriterien fuer eine kriminelle Vereinigung erfuellt,",tagesthemen,24.05.23
00:03:02:18,00:03:04:14,steht noch nicht fest.,tagesthemen,24.05.23
00:03:04:24,00:03:06:09,Das ist offen.,tagesthemen,24.05.23
00:03:07:05,00:03:11:15,"Die Antwort ist komplex, die Gerichte muessen das klaeren.",tagesthemen,24.05.23
00:03:12:06,00:03:17:10,In Berlin gilt die Gruppe nicht als kriminelle Vereinigung.,tagesthemen,24.05.23
00:03:17:12,00:03:22:17,"Hier hatte sie den Verkehr auf der Stadtautobahn lahmgelegt,",tagesthemen,24.05.23
00:03:22:19,00:03:25:06,zum ÈArger vieler Autofahrer.,tagesthemen,24.05.23
00:03:25:17,00:03:28:20,Heute Nachmittag Pressekonferenz in Berlin,tagesthemen,24.05.23
00:03:28:22,00:03:31:16,unter beachtlichem Medieninteresse.,tagesthemen,24.05.23
00:03:31:18,00:03:33:13,Man will weitermachen.,tagesthemen,24.05.23
00:03:37:07,00:03:40:07,Wir muessen jetzt weiter Widerstand leisten.,tagesthemen,24.05.23
00:03:40:10,00:03:44:12,"Denn wir muessen uns weiter lautstark dafuer einsetzen,",tagesthemen,24.05.23
00:03:44:14,00:03:46:15,dass Leben geschuetzt werden.,tagesthemen,24.05.23
00:03:46:17,00:03:49:05,Das hat gerade oberste Prioritaet.,tagesthemen,24.05.23
00:03:49:07,00:03:53:22,"Deswegen fordern wir alle Buerger*innen dieses Landes auf,",tagesthemen,24.05.23
00:03:53:24,00:03:57:06,sich naechsten Mittwoch an Protestmaersche zu beteiligen.,tagesthemen,24.05.23
00:03:57:08,00:03:59:07,Heute ist einer in Berlin.,tagesthemen,24.05.23
00:03:59:15,00:04:03:18,Das Ergebnis: Die Strasse des 17. Juni ist zeitweilig gesperrt.,tagesthemen,24.05.23
00:04:03:20,00:04:06:17,Zum Protestzug kommen wieder viele Medienvertreter,tagesthemen,24.05.23
00:04:06:19,00:04:08:08,und rund 400 Teilnehmer.,tagesthemen,24.05.23
00:04:11:01,00:04:15:04,"Felor Badenberg, CDU-Politikerin und neue Justizsenatorin in Berlin.",tagesthemen,24.05.23
00:04:15:09,00:04:17:04,Guten Abend.Guten Abend.,tagesthemen,24.05.23
00:04:17:16,00:04:22:02,"Innenministerin Faeser sagte, dass die Massnahmen heute zeigten,",tagesthemen,24.05.23
00:04:22:05,00:04:26:16,dass der Rechtsstaat sich nicht auf der Nase herumtanzen liesse.,tagesthemen,24.05.23
00:04:26:22,00:04:29:01,War das die letzten Monate so?,tagesthemen,24.05.23
00:04:29:11,00:04:32:01,Das wuerde ich so nicht sagen.,tagesthemen,24.05.23
00:04:35:23,00:04:40:12,"Aber die letzten Vorfaelle haben gezeigt, dass der Protest sich",tagesthemen,24.05.23
00:04:40:16,00:04:44:02,"veraendert hat, eine neue Qualitaet und Quantitaet.",tagesthemen,24.05.23
00:04:44:06,00:04:47:13,"Das sind Sachverhalte, die neu bewertet werden.",tagesthemen,24.05.23
00:04:47:17,00:04:49:01,Das ist heute geschehen.,tagesthemen,24.05.23
00:04:51:14,00:04:54:00,Erfuellt denn die Letzte Generation,tagesthemen,24.05.23
00:04:54:04,00:04:57:06,die Kriterien einer kriminellen Vereinigung?,tagesthemen,24.05.23
00:04:58:20,00:05:01:23,Die Frage kann man pauschal nicht behaupten.,tagesthemen,24.05.23
00:05:02:02,00:05:04:18,Es kommt auf den Einzelfall an.,tagesthemen,24.05.23
00:05:06:00,00:05:08:03,Um welche Gruppe genau.,tagesthemen,24.05.23
00:05:10:21,00:05:13:00,"Man kann nicht genau behaupten,",tagesthemen,24.05.23
00:05:13:02,00:05:16:12,dass die Letzte Generation kriminell ist.,tagesthemen,24.05.23
00:05:16:17,00:05:19:05,"Unabhaengig davon ist es eine Frage,",tagesthemen,24.05.23
00:05:19:10,00:05:22:01,die die Gerichte zu entscheiden haben.,tagesthemen,24.05.23
00:05:23:21,00:05:31:04,Sie wollen sie in Teilen als kriminell einstufen? Richtig?,tagesthemen,24.05.23
00:05:32:24,00:05:33:24,Nein.,tagesthemen,24.05.23
00:05:34:22,00:05:39:11,"Ich will nur sagen, dass man sie nicht als kriminelle Vereinigung",tagesthemen,24.05.23
00:05:39:15,00:05:40:17,einstufen kann.,tagesthemen,24.05.23
00:05:42:00,00:05:44:18,Es geht immer um den Einzelfall.,tagesthemen,24.05.23
00:05:44:21,00:05:47:20,Den haben die Gerichte zu bewerten.,tagesthemen,24.05.23
00:05:49:15,00:05:50:17,"Man fragt sich,",tagesthemen,24.05.23
00:05:50:22,00:05:54:22,"wenn Menschen zu spaet zu Terminen kommen, ist das laestig.",tagesthemen,24.05.23
00:05:57:19,00:06:01:06,Aber muss man dafuer so viele Razzien machen?,tagesthemen,24.05.23
00:06:03:07,00:06:06:19,"Was die Massnahmen jetzt in Bayern angehen,",tagesthemen,24.05.23
00:06:06:23,00:06:10:00,von der dortigen Staatsanwaltschaft:,tagesthemen,24.05.23
00:06:10:10,00:06:13:08,Die moechte ich nicht kommentieren.,tagesthemen,24.05.23
00:06:13:20,00:06:16:24,Ich kenne den Sachverhalt nicht ganz.,tagesthemen,24.05.23
00:06:17:10,00:06:20:20,Das ist nicht mein Verantwortungsbereich.,tagesthemen,24.05.23
00:06:21:12,00:06:22:23,"In Berlin sehen wir,",tagesthemen,24.05.23
00:06:25:22,00:06:29:10,dass hier tagtaeglich Menschen genoetigt werden.,tagesthemen,24.05.23
00:06:29:14,00:06:32:08,Mit Gewalt im juristischen Sinne.,tagesthemen,24.05.23
00:06:32:21,00:06:35:10,Wie das der Film gezeigt hat.,tagesthemen,24.05.23
00:06:36:05,00:06:39:15,Menschen kommen nicht puenktlich zur Arbeit.,tagesthemen,24.05.23
00:06:39:19,00:06:42:20,Koennen ihre Kinder nicht puenktlich abholen.,tagesthemen,24.05.23
00:06:43:00,00:06:45:19,Geschaeftstermine werden versaeumt.,tagesthemen,24.05.23
00:06:46:06,00:06:48:23,Finanzielle Einbussen entstehen.,tagesthemen,24.05.23
00:06:51:08,00:06:55:00,"Mehr Sorge macht die Tatsache, dass Feuerwehr",tagesthemen,24.05.23
00:06:57:22,00:07:01:24,"Polizeiwagen, Krankenwagen nicht mehr durchkommen.",tagesthemen,24.05.23
00:07:04:07,00:07:08:21,Diesbezueglich sind wir in einem engen Austausch mit der Polizei.,tagesthemen,24.05.23
00:07:09:00,00:07:11:10,Und mit der Innenverwaltung.,tagesthemen,24.05.23
00:07:11:14,00:07:14:10,"Es gibt Faelle, wo nachweisbar ist,",tagesthemen,24.05.23
00:07:17:12,00:07:22:17,"dass Krankenwagen mit Verdacht auf Schlaganfall, Herzerkrankungen,",tagesthemen,24.05.23
00:07:23:06,00:07:27:06,bis zu 26 Minuten spaeter im Krankenhaus ankommen.,tagesthemen,24.05.23
00:07:28:20,00:07:32:12,"Wir koennen alle froh sein, dass da nichts passierte.",tagesthemen,24.05.23
00:07:32:16,00:07:35:06,"Ich moechte mir nicht ausmalen,",tagesthemen,24.05.23
00:07:37:05,00:07:40:01,"und auch nicht die Verantwortung tragen,",tagesthemen,24.05.23
00:07:40:03,00:07:42:18,dass die nicht puenktlich kommen.,tagesthemen,24.05.23
00:07:42:20,00:07:45:01,Und womoeglich jemand stirbt.,tagesthemen,24.05.23
00:07:45:05,00:07:47:22,Das hat die Protestbewegung auch nicht.,tagesthemen,24.05.23
00:07:48:01,00:07:50:05,Die will das verhindern.,tagesthemen,24.05.23
00:07:56:08,00:08:02:21,"Der Grund, warum in den Faellen die Fragen zu spaet ankamen, ist:",tagesthemen,24.05.23
00:08:03:15,00:08:06:24,grosse Teile der Stadt wurden lahmgelegt.,tagesthemen,24.05.23
00:08:08:17,00:08:11:18,Man muss fuer sich die Verantwortung tragen.,tagesthemen,24.05.23
00:08:11:22,00:08:13:12,Fuer sein Handeln.,tagesthemen,24.05.23
00:08:16:14,00:08:17:19,Das tun sie doch.,tagesthemen,24.05.23
00:08:19:13,00:08:23:07,Sie werden zu Haftstrafen und Geldstrafen verurteilt.,tagesthemen,24.05.23
00:08:25:15,00:08:26:19,Fuer ihr Handeln.,tagesthemen,24.05.23
00:08:28:16,00:08:30:23,Sie uebernehmen ja Verantwortung.,tagesthemen,24.05.23
00:08:31:14,00:08:32:14,Klar.,tagesthemen,24.05.23
00:08:32:16,00:08:35:07,Jeder Einzelfall wird geprueft.,tagesthemen,24.05.23
00:08:35:19,00:08:40:14,Die Gerichte entscheiden aufgrund der Anklage der Staatsanwaltschaft,tagesthemen,24.05.23
00:08:41:22,00:08:43:01,ueber jeden Fall.,tagesthemen,24.05.23
00:08:46:00,00:08:51:03,"Wir haben gehoert, dass die Bewegung weitermachen wird.",tagesthemen,24.05.23
00:08:52:00,00:08:54:23,"Glauben Sie nicht, dass Sie die Aktivisten",tagesthemen,24.05.23
00:08:56:02,00:09:00:20,und die noch demokratische Bewegung in die Radikalisierung treiben?,tagesthemen,24.05.23
00:09:03:24,00:09:05:16,"Meine Aufgabe ist,",tagesthemen,24.05.23
00:09:06:00,00:09:16:00,im Rahmen meiner Moeglichkeiten fuer eine sachgerechte Justiz zu sorgen.,tagesthemen,24.05.23
00:09:16:12,00:09:19:11,Das Strafgesetzbuch ist mein Rahmen.,tagesthemen,24.05.23
00:09:21:08,00:09:24:22,Das ist Ausdruck eines gesellschaftlichen Konsens.,tagesthemen,24.05.23
00:09:25:01,00:09:28:03,Da sind Regeln fuer ein Zusammenleben.,tagesthemen,24.05.23
00:09:28:12,00:09:32:02,Die sind unerlaesslich in einer Gesellschaft.,tagesthemen,24.05.23
00:09:32:06,00:09:34:19,"Werden die nicht eingehalten,",tagesthemen,24.05.23
00:09:36:04,00:09:39:24,muessen die Menschen zur Verantwortung gezogen werden.,tagesthemen,24.05.23
00:09:40:02,00:09:41:18,Was ist Ihr Ziel?,tagesthemen,24.05.23
00:09:43:01,00:09:46:08,Soll die Organisation aufgeloest werden?,tagesthemen,24.05.23
00:09:46:11,00:09:49:09,Sollen sie in den Untergrund gehen?,tagesthemen,24.05.23
00:09:51:11,00:09:53:11,"Das sind jetzt Dinge,",tagesthemen,24.05.23
00:09:54:17,00:09:57:20,fuer die ich nicht verantwortlich bin.,tagesthemen,24.05.23
00:10:00:05,00:10:04:08,Ich will meinen Beitrag als Justizsenatorin leisten.,tagesthemen,24.05.23
00:10:04:12,00:10:08:10,Fuer Recht und Ordnung hier im Land Berlin sorgen.,tagesthemen,24.05.23
00:10:11:15,00:10:15:09,"Ob es die Letzte Generation in den Untergrund treibt,",tagesthemen,24.05.23
00:10:15:14,00:10:16:19,wird die entscheiden.,tagesthemen,24.05.23
00:10:17:00,00:10:19:23,Vielen Dank fuer das Gespraech. Danke Ihnen.,tagesthemen,24.05.23
00:10:22:23,00:10:25:12,"Wenn man diese rostigen Heizkoerper sieht,",tagesthemen,24.05.23
00:10:25:14,00:10:27:22,koennte man auf den Gedanken kommen:,tagesthemen,24.05.23
00:10:27:24,00:10:31:07,Deren Look spiegele den Zustand der Ampel gut wieder.,tagesthemen,24.05.23
00:10:31:09,00:10:35:03,"Es fehlt der Glanz nach aussen, weil auch innen die Waerme fehlt.",tagesthemen,24.05.23
00:10:35:05,00:10:38:22,"Immer wieder geht es um verschiedene Vorstellungen der Partner,",tagesthemen,24.05.23
00:10:39:00,00:10:41:22,wie die Heizungslandschaft umgebaut werden soll.,tagesthemen,24.05.23
00:10:41:24,00:10:46:10,Und um die Personalpolitik im gruenen Wirtschaftsministerium.,tagesthemen,24.05.23
00:10:47:08,00:10:49:19,Das war heute im Bundestag nicht anders.,tagesthemen,24.05.23
00:10:49:21,00:10:51:17,Aus Berlin: Kirsten Girschick.,tagesthemen,24.05.23
00:10:53:19,00:10:57:12,Robert Habeck auf dem Weg zur Befragung in zwei Ausschuessen.,tagesthemen,24.05.23
00:10:57:14,00:11:00:07,Es geht noch einmal um einen Staatssekretaer.,tagesthemen,24.05.23
00:11:00:09,00:11:02:17,Der heisst diesmal nicht Patrick Graichen,tagesthemen,24.05.23
00:11:02:19,00:11:05:20,sondern Udo Philipp und ist fuer Start-Ups zustaendig.,tagesthemen,24.05.23
00:11:05:22,00:11:09:20,Und hat gleichzeitig in vier Unternehmen und Fonds investiert.,tagesthemen,24.05.23
00:11:09:22,00:11:12:02,Die Opposition hat viele Fragen.,tagesthemen,24.05.23
00:11:13:14,00:11:17:11,Wen haben Sie ueber ihre privaten Beteiligungen und Investitionen,tagesthemen,24.05.23
00:11:17:13,00:11:18:21,genau informiert?,tagesthemen,24.05.23
00:11:19:24,00:11:22:11,Wusste der Minister davon und wenn ja:,tagesthemen,24.05.23
00:11:22:13,00:11:24:08,Wann und in welcher Form?,tagesthemen,24.05.23
00:11:25:06,00:11:29:02,"Staatssekretaer Philipp antwortet, Minister Habeck fasst zusammen.",tagesthemen,24.05.23
00:11:29:19,00:11:32:21,"Die Compliance-Regeln wurden nicht nur eingehalten,",tagesthemen,24.05.23
00:11:32:24,00:11:34:06,sondern uebererfuellt.,tagesthemen,24.05.23
00:11:34:08,00:11:38:04,Udo Philipp hat mehr Transparenz geschaffen als viele andere.,tagesthemen,24.05.23
00:11:38:13,00:11:41:19,Einigkeit in dieser Sache bei allen Ampel-Abgeordneten.,tagesthemen,24.05.23
00:11:41:21,00:11:45:20,"Und Einigkeit versuchen sie, auch im Plenum zu demonstrieren.",tagesthemen,24.05.23
00:11:46:03,00:11:49:03,In der Aktuellen Stunde zum Gebaeude-Energiegesetz,tagesthemen,24.05.23
00:11:49:05,00:11:52:00,teilt Unions-Fraktionsvize Jens Spahn aus.,tagesthemen,24.05.23
00:11:54:03,00:11:56:19,"Sie sorgen sich um Zeitplaene und Formalien,",tagesthemen,24.05.23
00:11:56:22,00:11:58:10,streiten auf Twitter.,tagesthemen,24.05.23
00:11:58:17,00:12:03:07,"Nur um die existenziellen ÈAngste der Leute im realen Leben,",tagesthemen,24.05.23
00:12:03:09,00:12:05:08,um die kuemmert sich keiner.,tagesthemen,24.05.23
00:12:05:19,00:12:08:00,Liebe Kolleginnen und Kollegen:,tagesthemen,24.05.23
00:12:08:02,00:12:12:00,"Das ist machtvergessen, selbstbezogen, unwuerdig.",tagesthemen,24.05.23
00:12:13:03,00:12:17:15,"Die SPD keilt zurueck, die Union habe keine eigenen Ideen.",tagesthemen,24.05.23
00:12:19:11,00:12:22:02,"Wo sind denn bitte die Vorschlaege,",tagesthemen,24.05.23
00:12:22:05,00:12:25:15,das Thema Waerme von der CDU zu beantworten?,tagesthemen,24.05.23
00:12:26:21,00:12:30:18,Die FDP sendet derweil Friedenssignale Richtung Gruene.,tagesthemen,24.05.23
00:12:31:23,00:12:34:08,"Wir werden ein gutes Gesetz machen,",tagesthemen,24.05.23
00:12:34:10,00:12:37:05,das die Buergerinnen und Buerger weiterbringt.,tagesthemen,24.05.23
00:12:37:07,00:12:40:08,"Ich freue mich auf die parlamentarischen Beratungen,",tagesthemen,24.05.23
00:12:40:10,00:12:42:14,die sicherlich bald beginnen werden.,tagesthemen,24.05.23
00:12:43:03,00:12:47:09,"Doch in der Koalition scheint es fuer Erleichterung noch zu frueh,",tagesthemen,24.05.23
00:12:47:11,00:12:49:22,denn der naechste Konflikt schwelt laengst.,tagesthemen,24.05.23
00:12:49:24,00:12:51:08,Und da geht's ums Geld.,tagesthemen,24.05.23
00:12:51:11,00:12:53:21,Die Gruenen wollen darueber sprechen ...,tagesthemen,24.05.23
00:12:53:23,00:12:57:02,"... wie man eine gerechtere Steuerpolitik machen kann,",tagesthemen,24.05.23
00:12:57:04,00:12:59:13,die Reiche staerker in die Pflicht nimmt.,tagesthemen,24.05.23
00:12:59:15,00:13:02:08,Oder auch klimaschaedliche Subventionen kuerzt.,tagesthemen,24.05.23
00:13:02:13,00:13:05:01,Ein No-Go fuer den FDP-Finanzminister.,tagesthemen,24.05.23
00:13:05:06,00:13:06:13,Der macht klar:,tagesthemen,24.05.23
00:13:08:13,00:13:12:15,Eine Haushaltskonsolidierung alleine auf dem Ruecken der Autofahrer,tagesthemen,24.05.23
00:13:12:17,00:13:16:09,und des wirtschaftlichen Mittelstands waere nicht gestaltend.,tagesthemen,24.05.23
00:13:16:24,00:13:18:06,Lindners Vorteil:,tagesthemen,24.05.23
00:13:18:08,00:13:21:06,ÈUber seinen Haushalt kann die Ampel nicht streiten:,tagesthemen,24.05.23
