Content Type,Date,Program,Segment Description,Speaker Description,Speaker Name,Subtitle,Processed
,2023-03-28,tagesthemen,,,,Deshalb ist die Muehe sinnvoll. Es wird sich gelohnt haben.,deshalb mueh sinnvol -- lohnen --
O-Ton,2023-03-28,tagesthemen,"(gesteht ein: ""Wir schaffen es immer noch nicht, die Lückebeim Klimaschutz im Verkehr vollends zu schließen"")",Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,"Gerade, wenn es um Klima und Verkehr geht.",gerad klima verkehr gehen --
O-Ton,2023-03-28,tagesthemen,"(zur Möglichkeit von Kompensationszahlungen, wenn durch Baumaßnahmen in Natur undLandschaft eingegriffen wird: ""Das bedeutet, dass es in Zukunft eine Agentur geben soll, die eineVerantwortung dafür hat, gemeinsam zu schauen, welche Fläche kann eigentlich bestmöglich genutztwerden. Das heißt, das Prinzip, wenn ich einen bestimmten Bau vornehme, ich gleichzeitig einen Ausgleichleisten muss und dass das über Flächen gelingt, das bleibt weiterhin ... Klimaschutz, Naturschutz wird durchdiese Vereinbarung ganz klar gestärkt"")",wenn durch Baumaßnahmen in Natur und,Ricarda Lang (zur Möglichkeit von Kompensationszahlungen,Da wird das Umweltministerium mit den Laendern arbeiten.,umweltministerium laender arbeiten --
O-Ton,2023-03-28,tagesthemen,"(zur Möglichkeit von Kompensationszahlungen, wenn durch Baumaßnahmen in Natur undLandschaft eingegriffen wird: ""Das bedeutet, dass es in Zukunft eine Agentur geben soll, die eineVerantwortung dafür hat, gemeinsam zu schauen, welche Fläche kann eigentlich bestmöglich genutztwerden. Das heißt, das Prinzip, wenn ich einen bestimmten Bau vornehme, ich gleichzeitig einen Ausgleichleisten muss und dass das über Flächen gelingt, das bleibt weiterhin ... Klimaschutz, Naturschutz wird durchdiese Vereinbarung ganz klar gestärkt"")",wenn durch Baumaßnahmen in Natur und,Ricarda Lang (zur Möglichkeit von Kompensationszahlungen,Es bleibt beim Paradigmenwechsel.,bleiben paradigmenwechsel --
O-Ton,2023-03-28,tagesthemen,"(zu Zugeständnissen und Errungenschaften der Grünen im Koalitionsausschuss: ""Dass wir hierVerantwortung übernehmen für das ganze Land, das ist klar. Und zur Verantwortung für das ganze Landauch gehört, dass sich eine Regierung einigen muss und man dabei über seinen Schatten springen muss,das ist auch klar""; ""Wir haben vereinbart, dass im nächsten Jahr die LKW-Maut bedeutend steigt und dassdas Geld, was da reingeholt wird, zu 80 Prozent, aber ganz überwiegend an die Schiene geht ... pro Jahr 5Milliarden ... die nur an die Schiene gehen""; Bau von Solaranlagen beim Bau neuer Autobahnen;Gebäudeenergiegesetz wird kommen, Umstieg auf klimafreundliche Alternativen bei neuen Heizungeneinschließlich sozialem Ausgleich)",,Ricarda Lang,"Es klingt danach, als koenne nur die FDP zufrieden sein.",klingen danach koenn fdp zufrieden --
O-Ton,2023-03-28,tagesthemen,"(zu Zugeständnissen und Errungenschaften der Grünen im Koalitionsausschuss: ""Dass wir hierVerantwortung übernehmen für das ganze Land, das ist klar. Und zur Verantwortung für das ganze Landauch gehört, dass sich eine Regierung einigen muss und man dabei über seinen Schatten springen muss,das ist auch klar""; ""Wir haben vereinbart, dass im nächsten Jahr die LKW-Maut bedeutend steigt und dassdas Geld, was da reingeholt wird, zu 80 Prozent, aber ganz überwiegend an die Schiene geht ... pro Jahr 5Milliarden ... die nur an die Schiene gehen""; Bau von Solaranlagen beim Bau neuer Autobahnen;Gebäudeenergiegesetz wird kommen, Umstieg auf klimafreundliche Alternativen bei neuen Heizungeneinschließlich sozialem Ausgleich)",,Ricarda Lang,"Dass wir Verantwortung fuer das ganze Land uebernehmen, ist klar.",verantwortung fuer ganz land uebernehmen klar --
O-Ton,2023-03-28,tagesthemen,"(zu Zugeständnissen und Errungenschaften der Grünen im Koalitionsausschuss: ""Dass wir hierVerantwortung übernehmen für das ganze Land, das ist klar. Und zur Verantwortung für das ganze Landauch gehört, dass sich eine Regierung einigen muss und man dabei über seinen Schatten springen muss,das ist auch klar""; ""Wir haben vereinbart, dass im nächsten Jahr die LKW-Maut bedeutend steigt und dassdas Geld, was da reingeholt wird, zu 80 Prozent, aber ganz überwiegend an die Schiene geht ... pro Jahr 5Milliarden ... die nur an die Schiene gehen""; Bau von Solaranlagen beim Bau neuer Autobahnen;Gebäudeenergiegesetz wird kommen, Umstieg auf klimafreundliche Alternativen bei neuen Heizungeneinschließlich sozialem Ausgleich)",,Ricarda Lang,"Dass sich eine Regierung einigen muss, ist auch klar.",regierung klar --
O-Ton,2023-03-28,tagesthemen,"(zu Zugeständnissen und Errungenschaften der Grünen im Koalitionsausschuss: ""Dass wir hierVerantwortung übernehmen für das ganze Land, das ist klar. Und zur Verantwortung für das ganze Landauch gehört, dass sich eine Regierung einigen muss und man dabei über seinen Schatten springen muss,das ist auch klar""; ""Wir haben vereinbart, dass im nächsten Jahr die LKW-Maut bedeutend steigt und dassdas Geld, was da reingeholt wird, zu 80 Prozent, aber ganz überwiegend an die Schiene geht ... pro Jahr 5Milliarden ... die nur an die Schiene gehen""; Bau von Solaranlagen beim Bau neuer Autobahnen;Gebäudeenergiegesetz wird kommen, Umstieg auf klimafreundliche Alternativen bei neuen Heizungeneinschließlich sozialem Ausgleich)",,Ricarda Lang,"Wir haben vereinbart, dass die Lkw Maut im naechsten Jahr steigt.",vereinbaren lkw mauen naechst jahr steigen --
O-Ton,2023-03-28,tagesthemen,"(zu Zugeständnissen und Errungenschaften der Grünen im Koalitionsausschuss: ""Dass wir hierVerantwortung übernehmen für das ganze Land, das ist klar. Und zur Verantwortung für das ganze Landauch gehört, dass sich eine Regierung einigen muss und man dabei über seinen Schatten springen muss,das ist auch klar""; ""Wir haben vereinbart, dass im nächsten Jahr die LKW-Maut bedeutend steigt und dassdas Geld, was da reingeholt wird, zu 80 Prozent, aber ganz überwiegend an die Schiene geht ... pro Jahr 5Milliarden ... die nur an die Schiene gehen""; Bau von Solaranlagen beim Bau neuer Autobahnen;Gebäudeenergiegesetz wird kommen, Umstieg auf klimafreundliche Alternativen bei neuen Heizungeneinschließlich sozialem Ausgleich)",,Ricarda Lang,Der Erloes geht ueberwiegend an die Schiene.,erlo gehen ueberwiegend schien --
O-Ton,2023-03-28,tagesthemen,"(zu Zugeständnissen und Errungenschaften der Grünen im Koalitionsausschuss: ""Dass wir hierVerantwortung übernehmen für das ganze Land, das ist klar. Und zur Verantwortung für das ganze Landauch gehört, dass sich eine Regierung einigen muss und man dabei über seinen Schatten springen muss,das ist auch klar""; ""Wir haben vereinbart, dass im nächsten Jahr die LKW-Maut bedeutend steigt und dassdas Geld, was da reingeholt wird, zu 80 Prozent, aber ganz überwiegend an die Schiene geht ... pro Jahr 5Milliarden ... die nur an die Schiene gehen""; Bau von Solaranlagen beim Bau neuer Autobahnen;Gebäudeenergiegesetz wird kommen, Umstieg auf klimafreundliche Alternativen bei neuen Heizungeneinschließlich sozialem Ausgleich)",,Ricarda Lang,Fuenf Milliarden Euro werden nur an die Schiene gehen.,fuenf milliard euro schien gehen --
O-Ton,2023-03-28,tagesthemen,"(zu Zugeständnissen und Errungenschaften der Grünen im Koalitionsausschuss: ""Dass wir hierVerantwortung übernehmen für das ganze Land, das ist klar. Und zur Verantwortung für das ganze Landauch gehört, dass sich eine Regierung einigen muss und man dabei über seinen Schatten springen muss,das ist auch klar""; ""Wir haben vereinbart, dass im nächsten Jahr die LKW-Maut bedeutend steigt und dassdas Geld, was da reingeholt wird, zu 80 Prozent, aber ganz überwiegend an die Schiene geht ... pro Jahr 5Milliarden ... die nur an die Schiene gehen""; Bau von Solaranlagen beim Bau neuer Autobahnen;Gebäudeenergiegesetz wird kommen, Umstieg auf klimafreundliche Alternativen bei neuen Heizungeneinschließlich sozialem Ausgleich)",,Ricarda Lang,Wir haben eine begrenzte Anzahl von Autobahnen beschleunigt.,begrenzt anzahl autobahn beschleunigen --
O-Ton,2023-03-28,tagesthemen,"(zu Zugeständnissen und Errungenschaften der Grünen im Koalitionsausschuss: ""Dass wir hierVerantwortung übernehmen für das ganze Land, das ist klar. Und zur Verantwortung für das ganze Landauch gehört, dass sich eine Regierung einigen muss und man dabei über seinen Schatten springen muss,das ist auch klar""; ""Wir haben vereinbart, dass im nächsten Jahr die LKW-Maut bedeutend steigt und dassdas Geld, was da reingeholt wird, zu 80 Prozent, aber ganz überwiegend an die Schiene geht ... pro Jahr 5Milliarden ... die nur an die Schiene gehen""; Bau von Solaranlagen beim Bau neuer Autobahnen;Gebäudeenergiegesetz wird kommen, Umstieg auf klimafreundliche Alternativen bei neuen Heizungeneinschließlich sozialem Ausgleich)",,Ricarda Lang,"Es geht aber nur, wenn gleichzeitig Solaranlagen gebaut werden.",gehen gleichzeitig solaranlag bauen --
O-Ton,2023-03-28,tagesthemen,"(zu Zugeständnissen und Errungenschaften der Grünen im Koalitionsausschuss: ""Dass wir hierVerantwortung übernehmen für das ganze Land, das ist klar. Und zur Verantwortung für das ganze Landauch gehört, dass sich eine Regierung einigen muss und man dabei über seinen Schatten springen muss,das ist auch klar""; ""Wir haben vereinbart, dass im nächsten Jahr die LKW-Maut bedeutend steigt und dassdas Geld, was da reingeholt wird, zu 80 Prozent, aber ganz überwiegend an die Schiene geht ... pro Jahr 5Milliarden ... die nur an die Schiene gehen""; Bau von Solaranlagen beim Bau neuer Autobahnen;Gebäudeenergiegesetz wird kommen, Umstieg auf klimafreundliche Alternativen bei neuen Heizungeneinschließlich sozialem Ausgleich)",,Ricarda Lang,Jeder Kilometer Autobahn wird auch fuer erneuerbare Energien genutzt.,kilomet autobahn fuer erneuerbar energi nutzen --
O-Ton,2023-03-28,tagesthemen,"(zu Zugeständnissen und Errungenschaften der Grünen im Koalitionsausschuss: ""Dass wir hierVerantwortung übernehmen für das ganze Land, das ist klar. Und zur Verantwortung für das ganze Landauch gehört, dass sich eine Regierung einigen muss und man dabei über seinen Schatten springen muss,das ist auch klar""; ""Wir haben vereinbart, dass im nächsten Jahr die LKW-Maut bedeutend steigt und dassdas Geld, was da reingeholt wird, zu 80 Prozent, aber ganz überwiegend an die Schiene geht ... pro Jahr 5Milliarden ... die nur an die Schiene gehen""; Bau von Solaranlagen beim Bau neuer Autobahnen;Gebäudeenergiegesetz wird kommen, Umstieg auf klimafreundliche Alternativen bei neuen Heizungeneinschließlich sozialem Ausgleich)",,Ricarda Lang,"Wir bekraeftigen gemeinsam, dass das Gebaeude-Energiegesetz kommen wird.",bekraeftigen gemeinsam gebaeudeenergiegesetz kommen --
O-Ton,2023-03-28,tagesthemen,"(zu Zugeständnissen und Errungenschaften der Grünen im Koalitionsausschuss: ""Dass wir hierVerantwortung übernehmen für das ganze Land, das ist klar. Und zur Verantwortung für das ganze Landauch gehört, dass sich eine Regierung einigen muss und man dabei über seinen Schatten springen muss,das ist auch klar""; ""Wir haben vereinbart, dass im nächsten Jahr die LKW-Maut bedeutend steigt und dassdas Geld, was da reingeholt wird, zu 80 Prozent, aber ganz überwiegend an die Schiene geht ... pro Jahr 5Milliarden ... die nur an die Schiene gehen""; Bau von Solaranlagen beim Bau neuer Autobahnen;Gebäudeenergiegesetz wird kommen, Umstieg auf klimafreundliche Alternativen bei neuen Heizungeneinschließlich sozialem Ausgleich)",,Ricarda Lang,Wir werden einen sozialen Ausgleich dafuer machen.,sozial ausgleich dafuer --
O-Ton,2023-03-28,tagesthemen,"(zu Zugeständnissen und Errungenschaften der Grünen im Koalitionsausschuss: ""Dass wir hierVerantwortung übernehmen für das ganze Land, das ist klar. Und zur Verantwortung für das ganze Landauch gehört, dass sich eine Regierung einigen muss und man dabei über seinen Schatten springen muss,das ist auch klar""; ""Wir haben vereinbart, dass im nächsten Jahr die LKW-Maut bedeutend steigt und dassdas Geld, was da reingeholt wird, zu 80 Prozent, aber ganz überwiegend an die Schiene geht ... pro Jahr 5Milliarden ... die nur an die Schiene gehen""; Bau von Solaranlagen beim Bau neuer Autobahnen;Gebäudeenergiegesetz wird kommen, Umstieg auf klimafreundliche Alternativen bei neuen Heizungeneinschließlich sozialem Ausgleich)",,Ricarda Lang,Wir sprechen noch mit einem weiteren Teilnehmer,sprechen weit teilnehm
O-Ton,2023-03-28,tagesthemen,"(gesteht ein: ""Wir schaffen es immer noch nicht, die Lückebeim Klimaschutz im Verkehr vollends zu schließen"")",Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,In den letzten Jahren ist vieles liegen geblieben.,letzter jahr viel liegen bleiben --
O-Ton,2023-03-28,tagesthemen,"(zu Zugeständnissen und Errungenschaften der Grünen im Koalitionsausschuss: ""Dass wir hierVerantwortung übernehmen für das ganze Land, das ist klar. Und zur Verantwortung für das ganze Landauch gehört, dass sich eine Regierung einigen muss und man dabei über seinen Schatten springen muss,das ist auch klar""; ""Wir haben vereinbart, dass im nächsten Jahr die LKW-Maut bedeutend steigt und dassdas Geld, was da reingeholt wird, zu 80 Prozent, aber ganz überwiegend an die Schiene geht ... pro Jahr 5Milliarden ... die nur an die Schiene gehen""; Bau von Solaranlagen beim Bau neuer Autobahnen;Gebäudeenergiegesetz wird kommen, Umstieg auf klimafreundliche Alternativen bei neuen Heizungeneinschließlich sozialem Ausgleich)",,Ricarda Lang,der Marathon-Sitzung.,marathonsitzung --
O-Ton,2023-03-28,tagesthemen,"(gesteht ein: ""Wir schaffen es immer noch nicht, die Lückebeim Klimaschutz im Verkehr vollends zu schließen"")",Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,"Wir schaffen es immer noch nicht, die Luecke beim Verkehr zu schliessen.",schaffen immer lueck verkehr schliessen --
O-Ton,2023-03-28,tagesthemen,"(gesteht ein: ""Wir schaffen es immer noch nicht, die Lückebeim Klimaschutz im Verkehr vollends zu schließen"")",Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,Wir kommen aus nicht einfachen Verhandlungen.,kommen einfach verhandlung --
,2023-03-28,tagesthemen,,,,wenn in anderen Bereichen eingespart wird.,bereich einsparen --
,2023-03-28,tagesthemen,,,,Dafuer muss das Klimaschutzgesetz aufgeweicht werden.,dafuer muss klimaschutzgesetz aufgeweicht --
,2023-03-28,tagesthemen,,,,Bei den Heizungen soll niemand im Stich gelassen werden.,heizung sollen niemand stich lassen --
,2023-03-28,tagesthemen,,,,16 Seiten lang ist die Einigung von heute.,16 seit lang einigung heut --
,2023-03-28,tagesthemen,,,,Schon am Abend,schon abend
,2023-03-28,tagesthemen,,,,vor der Pressekonferenz zeigte er sich zufrieden.,pressekonferenz zeigen zufrieden --
,2023-03-28,tagesthemen,,,,"Ich bin sehr zuversichtlich, dass wir ein grosses Werk haben.",zuversichtlich gross werk --
,2023-03-28,tagesthemen,,,,Der ÈArger ueber durchgestochene Gesetze scheint verflogen.,èarger ueber durchgestochen gesetz scheinen verfliegen --
,2023-03-28,tagesthemen,,,,Das Thema Finanzen war in der Mammutsitzung nicht Thema.,thema finanz mammutsitzung thema --
O-Ton,2023-03-28,tagesthemen,"(gesteht ein: ""Wir schaffen es immer noch nicht, die Lückebeim Klimaschutz im Verkehr vollends zu schließen"")",Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,"In Berlin begruesse ich die Co-Partei-Chefin der Gruenen,",berlin begruessen coparteichefin gruen
O-Ton,2023-03-28,tagesthemen,"(gesteht ein: ""Wir schaffen es immer noch nicht, die Lückebeim Klimaschutz im Verkehr vollends zu schließen"")",Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,Ricarda Lang.,ricarda lang --
O-Ton,2023-03-28,tagesthemen,"(gesteht ein: ""Wir schaffen es immer noch nicht, die Lückebeim Klimaschutz im Verkehr vollends zu schließen"")",Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,Guten Abend.,gut abend --
O-Ton,2023-03-28,tagesthemen,"(gesteht ein: ""Wir schaffen es immer noch nicht, die Lückebeim Klimaschutz im Verkehr vollends zu schließen"")",Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,"Vor einer Woche beklagte Robert Habeck hier im Interview beklagt,",woch beklagt robert habeck interview beklagen
O-Ton,2023-03-28,tagesthemen,"(gesteht ein: ""Wir schaffen es immer noch nicht, die Lückebeim Klimaschutz im Verkehr vollends zu schließen"")",Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,die Koalition komme ihrem Auftrag nicht nach.,koalit kommen auftrag --
O-Ton,2023-03-28,tagesthemen,"(gesteht ein: ""Wir schaffen es immer noch nicht, die Lückebeim Klimaschutz im Verkehr vollends zu schließen"")",Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,Wird sie das nach dieser Marathon-Sitzung nun?,marathonsitzung
O-Ton,2023-03-28,tagesthemen,"(gesteht ein: ""Wir schaffen es immer noch nicht, die Lückebeim Klimaschutz im Verkehr vollends zu schließen"")",Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,Es waren zaehe Verhandlungen.,zaehen verhandlung --
O-Ton,2023-03-28,tagesthemen,"(zu Zugeständnissen und Errungenschaften der Grünen im Koalitionsausschuss: ""Dass wir hierVerantwortung übernehmen für das ganze Land, das ist klar. Und zur Verantwortung für das ganze Landauch gehört, dass sich eine Regierung einigen muss und man dabei über seinen Schatten springen muss,das ist auch klar""; ""Wir haben vereinbart, dass im nächsten Jahr die LKW-Maut bedeutend steigt und dassdas Geld, was da reingeholt wird, zu 80 Prozent, aber ganz überwiegend an die Schiene geht ... pro Jahr 5Milliarden ... die nur an die Schiene gehen""; Bau von Solaranlagen beim Bau neuer Autobahnen;Gebäudeenergiegesetz wird kommen, Umstieg auf klimafreundliche Alternativen bei neuen Heizungeneinschließlich sozialem Ausgleich)",,Ricarda Lang,Ebenfalls in unserem Hauptstadtstudio,ebenfal hauptstadtstudio
O-Ton,2023-03-28,tagesthemen,"(zur Möglichkeit von Kompensationszahlungen, wenn durch Baumaßnahmen in Natur undLandschaft eingegriffen wird: ""Das bedeutet, dass es in Zukunft eine Agentur geben soll, die eineVerantwortung dafür hat, gemeinsam zu schauen, welche Fläche kann eigentlich bestmöglich genutztwerden. Das heißt, das Prinzip, wenn ich einen bestimmten Bau vornehme, ich gleichzeitig einen Ausgleichleisten muss und dass das über Flächen gelingt, das bleibt weiterhin ... Klimaschutz, Naturschutz wird durchdiese Vereinbarung ganz klar gestärkt"")",wenn durch Baumaßnahmen in Natur und,Ricarda Lang (zur Möglichkeit von Kompensationszahlungen,In diesem Papier steckt ein grosser Fortschritt fuer den Naturschutz.,papier stecken grosser fortschritt fuer naturschutz --
O-Ton,2023-03-28,tagesthemen,"(zum Umgang mit Sektorenzielen im Klimaschutzgesetz: ""Nur wenn die Regierung alsGesamtes ihre Klimaziele einhält, dann kann man sagen, okay, an dieser Stelle kann der eine Sektor demanderen Sektor helfen. Aber wenn die Klimaziele nicht eingehalten werden, dann darf es eben auch nicht zuVerantwortungsdiffusion kommen, sondern es muss ganz klar sein: Derjenige, der die Verfehlung verursachthat, der muss dann auch Maßnahmen vorlegen"" für seinen Bereich. ""Verkehr ist ja dafür das beste Beispiel.Da wird kein Sektor aus der Verantwortung genommen""; hätten kaum drei Tage lang verhandelt, wenn nichtfür jede Partei Zumutungen, Kompromisse drin stecken würden)",,Ricarda Lang,"Man kann das untereinander vermauscheln,",untereinand vermauscheln
O-Ton,2023-03-28,tagesthemen,"(zum Umgang mit Sektorenzielen im Klimaschutzgesetz: ""Nur wenn die Regierung alsGesamtes ihre Klimaziele einhält, dann kann man sagen, okay, an dieser Stelle kann der eine Sektor demanderen Sektor helfen. Aber wenn die Klimaziele nicht eingehalten werden, dann darf es eben auch nicht zuVerantwortungsdiffusion kommen, sondern es muss ganz klar sein: Derjenige, der die Verfehlung verursachthat, der muss dann auch Maßnahmen vorlegen"" für seinen Bereich. ""Verkehr ist ja dafür das beste Beispiel.Da wird kein Sektor aus der Verantwortung genommen""; hätten kaum drei Tage lang verhandelt, wenn nichtfür jede Partei Zumutungen, Kompromisse drin stecken würden)",,Ricarda Lang,Das ist ein Kompromiss.,kompromiss --
O-Ton,2023-03-28,tagesthemen,"(zum Umgang mit Sektorenzielen im Klimaschutzgesetz: ""Nur wenn die Regierung alsGesamtes ihre Klimaziele einhält, dann kann man sagen, okay, an dieser Stelle kann der eine Sektor demanderen Sektor helfen. Aber wenn die Klimaziele nicht eingehalten werden, dann darf es eben auch nicht zuVerantwortungsdiffusion kommen, sondern es muss ganz klar sein: Derjenige, der die Verfehlung verursachthat, der muss dann auch Maßnahmen vorlegen"" für seinen Bereich. ""Verkehr ist ja dafür das beste Beispiel.Da wird kein Sektor aus der Verantwortung genommen""; hätten kaum drei Tage lang verhandelt, wenn nichtfür jede Partei Zumutungen, Kompromisse drin stecken würden)",,Ricarda Lang,Kein Sektor wird aus der Verantwortung genommen.,sektor verantwortung nehmen --
O-Ton,2023-03-28,tagesthemen,"(zum Umgang mit Sektorenzielen im Klimaschutzgesetz: ""Nur wenn die Regierung alsGesamtes ihre Klimaziele einhält, dann kann man sagen, okay, an dieser Stelle kann der eine Sektor demanderen Sektor helfen. Aber wenn die Klimaziele nicht eingehalten werden, dann darf es eben auch nicht zuVerantwortungsdiffusion kommen, sondern es muss ganz klar sein: Derjenige, der die Verfehlung verursachthat, der muss dann auch Maßnahmen vorlegen"" für seinen Bereich. ""Verkehr ist ja dafür das beste Beispiel.Da wird kein Sektor aus der Verantwortung genommen""; hätten kaum drei Tage lang verhandelt, wenn nichtfür jede Partei Zumutungen, Kompromisse drin stecken würden)",,Ricarda Lang,Dann muss der betreffende Sektor Verantwortung uebernehmen.,betreffend sektor verantwortung uebernehmen --
O-Ton,2023-03-28,tagesthemen,"(zum Umgang mit Sektorenzielen im Klimaschutzgesetz: ""Nur wenn die Regierung alsGesamtes ihre Klimaziele einhält, dann kann man sagen, okay, an dieser Stelle kann der eine Sektor demanderen Sektor helfen. Aber wenn die Klimaziele nicht eingehalten werden, dann darf es eben auch nicht zuVerantwortungsdiffusion kommen, sondern es muss ganz klar sein: Derjenige, der die Verfehlung verursachthat, der muss dann auch Maßnahmen vorlegen"" für seinen Bereich. ""Verkehr ist ja dafür das beste Beispiel.Da wird kein Sektor aus der Verantwortung genommen""; hätten kaum drei Tage lang verhandelt, wenn nichtfür jede Partei Zumutungen, Kompromisse drin stecken würden)",,Ricarda Lang,Es kann nicht zur Verantwortungs- Diffusion kommen.,verantwortung diffus kommen --
O-Ton,2023-03-28,tagesthemen,"(zum Umgang mit Sektorenzielen im Klimaschutzgesetz: ""Nur wenn die Regierung alsGesamtes ihre Klimaziele einhält, dann kann man sagen, okay, an dieser Stelle kann der eine Sektor demanderen Sektor helfen. Aber wenn die Klimaziele nicht eingehalten werden, dann darf es eben auch nicht zuVerantwortungsdiffusion kommen, sondern es muss ganz klar sein: Derjenige, der die Verfehlung verursachthat, der muss dann auch Maßnahmen vorlegen"" für seinen Bereich. ""Verkehr ist ja dafür das beste Beispiel.Da wird kein Sektor aus der Verantwortung genommen""; hätten kaum drei Tage lang verhandelt, wenn nichtfür jede Partei Zumutungen, Kompromisse drin stecken würden)",,Ricarda Lang,kann ein Sektor dem anderen helfen.,sektor helfen --
O-Ton,2023-03-28,tagesthemen,"(zum Umgang mit Sektorenzielen im Klimaschutzgesetz: ""Nur wenn die Regierung alsGesamtes ihre Klimaziele einhält, dann kann man sagen, okay, an dieser Stelle kann der eine Sektor demanderen Sektor helfen. Aber wenn die Klimaziele nicht eingehalten werden, dann darf es eben auch nicht zuVerantwortungsdiffusion kommen, sondern es muss ganz klar sein: Derjenige, der die Verfehlung verursachthat, der muss dann auch Maßnahmen vorlegen"" für seinen Bereich. ""Verkehr ist ja dafür das beste Beispiel.Da wird kein Sektor aus der Verantwortung genommen""; hätten kaum drei Tage lang verhandelt, wenn nichtfür jede Partei Zumutungen, Kompromisse drin stecken würden)",,Ricarda Lang,"Nur wenn die Regierung als gesamtes ihre Klimaziele einhaelt,",regierung gesamt klimaziel einhaeln
O-Ton,2023-03-28,tagesthemen,"(zum Umgang mit Sektorenzielen im Klimaschutzgesetz: ""Nur wenn die Regierung alsGesamtes ihre Klimaziele einhält, dann kann man sagen, okay, an dieser Stelle kann der eine Sektor demanderen Sektor helfen. Aber wenn die Klimaziele nicht eingehalten werden, dann darf es eben auch nicht zuVerantwortungsdiffusion kommen, sondern es muss ganz klar sein: Derjenige, der die Verfehlung verursachthat, der muss dann auch Maßnahmen vorlegen"" für seinen Bereich. ""Verkehr ist ja dafür das beste Beispiel.Da wird kein Sektor aus der Verantwortung genommen""; hätten kaum drei Tage lang verhandelt, wenn nichtfür jede Partei Zumutungen, Kompromisse drin stecken würden)",,Ricarda Lang,welcher Sektor besser dasteht.,sektor gut dastehen --
O-Ton,2023-03-28,tagesthemen,"(zum Umgang mit Sektorenzielen im Klimaschutzgesetz: ""Nur wenn die Regierung alsGesamtes ihre Klimaziele einhält, dann kann man sagen, okay, an dieser Stelle kann der eine Sektor demanderen Sektor helfen. Aber wenn die Klimaziele nicht eingehalten werden, dann darf es eben auch nicht zuVerantwortungsdiffusion kommen, sondern es muss ganz klar sein: Derjenige, der die Verfehlung verursachthat, der muss dann auch Maßnahmen vorlegen"" für seinen Bereich. ""Verkehr ist ja dafür das beste Beispiel.Da wird kein Sektor aus der Verantwortung genommen""; hätten kaum drei Tage lang verhandelt, wenn nichtfür jede Partei Zumutungen, Kompromisse drin stecken würden)",,Ricarda Lang,"Wenn wir uns einig gewesen waeren,",waeren
O-Ton,2023-03-28,tagesthemen,"(zum Umgang mit Sektorenzielen im Klimaschutzgesetz: ""Nur wenn die Regierung alsGesamtes ihre Klimaziele einhält, dann kann man sagen, okay, an dieser Stelle kann der eine Sektor demanderen Sektor helfen. Aber wenn die Klimaziele nicht eingehalten werden, dann darf es eben auch nicht zuVerantwortungsdiffusion kommen, sondern es muss ganz klar sein: Derjenige, der die Verfehlung verursachthat, der muss dann auch Maßnahmen vorlegen"" für seinen Bereich. ""Verkehr ist ja dafür das beste Beispiel.Da wird kein Sektor aus der Verantwortung genommen""; hätten kaum drei Tage lang verhandelt, wenn nichtfür jede Partei Zumutungen, Kompromisse drin stecken würden)",,Ricarda Lang,dass nicht mehr jeder Bereich fuer sich Klimaziele erreichen muss.,mehr bereich fuer klimaziel erreichen --
O-Ton,2023-03-28,tagesthemen,"(""Ich habe gar kein Problem mit marktwirtschaftlichen Instrumenten im Klimaschutz. Wirwerden am Ende beides brauchen - Marktwirtschaft und Ordnungsrecht""; Sektorziele im Klimaschutzgesetzbleiben erhalten; erklärt, dass es für einzelne Bereiche wie Energie, Industrie, Verkehr und Gebäude möglichsein, soll Zielverfehlungen in einem Sektor in einem anderen auszugleichen)",,Ricarda Lang,"Ich wundere mich, dass die Gruenen diesen Paradigmen-Wechsel mitgehen,",wunderen gruen paradigmenwechsel mitgeh
O-Ton,2023-03-28,tagesthemen,"(""Ich habe gar kein Problem mit marktwirtschaftlichen Instrumenten im Klimaschutz. Wirwerden am Ende beides brauchen - Marktwirtschaft und Ordnungsrecht""; Sektorziele im Klimaschutzgesetzbleiben erhalten; erklärt, dass es für einzelne Bereiche wie Energie, Industrie, Verkehr und Gebäude möglichsein, soll Zielverfehlungen in einem Sektor in einem anderen auszugleichen)",,Ricarda Lang,muss jedes Ressort selbst liefern.,ressort liefern --
