Content Type,Date,Program,Segment Description,Speaker Description,Speaker Name,Subtitle,Processed
Sachinhalt,2023-07-14,tagesthemen,"Sommerpressekonferenz (Sommer-Pressekonferenz) von Olaf Scholz, Bundeskanzler/SPD, in Berlin zu aktuellen Themen der Innen- und Außenpolitik. Bildinhalt",Moderation,Caren Miosga,Keine arroganten Ein-Wort-Antworten.,arrog einwortantworten --
O-Ton,2023-07-14,tagesthemen,(c),,15.11.2023 09:50 Seite 49 von 57 NDR Copyright,Scholz zufrieden mit Scholz - wie ueberzeugend war das?,scholz zufrieden scholz   ueberzeugend
,2023-07-14,tagesschau,,,,Der Kanzler,kanzler
,2023-07-14,tagesschau,,,,hat sich vor seinem Urlaub den Fragen von Journalisten gestellt.,urlaub frage journalist stellen --
,2023-07-14,tagesschau,,,,Zum zweiten Mal war er Gast der Sommer-Pressekonferenz,zweiter mal gast sommerpressekonferenz
,2023-07-14,tagesschau,,,,vom Verein der Hauptstadtjournalisten.,verein hauptstadtjournalist --
O-Ton,2023-07-14,tagesthemen,(c),,15.11.2023 09:50 Seite 49 von 57 NDR Copyright,"Er hat heute viel dafuer getan, um diesen Eindruck zu hinterlassen.",heut dafuer tun eindruck hinterlassen --
,2023-07-14,tagesschau,,,,"Scholz raeumte ein,",scholz raeumen
,2023-07-14,tagesschau,,,,er haette sich in der Ampelkoalition weniger Konflikte gewuenscht.,haeten ampelkoalit wenig konflikt wuenschn --
,2023-07-14,tagesschau,,,,"Dort muss er Fragen beantworten, die er vorher nicht kennt.",fragen beantworten vorher kennen --
,2023-07-14,tagesschau,,,,Die Regierungspolitik sei aber richtig.,regierungspolitik richtig --
O-Ton,2023-07-14,tagesthemen,"(Empfehlung an die Ampel-Koalition, beiThemen wie dem Wohnungsbau, dem Verkehr, bei Bahnstrecken zu verdeutlichen, dass die Richtungstimme, um dort für eine positive Entwicklung zu sorgen)",Politikwissenschaftlerin Freie Universität Berlin,Sabine Kropp,Ich stehe am Anfang meiner Taetigkeit als Bundeskanzler.,stehen anfang taetigkeit bundeskanzl --
O-Ton,2023-07-14,tagesthemen,"(Empfehlung an die Ampel-Koalition, beiThemen wie dem Wohnungsbau, dem Verkehr, bei Bahnstrecken zu verdeutlichen, dass die Richtungstimme, um dort für eine positive Entwicklung zu sorgen)",Politikwissenschaftlerin Freie Universität Berlin,Sabine Kropp,Scholz zeigt sich in jedem Fall zufrieden mit Scholz.,scholz zeigen fall zufrieden scholz --
O-Ton,2023-07-14,tagesthemen,"(Empfehlung an die Ampel-Koalition, beiThemen wie dem Wohnungsbau, dem Verkehr, bei Bahnstrecken zu verdeutlichen, dass die Richtungstimme, um dort für eine positive Entwicklung zu sorgen)",Politikwissenschaftlerin Freie Universität Berlin,Sabine Kropp,"Auch wenn er heute nicht gaenzlich beantwortet hat,",heut gaenzlich beantworten
O-Ton,2023-07-14,tagesthemen,"(Empfehlung an die Ampel-Koalition, beiThemen wie dem Wohnungsbau, dem Verkehr, bei Bahnstrecken zu verdeutlichen, dass die Richtungstimme, um dort für eine positive Entwicklung zu sorgen)",Politikwissenschaftlerin Freie Universität Berlin,Sabine Kropp,wie er seine Koalition wieder auf Erfolgskurs zu bringen gedenkt.,koalit erfolgskur bringen gedenken --
O-Ton,2023-07-14,tagesthemen,(c),,15.11.2023 09:50 Seite 49 von 57 NDR Copyright,Beobachtet hat die Pressekonferenz auch Claudia Kornmeier.,beobachten pressekonferenz claudia kornmeier --
O-Ton,2023-07-14,tagesthemen,"(Empfehlung an die Ampel-Koalition, beiThemen wie dem Wohnungsbau, dem Verkehr, bei Bahnstrecken zu verdeutlichen, dass die Richtungstimme, um dort für eine positive Entwicklung zu sorgen)",Politikwissenschaftlerin Freie Universität Berlin,Sabine Kropp,Noe.,noe --
O-Ton,2023-08-27,tagesschau,"(lehnt Gesetzesvorhaben der Ampel-Regierung, wie das Heizungsgesetz und dieLegalisierung von Cannabis, ab; will ""dass überhaupt alle Gesetze mal daraufhin überprüft werden, was siean Bürokratie auslösen, also Stopp"")",wie das Heizungsgesetz und die,Friedrich Merz (lehnt Gesetzesvorhaben der Ampel-Regierung,Dass das Heizungsgesetz nicht verabschiedet wird,heizungsgesetz verabschieden
O-Ton,2023-08-27,tagesschau,"(schlägt einen neuen Weg in derAsylpolitik/Migrationspolitik vor und fordert die gezielte Aufnahme von bis zu 400.000 Menschen in die EU:""Dann aber auch Frauen, Kinder, Menschen, die es am dringendsten brauchen. Im Moment haben wir dasRecht des Stärkeren. Das sind meistens junge Männer. Wer es irgendwie nach Europa reinmacht undschafft, der bleibt"")",stellvertretender Fraktionsvorsitzender CDU/CSU,Jens Spahn,"Dann aber auch Frauen, Kinder -",frau kind
O-Ton,2023-08-27,tagesschau,"(lehnt Gesetzesvorhaben der Ampel-Regierung, wie das Heizungsgesetz und dieLegalisierung von Cannabis, ab; will ""dass überhaupt alle Gesetze mal daraufhin überprüft werden, was siean Bürokratie auslösen, also Stopp"")",wie das Heizungsgesetz und die,Friedrich Merz (lehnt Gesetzesvorhaben der Ampel-Regierung,und dieses Cannabis-Gesetz.,cannabisgesetz --
O-Ton,2023-08-27,tagesschau,"(lehnt Gesetzesvorhaben der Ampel-Regierung, wie das Heizungsgesetz und dieLegalisierung von Cannabis, ab; will ""dass überhaupt alle Gesetze mal daraufhin überprüft werden, was siean Bürokratie auslösen, also Stopp"")",wie das Heizungsgesetz und die,Friedrich Merz (lehnt Gesetzesvorhaben der Ampel-Regierung,"Dass alle Gesetze geprueft werden, was sie an Buerokratie ausloesen.",gesetz pruefen wer buerokrati ausloesen --
O-Ton,2023-08-27,tagesschau,"(lehnt Gesetzesvorhaben der Ampel-Regierung, wie das Heizungsgesetz und dieLegalisierung von Cannabis, ab; will ""dass überhaupt alle Gesetze mal daraufhin überprüft werden, was siean Bürokratie auslösen, also Stopp"")",wie das Heizungsgesetz und die,Friedrich Merz (lehnt Gesetzesvorhaben der Ampel-Regierung,"Im Format ""Frag selbst"" tritt Jens Spahn fuer die CDU an.",format frag treten jen spahn fuer cdu --
Sachinhalt,2023-08-27,tagesschau,Im ARD-Sommerinterview hat der CDU-Vorsitzende Friedrich Merz die Politik Ampelkoalition scharf kritisiert. Ihre Vorhaben seien zu bürokratisch und enthielten zu viele Verbote sowie Vorgaben vom Staat. Den Abbau von Bürokratie forderte auch Christian Lindner von der Regierungspartei FDP im ZDF-Sommerinterview. Im ARD-Format #fragselbst schlug der stellvertretende Fraktionsvorsitzende Jens Spahn neue Wege in der Asyl- und Migrationspolitik vor. Bildinhalt,Moderation,Susanne Daubner,"Er fordert in der Asyl- und Fluechtlingspolitik,",fordern asyl fluechtlingspolitik
Sachinhalt,2023-08-27,tagesschau,Im ARD-Sommerinterview hat der CDU-Vorsitzende Friedrich Merz die Politik Ampelkoalition scharf kritisiert. Ihre Vorhaben seien zu bürokratisch und enthielten zu viele Verbote sowie Vorgaben vom Staat. Den Abbau von Bürokratie forderte auch Christian Lindner von der Regierungspartei FDP im ZDF-Sommerinterview. Im ARD-Format #fragselbst schlug der stellvertretende Fraktionsvorsitzende Jens Spahn neue Wege in der Asyl- und Migrationspolitik vor. Bildinhalt,Moderation,Susanne Daubner,Migranten an den EU-Aussengrenzen abzuweisen.,migranen euaussengrenz abzuweisen --
Sachinhalt,2023-08-27,tagesschau,Im ARD-Sommerinterview hat der CDU-Vorsitzende Friedrich Merz die Politik Ampelkoalition scharf kritisiert. Ihre Vorhaben seien zu bürokratisch und enthielten zu viele Verbote sowie Vorgaben vom Staat. Den Abbau von Bürokratie forderte auch Christian Lindner von der Regierungspartei FDP im ZDF-Sommerinterview. Im ARD-Format #fragselbst schlug der stellvertretende Fraktionsvorsitzende Jens Spahn neue Wege in der Asyl- und Migrationspolitik vor. Bildinhalt,Moderation,Susanne Daubner,Stattdessen bis zu 400.000 Menschen gezielt in die EU aufzunehmen.,stattdessen 400.000 mensch gezielt eu aufnehmen --
O-Ton,2023-08-27,tagesschau,"(schlägt einen neuen Weg in derAsylpolitik/Migrationspolitik vor und fordert die gezielte Aufnahme von bis zu 400.000 Menschen in die EU:""Dann aber auch Frauen, Kinder, Menschen, die es am dringendsten brauchen. Im Moment haben wir dasRecht des Stärkeren. Das sind meistens junge Männer. Wer es irgendwie nach Europa reinmacht undschafft, der bleibt"")",stellvertretender Fraktionsvorsitzender CDU/CSU,Jens Spahn,Im Moment sind es meistens junge Maenner.,moment meisten jung maenner --
O-Ton,2023-08-27,tagesschau,"(schlägt einen neuen Weg in derAsylpolitik/Migrationspolitik vor und fordert die gezielte Aufnahme von bis zu 400.000 Menschen in die EU:""Dann aber auch Frauen, Kinder, Menschen, die es am dringendsten brauchen. Im Moment haben wir dasRecht des Stärkeren. Das sind meistens junge Männer. Wer es irgendwie nach Europa reinmacht undschafft, der bleibt"")",stellvertretender Fraktionsvorsitzender CDU/CSU,Jens Spahn,"Menschen, die es am dringendsten brauchen.",mensch dringend brauchen --
Sachinhalt,2023-08-27,tagesschau,Im ARD-Sommerinterview hat der CDU-Vorsitzende Friedrich Merz die Politik Ampelkoalition scharf kritisiert. Ihre Vorhaben seien zu bürokratisch und enthielten zu viele Verbote sowie Vorgaben vom Staat. Den Abbau von Bürokratie forderte auch Christian Lindner von der Regierungspartei FDP im ZDF-Sommerinterview. Im ARD-Format #fragselbst schlug der stellvertretende Fraktionsvorsitzende Jens Spahn neue Wege in der Asyl- und Migrationspolitik vor. Bildinhalt,Moderation,Susanne Daubner,Auch er will weniger Buerokratie.,wenig buerokrati --
Sachinhalt,2023-08-27,tagesschau,Im ARD-Sommerinterview hat der CDU-Vorsitzende Friedrich Merz die Politik Ampelkoalition scharf kritisiert. Ihre Vorhaben seien zu bürokratisch und enthielten zu viele Verbote sowie Vorgaben vom Staat. Den Abbau von Bürokratie forderte auch Christian Lindner von der Regierungspartei FDP im ZDF-Sommerinterview. Im ARD-Format #fragselbst schlug der stellvertretende Fraktionsvorsitzende Jens Spahn neue Wege in der Asyl- und Migrationspolitik vor. Bildinhalt,Moderation,Susanne Daubner,Seine Ansage an die Partner in der Ampel-Koalition:,ansag partner ampelkoalit
O-Ton,2023-08-27,tagesschau,"(gibt in Bezug auf Bürokratieabbau zu: ""Gibt es auch Teile desKoalitionsvertrages, die sind tatsächlich aus der Zeit gefallen. Und da müssen alle ein Einsehen haben"")",Vorsitzender FDP,Christian Lindner,Teile des Koalitionsvertrages,teil koalitionsvertrag
O-Ton,2023-08-27,tagesschau,"(gibt in Bezug auf Bürokratieabbau zu: ""Gibt es auch Teile desKoalitionsvertrages, die sind tatsächlich aus der Zeit gefallen. Und da müssen alle ein Einsehen haben"")",Vorsitzender FDP,Christian Lindner,sind tatsaechlich aus der Zeit gefallen.,tatsaechlich zeit fallen --
O-Ton,2023-08-27,tagesschau,"(gibt in Bezug auf Bürokratieabbau zu: ""Gibt es auch Teile desKoalitionsvertrages, die sind tatsächlich aus der Zeit gefallen. Und da müssen alle ein Einsehen haben"")",Vorsitzender FDP,Christian Lindner,Da muessen alle ein Einsehen haben.,muessen einsehen --
O-Ton,2023-08-27,tagesschau,"(gibt in Bezug auf Bürokratieabbau zu: ""Gibt es auch Teile desKoalitionsvertrages, die sind tatsächlich aus der Zeit gefallen. Und da müssen alle ein Einsehen haben"")",Vorsitzender FDP,Christian Lindner,Zum Ampel-Streit zur Kindergrundsicherung sagt er:,ampelstreit kindergrundsicherung sagen
Sachinhalt,2023-08-27,tagesschau,Im ARD-Sommerinterview hat der CDU-Vorsitzende Friedrich Merz die Politik Ampelkoalition scharf kritisiert. Ihre Vorhaben seien zu bürokratisch und enthielten zu viele Verbote sowie Vorgaben vom Staat. Den Abbau von Bürokratie forderte auch Christian Lindner von der Regierungspartei FDP im ZDF-Sommerinterview. Im ARD-Format #fragselbst schlug der stellvertretende Fraktionsvorsitzende Jens Spahn neue Wege in der Asyl- und Migrationspolitik vor. Bildinhalt,Moderation,Susanne Daubner,Er rechne sehr kurzfristig mit einer Einigung auf Eckpunkte.,rechnen kurzfristig einigung eckpunkt --
Sachinhalt,2023-08-27,tagesschau,Im ARD-Sommerinterview hat der CDU-Vorsitzende Friedrich Merz die Politik Ampelkoalition scharf kritisiert. Ihre Vorhaben seien zu bürokratisch und enthielten zu viele Verbote sowie Vorgaben vom Staat. Den Abbau von Bürokratie forderte auch Christian Lindner von der Regierungspartei FDP im ZDF-Sommerinterview. Im ARD-Format #fragselbst schlug der stellvertretende Fraktionsvorsitzende Jens Spahn neue Wege in der Asyl- und Migrationspolitik vor. Bildinhalt,Moderation,Susanne Daubner,Um die Kindergrundsicherung geht es erneut bei Gespraechen im Kanzleramt.,kindergrundsicherung gehen erneut gespraech kanzleramt --
Sachinhalt,2023-08-27,tagesschau,Im ARD-Sommerinterview hat der CDU-Vorsitzende Friedrich Merz die Politik Ampelkoalition scharf kritisiert. Ihre Vorhaben seien zu bürokratisch und enthielten zu viele Verbote sowie Vorgaben vom Staat. Den Abbau von Bürokratie forderte auch Christian Lindner von der Regierungspartei FDP im ZDF-Sommerinterview. Im ARD-Format #fragselbst schlug der stellvertretende Fraktionsvorsitzende Jens Spahn neue Wege in der Asyl- und Migrationspolitik vor. Bildinhalt,Moderation,Susanne Daubner,"Schluss mit Gesetzen, die zusaetzliche Buerokratie bringen.",schluss gesetz zusaetzlich buerokrati bringen --
O-Ton,2023-08-27,tagesschau,"(schlägt einen neuen Weg in derAsylpolitik/Migrationspolitik vor und fordert die gezielte Aufnahme von bis zu 400.000 Menschen in die EU:""Dann aber auch Frauen, Kinder, Menschen, die es am dringendsten brauchen. Im Moment haben wir dasRecht des Stärkeren. Das sind meistens junge Männer. Wer es irgendwie nach Europa reinmacht undschafft, der bleibt"")",stellvertretender Fraktionsvorsitzender CDU/CSU,Jens Spahn,FDP-Chef Lindner ist im ZDF-Sommerinterview zu Gast.,fdpchef lindner zdfsommerinterview gast --
Sachinhalt,2023-08-27,tagesschau,Im ARD-Sommerinterview hat der CDU-Vorsitzende Friedrich Merz die Politik Ampelkoalition scharf kritisiert. Ihre Vorhaben seien zu bürokratisch und enthielten zu viele Verbote sowie Vorgaben vom Staat. Den Abbau von Bürokratie forderte auch Christian Lindner von der Regierungspartei FDP im ZDF-Sommerinterview. Im ARD-Format #fragselbst schlug der stellvertretende Fraktionsvorsitzende Jens Spahn neue Wege in der Asyl- und Migrationspolitik vor. Bildinhalt,Moderation,Susanne Daubner,Seine Forderung:,forderung
O-Ton,2023-08-27,tagesschau,"(schlägt einen neuen Weg in derAsylpolitik/Migrationspolitik vor und fordert die gezielte Aufnahme von bis zu 400.000 Menschen in die EU:""Dann aber auch Frauen, Kinder, Menschen, die es am dringendsten brauchen. Im Moment haben wir dasRecht des Stärkeren. Das sind meistens junge Männer. Wer es irgendwie nach Europa reinmacht undschafft, der bleibt"")",stellvertretender Fraktionsvorsitzender CDU/CSU,Jens Spahn,"Wer es nach Europa schafft, der bleibt.",wer europa schaffen bleiben --
O-Ton,2023-08-27,tagesschau,"(kritisiert Ampel-Vorhaben der Kindergrundsicherung: ""Die bessere Lösungwäre mehr Unterstützung der Kinder, bessere Bildungseinrichtungen, bessere Betreuungsmöglichkeiten.Immer höhere Transferleistungen lösen das Problem nicht"")",Vorsitzender CDU,Friedrich Merz,"Merz versucht, als Kaempfer gegen Buerokratie zu punkten.",merz versuchen kaempfer buerokrati punken --
,2023-08-27,tagesschau,,,,CDU-Chef Merz hat eine Zusammenarbeit mit der AfD,cduchef merz zusammenarbeit afd
,2023-08-27,tagesschau,,,,auf allen Ebenen ausgeschlossen.,eben ausschließen --
Sachinhalt,2023-08-27,tagesschau,Im ARD-Sommerinterview hat der CDU-Vorsitzende Friedrich Merz die Politik Ampelkoalition scharf kritisiert. Ihre Vorhaben seien zu bürokratisch und enthielten zu viele Verbote sowie Vorgaben vom Staat. Den Abbau von Bürokratie forderte auch Christian Lindner von der Regierungspartei FDP im ZDF-Sommerinterview. Im ARD-Format #fragselbst schlug der stellvertretende Fraktionsvorsitzende Jens Spahn neue Wege in der Asyl- und Migrationspolitik vor. Bildinhalt,Moderation,Susanne Daubner,Er will zentrale Projekte der Regierung aufhalten.,zentral projekt regierung aufhalten --
,2023-08-27,tagesschau,,,,"Die CDU habe dazu eine klare Beschlusslage,",cdu klar beschlusslag
,2023-08-27,tagesschau,,,,sagte Merz im ARD-Sommerinterview.,sagen merz ardsommerinterview --
,2023-08-27,tagesschau,,,,Eine Interview-ÈAusserung von ihm,interviewèausserung
,2023-08-27,tagesschau,,,,hatte zuletzt parteiintern fuer Kritik gesorgt.,zuletzt parteiintern fuer kritik sorgen --
,2023-08-27,tagesschau,,,,Sie konnte anders verstanden werden.,verstehen --
,2023-08-27,tagesschau,,,,"Merz forderte die Bundesregierung auf,",merz fordern bundesregierung
,2023-08-27,tagesschau,,,,die Wirtschaft nicht staendig durch neue Vorgaben zu belasten.,wirtschaft staendig neu vorgab belasten --
Sachinhalt,2023-08-27,tagesschau,Im ARD-Sommerinterview hat der CDU-Vorsitzende Friedrich Merz die Politik Ampelkoalition scharf kritisiert. Ihre Vorhaben seien zu bürokratisch und enthielten zu viele Verbote sowie Vorgaben vom Staat. Den Abbau von Bürokratie forderte auch Christian Lindner von der Regierungspartei FDP im ZDF-Sommerinterview. Im ARD-Format #fragselbst schlug der stellvertretende Fraktionsvorsitzende Jens Spahn neue Wege in der Asyl- und Migrationspolitik vor. Bildinhalt,Moderation,Susanne Daubner,"Aufwaerts soll es fuer die CDU gehen, so will es ihr Vorsitzender -",aufwaert sollen fuer cdu gehen vorsitzend
Sachinhalt,2023-08-27,tagesschau,Im ARD-Sommerinterview hat der CDU-Vorsitzende Friedrich Merz die Politik Ampelkoalition scharf kritisiert. Ihre Vorhaben seien zu bürokratisch und enthielten zu viele Verbote sowie Vorgaben vom Staat. Den Abbau von Bürokratie forderte auch Christian Lindner von der Regierungspartei FDP im ZDF-Sommerinterview. Im ARD-Format #fragselbst schlug der stellvertretende Fraktionsvorsitzende Jens Spahn neue Wege in der Asyl- und Migrationspolitik vor. Bildinhalt,Moderation,Susanne Daubner,in Umfragen und Landtagswahlen.,umfrag landtagswahl --
,2023-08-27,tagesschau,,,,Dies gelte auch fuer die kommunale Ebene.,gelten fuer kommun eben --
O-Ton,2023-08-27,tagesschau,"(kritisiert Ampel-Vorhaben der Kindergrundsicherung: ""Die bessere Lösungwäre mehr Unterstützung der Kinder, bessere Bildungseinrichtungen, bessere Betreuungsmöglichkeiten.Immer höhere Transferleistungen lösen das Problem nicht"")",Vorsitzender CDU,Friedrich Merz,Hoehere Transferleistungen loesen das Problem nicht.,hoeh transferleistung loes problem --
Sachinhalt,2023-08-27,tagesschau,Im ARD-Sommerinterview hat der CDU-Vorsitzende Friedrich Merz die Politik Ampelkoalition scharf kritisiert. Ihre Vorhaben seien zu bürokratisch und enthielten zu viele Verbote sowie Vorgaben vom Staat. Den Abbau von Bürokratie forderte auch Christian Lindner von der Regierungspartei FDP im ZDF-Sommerinterview. Im ARD-Format #fragselbst schlug der stellvertretende Fraktionsvorsitzende Jens Spahn neue Wege in der Asyl- und Migrationspolitik vor. Bildinhalt,Moderation,Susanne Daubner,Noch profitiert die Union nicht,profitieren union
O-Ton,2023-08-27,tagesschau,"(kritisiert Ampel-Vorhaben der Kindergrundsicherung: ""Die bessere Lösungwäre mehr Unterstützung der Kinder, bessere Bildungseinrichtungen, bessere Betreuungsmöglichkeiten.Immer höhere Transferleistungen lösen das Problem nicht"")",Vorsitzender CDU,Friedrich Merz,"bessere Bildungseinrichtungen, bessere Betreuungsmoeglichkeiten.",gut bildungseinrichtung gut betreuungsmoeglichkein --
Sachinhalt,2023-08-27,tagesschau,Im ARD-Sommerinterview hat der CDU-Vorsitzende Friedrich Merz die Politik Ampelkoalition scharf kritisiert. Ihre Vorhaben seien zu bürokratisch und enthielten zu viele Verbote sowie Vorgaben vom Staat. Den Abbau von Bürokratie forderte auch Christian Lindner von der Regierungspartei FDP im ZDF-Sommerinterview. Im ARD-Format #fragselbst schlug der stellvertretende Fraktionsvorsitzende Jens Spahn neue Wege in der Asyl- und Migrationspolitik vor. Bildinhalt,Moderation,Susanne Daubner,vom ÈArger vieler Waehler ueber die Ampel-Regierung.,èarger vieler waehler ueber ampelregierung --
Sachinhalt,2023-08-27,tagesschau,Im ARD-Sommerinterview hat der CDU-Vorsitzende Friedrich Merz die Politik Ampelkoalition scharf kritisiert. Ihre Vorhaben seien zu bürokratisch und enthielten zu viele Verbote sowie Vorgaben vom Staat. Den Abbau von Bürokratie forderte auch Christian Lindner von der Regierungspartei FDP im ZDF-Sommerinterview. Im ARD-Format #fragselbst schlug der stellvertretende Fraktionsvorsitzende Jens Spahn neue Wege in der Asyl- und Migrationspolitik vor. Bildinhalt,Moderation,Susanne Daubner,Deren juengstes Streitthema: die Kindergrundsicherung.,juengst streitthema kindergrundsicherung --
Sachinhalt,2023-08-27,tagesschau,Im ARD-Sommerinterview hat der CDU-Vorsitzende Friedrich Merz die Politik Ampelkoalition scharf kritisiert. Ihre Vorhaben seien zu bürokratisch und enthielten zu viele Verbote sowie Vorgaben vom Staat. Den Abbau von Bürokratie forderte auch Christian Lindner von der Regierungspartei FDP im ZDF-Sommerinterview. Im ARD-Format #fragselbst schlug der stellvertretende Fraktionsvorsitzende Jens Spahn neue Wege in der Asyl- und Migrationspolitik vor. Bildinhalt,Moderation,Susanne Daubner,aber nicht zuerst mit mehr Geld fuer Eltern.,zuerst mehr geld fuer eltern --
O-Ton,2023-08-27,tagesschau,"(kritisiert Ampel-Vorhaben der Kindergrundsicherung: ""Die bessere Lösungwäre mehr Unterstützung der Kinder, bessere Bildungseinrichtungen, bessere Betreuungsmöglichkeiten.Immer höhere Transferleistungen lösen das Problem nicht"")",Vorsitzender CDU,Friedrich Merz,Die bessere Loesung waere,gut loesung wa
Sachinhalt,2023-08-27,tagesschau,Im ARD-Sommerinterview hat der CDU-Vorsitzende Friedrich Merz die Politik Ampelkoalition scharf kritisiert. Ihre Vorhaben seien zu bürokratisch und enthielten zu viele Verbote sowie Vorgaben vom Staat. Den Abbau von Bürokratie forderte auch Christian Lindner von der Regierungspartei FDP im ZDF-Sommerinterview. Im ARD-Format #fragselbst schlug der stellvertretende Fraktionsvorsitzende Jens Spahn neue Wege in der Asyl- und Migrationspolitik vor. Bildinhalt,Moderation,Susanne Daubner,"Auch Merz will etwas gegen Kinderarmut tun,",merz kinderarmut tun
O-Ton,2023-09-08,tagesthemen,,Autor und Dokumentarfilmer,Stephan Lamby,Es kann nicht anders sein.,--
Sachinhalt,2023-09-08,tagesthemen,"Kein Gesetz hat das politische Berlin in den vergangenen Monaten so beschäftigt wie das Heizungsgesetz: Ein Entwurf wurde durchgestochen, es gab koalitionsinternen öffentlichen Streit, das Bundesverfassungsgericht intervenierte. Heute haben die Regierungsfraktionen im Bundestag die Novelle des Gebäudeenergiegesetzes (GEG) verabschiedet. Bildinhalt",Moderation,Helge Fuhst,Dieses Heizgesetz ist der Gipfel der Respektlosigkeit,heizgesetz gipfel respektlosigkeit
Sachinhalt,2023-09-08,tagesthemen,"Kein Gesetz hat das politische Berlin in den vergangenen Monaten so beschäftigt wie das Heizungsgesetz: Ein Entwurf wurde durchgestochen, es gab koalitionsinternen öffentlichen Streit, das Bundesverfassungsgericht intervenierte. Heute haben die Regierungsfraktionen im Bundestag die Novelle des Gebäudeenergiegesetzes (GEG) verabschiedet. Bildinhalt",Moderation,Helge Fuhst,gegenueber Buergern.,gegenueb buergern --
O-Ton,2023-09-08,tagesthemen,"(Dieses Heiz-Gesetz ist derGipfel der Respektlosigkeit gegenüber Bürgerinnen und Bürgern ... es geht darum, dass es wiederabgeschafft werden muss)",Vorsitzender CSU-Landesgruppe im Deutschen Bundestag,Alexander Dobrindt,"Es geht nicht darum, wie man es veraendern kann.",gehen darum veraendern --
Sachinhalt,2023-09-08,tagesthemen,Nach langem Regierungsinternen Streit hat der Bundestag mit der Mehrheit der Regierungsparteien das überarbeitete Gebäudeenergiegesetz (Heizungsgesetz) verabschiedet. Bildinhalt,Moderation,Helge Fuhst,am besten noch bis Jahresende.,gut jahresend --
O-Ton,2023-09-08,tagesthemen,,Autor und Dokumentarfilmer,Stephan Lamby,Die FDP verlor fuenf Landtagswahlen nacheinander.,fdp verlieren fuenf landtagswahlen nacheinand --
Sachinhalt,2023-09-08,tagesthemen,"Kein Gesetz hat das politische Berlin in den vergangenen Monaten so beschäftigt wie das Heizungsgesetz: Ein Entwurf wurde durchgestochen, es gab koalitionsinternen öffentlichen Streit, das Bundesverfassungsgericht intervenierte. Heute haben die Regierungsfraktionen im Bundestag die Novelle des Gebäudeenergiegesetzes (GEG) verabschiedet. Bildinhalt",Moderation,Helge Fuhst,"Deshalb heute, nach der Sommerpause, noch eine Debatte.",deshalb heut sommerpaus debatt --
O-Ton,2023-09-08,tagesthemen,,Autor und Dokumentarfilmer,Stephan Lamby,2023 hat man sich mit sich selbst beschaeftigt.,2023 beschaeftigen --
O-Ton,2023-09-08,tagesthemen,,Autor und Dokumentarfilmer,Stephan Lamby,Im ersten Jahr hat man sich mit Putin beschaeftigt.,erster jahr putin beschaeftigen --
O-Ton,2023-09-08,tagesthemen,"(Dieses Heiz-Gesetz ist derGipfel der Respektlosigkeit gegenüber Bürgerinnen und Bürgern ... es geht darum, dass es wiederabgeschafft werden muss)",Vorsitzender CSU-Landesgruppe im Deutschen Bundestag,Alexander Dobrindt,Doch etwas ist anders heute: Die Ampel zeigt Einigkeit.,heut ampel zeigen einigkeit --
O-Ton,2023-09-08,tagesthemen,,Autor und Dokumentarfilmer,Stephan Lamby,Streit gehoert zu einer Koalition.,streit gehoern koalit --
O-Ton,2023-09-08,tagesthemen,"(Dieses Heiz-Gesetz ist derGipfel der Respektlosigkeit gegenüber Bürgerinnen und Bürgern ... es geht darum, dass es wiederabgeschafft werden muss)",Vorsitzender CSU-Landesgruppe im Deutschen Bundestag,Alexander Dobrindt,"Es geht darum, dass es abgeschafft werden muss.",gehen darum abschaffen --
Sachinhalt,2023-09-08,tagesthemen,"Kein Gesetz hat das politische Berlin in den vergangenen Monaten so beschäftigt wie das Heizungsgesetz: Ein Entwurf wurde durchgestochen, es gab koalitionsinternen öffentlichen Streit, das Bundesverfassungsgericht intervenierte. Heute haben die Regierungsfraktionen im Bundestag die Novelle des Gebäudeenergiegesetzes (GEG) verabschiedet. Bildinhalt",Moderation,Helge Fuhst,zu wenig Beratungszeit fuer die Abgeordneten.,wenig beratungszeit fuer abgeordnet --
O-Ton,2023-09-08,tagesthemen,"(""Heute hat es sich glaube ich zu Endegeruckelt"")",Bundeskanzler/SPD,Archivmaterial 14.06.2023: Olaf Scholz,"Aber Thomas Heilmann (CDU) hindert die Ampel daran,",thoma heilmann cdu hindern ampel daran
Sachinhalt,2023-09-08,tagesthemen,"Kein Gesetz hat das politische Berlin in den vergangenen Monaten so beschäftigt wie das Heizungsgesetz: Ein Entwurf wurde durchgestochen, es gab koalitionsinternen öffentlichen Streit, das Bundesverfassungsgericht intervenierte. Heute haben die Regierungsfraktionen im Bundestag die Novelle des Gebäudeenergiegesetzes (GEG) verabschiedet. Bildinhalt",Moderation,Helge Fuhst,es vor der Sommerpause durchzubringen.,sommerpaus durchzubringen --
O-Ton,2023-09-08,tagesthemen,,Autor und Dokumentarfilmer,Stephan Lamby,Robert Habeck hat sich am meisten veraendert.,robert habeck meister veraenderen --
Sachinhalt,2023-09-08,tagesthemen,Nach langem Regierungsinternen Streit hat der Bundestag mit der Mehrheit der Regierungsparteien das überarbeitete Gebäudeenergiegesetz (Heizungsgesetz) verabschiedet. Bildinhalt,Moderation,Helge Fuhst,Die Kundin wuenscht eine Standard-Gasheizung -,kundin wuenschen standardgasheizung
