,Content Type,Date,Program,Speaker Description,Speaker Name,Subtitle,affiliation,Processed
1712,O-Ton,2023-06-04,tagesthemen,stellvertretender Fraktionsvorsitzender SPD,Dirk Wiese,Wut und Empoerung hervorgerufen hat.,SPD,Wut Empoerung hervorrufen
1713,O-Ton,2023-06-04,tagesthemen,,Sven Lehmann,Das koennen viele nicht stemmen.,,Koenn viele stemmen
1714,O-Ton,2023-06-04,tagesthemen,stellvertretender Fraktionsvorsitzender SPD,Dirk Wiese,"Und fuer viele Buergerinnen und Buerger, das sagte ich deutlich,",SPD,Fuer vieler buergerinn buerger sagen deutlich
1719,O-Ton,2023-06-04,tagesthemen,stellvertretender Fraktionsvorsitzender SPD,Dirk Wiese,fuer das Versagen von Regierung und Kanzler.,SPD,Fuer versagen Regierung Kanzler
1722,O-Ton,2023-06-04,tagesthemen,Generalsekretär CDU,Mario Czaja,die der Gesundheitsminister umsetzen moechte.,CDU/CSU,Gesundheitsminister umsetzen moechen
1723,O-Ton,2023-06-04,tagesthemen,,Sven Lehmann,Uns ging es die letzten Jahre ueber gut in Deutschland.,,gehen letzter Jahr ueber gut Deutschland
1724,O-Ton,2023-06-04,tagesthemen,,Sven Lehmann,Oder nicht - das ist wesentlich.,,  wesentlich
1725,O-Ton,2023-06-04,tagesthemen,,Sven Lehmann,Was kann sich die Bevoelkerung leisten aufgrund der Inflation?,,Bevoelkerung leisten aufgrund Inflation
1736,O-Ton,2023-06-04,tagesthemen,Generalsekretär CDU,Mario Czaja,"Wir haben keine Antworten auf die Krankenhausreform,",CDU/CSU,Antwort Krankenhausreform
1744,O-Ton,2023-06-04,tagesthemen,,Sven Lehmann,Die Regierung muss gerade das Heizungsgesetz stemmen.,,Regierung gerade Heizungsgesetz stemmen
1745,O-Ton,2023-06-04,tagesthemen,Generalsekretär FDP,Bijan Djir-Sarai,Auch aus der SPD kommt kein Rueckenwind fuer die Gruenen.,FDP,SPD kommen Rueckenwind Fuer gruen
1746,O-Ton,2023-06-04,tagesthemen,Generalsekretär FDP,Bijan Djir-Sarai,bis Ende der Wahlperiode auf die Fuesse fallen.,FDP,Ende Wahlperiode fuesse fallen
1747,O-Ton,2023-06-04,tagesthemen,Generalsekretär FDP,Bijan Djir-Sarai,Wird dieser Regierung,FDP,Regierung
1748,O-Ton,2023-06-04,tagesthemen,Generalsekretär FDP,Bijan Djir-Sarai,Ein schlechtes Gesetz wird eine Belastung fuer das Land.,FDP,schlecht Gesetz Belastung Fuer Land
1749,O-Ton,2023-06-04,tagesthemen,Generalsekretär FDP,Bijan Djir-Sarai,"Im Glauben, dass hinterher keiner darueber spricht.",FDP,glauben hinterher darueber sprechen
1750,O-Ton,2023-06-04,tagesthemen,Generalsekretär FDP,Bijan Djir-Sarai,vor der Sommerpause diese Dinge zu machen.,FDP,Sommerpause Ding
1753,O-Ton,2023-06-04,tagesthemen,Generalsekretär FDP,Bijan Djir-Sarai,Einzelne Sozialdemokraten machen den Wirtschaftsminister,FDP,einzeln Sozialdemokrat Wirtschaftsminister
1754,O-Ton,2023-06-04,tagesthemen,stellvertretender Fraktionsvorsitzender Bündnis 90/Die Grünen,Andreas Audretsch,"Der FDP-Generalsekretaer widerspricht im Bericht aus Berlin und sagt,",Die Grünen,Fdpgeneralsekretaer widersprechen Bericht Berlin sagen
1755,O-Ton,2023-06-04,tagesthemen,stellvertretender Fraktionsvorsitzender Bündnis 90/Die Grünen,Andreas Audretsch,"Dann tun wir gemeinsam, was wir uns vorgenommen haben,",Die Grünen,tun gemeinsam vornehmen
1756,O-Ton,2023-06-04,tagesthemen,stellvertretender Fraktionsvorsitzender Bündnis 90/Die Grünen,Andreas Audretsch,Das tun wir in den Verhandlungen im Bundestag.,Die Grünen,tun Verhandlung Bundestag
1757,O-Ton,2023-06-04,tagesthemen,stellvertretender Fraktionsvorsitzender Bündnis 90/Die Grünen,Andreas Audretsch,"das wir pragmatischer machen koennen, sozialer machen koennen.",Die Grünen,pragmatisch Koenn Sozialer Koenn
1763,O-Ton,2023-06-04,tagesthemen,stellvertretender Fraktionsvorsitzender Bündnis 90/Die Grünen,Andreas Audretsch,naemlich es vor der Sommerpause im Bundestag beschliessen.,Die Grünen,naemlich Sommerpause Bundestag beschliessen
1765,O-Ton,2023-06-04,tagesschau,Korrespondent,Oliver Sallet (in Berlin),Angesichts der Spannungen am Indo-Pazifik,ARD,angesichts Spannung indopazifik
1770,O-Ton,2023-06-04,tagesschau,Generalsekretär FDP,Bijan Djir-Sarai,"Es waere schlecht fuer die Politik, es waere schlecht fuer die Regierung,",FDP,waern Schlecht Fuer Politik waern Schlecht Fuer Regierung
1771,O-Ton,2023-06-04,tagesschau,Generalsekretär FDP,Bijan Djir-Sarai,ein schlechtes Gesetz zu machen.,FDP,schlecht Gesetz
1772,O-Ton,2023-06-04,tagesschau,Generalsekretär FDP,Bijan Djir-Sarai,"Der CDU-Vorsitzende Merz, selbst mit der Union im Umfragetief,",FDP,Cduvorsitzende Merz Union Umfragetief
1776,O-Ton,2023-06-04,tagesschau,Generalsekretär CDU,Mario Czaja,"Es geht nicht um die Sorgen der Menschen, nicht um Inflation,",CDU/CSU,gehen Sorge Mensch inflation
1777,O-Ton,2023-06-04,tagesschau,Generalsekretär CDU,Mario Czaja,"nicht um die Gesundheitspolitik, das Chaos bei Heizungen.",CDU/CSU,Gesundheitspolitik Chaos heizungen
1778,O-Ton,2023-06-04,tagesschau,Generalsekretär CDU,Mario Czaja,"Es wird der Eindruck erweckt, dass Randthemen eine Rolle spielen.",CDU/CSU,Eindruck erwecken Randtheme Rolle spielen
1779,O-Ton,2023-06-04,tagesschau,Generalsekretär CDU,Mario Czaja,"Dass es bislang nicht gut laeuft mit dem Heizungsgesetz,",CDU/CSU,bislang gut laeuft Heizungsgesetz
1780,O-Ton,2023-06-04,tagesschau,Korrespondent,Oliver Sallet (in Berlin),darueber ist sich die Regierung einig.,ARD,darueber Regierung
1781,O-Ton,2023-06-04,tagesschau,Korrespondent,Oliver Sallet (in Berlin),"Man will sich auf die Verhandlungen konzentrieren,",ARD,Verhandlung konzentrieren
1782,O-Ton,2023-06-04,tagesthemen,stellvertretender Fraktionsvorsitzender SPD,Dirk Wiese,"wie er es sich vorgestellt hat, nicht umsetzbar ist.",SPD,vorstellen umsetzbar
1783,O-Ton,2023-06-04,tagesschau,Korrespondent,Oliver Sallet (in Berlin),am besten vor der Sommerpause soll ein neuer Entwurf fertig sein.,ARD,gut Sommerpause sollen neu Entwurf fertig
1784,O-Ton,2023-06-04,tagesthemen,,Sven Lehmann,"Die Ampel-Parteien kuendigten an,",,Ampelparteie Kuendigten
1785,O-Ton,2023-06-04,tagesschau,Korrespondent,Oliver Sallet (in Berlin),Noch einen Fehltritt will man sich in der Ampel nicht leisten.,ARD,Fehltritt Ampel leisten
1786,O-Ton,2023-06-04,tagesthemen,,Sven Lehmann,Es wurde schlimmer.,,schlimm
1787,O-Ton,2023-06-04,tagesthemen,,Sven Lehmann,"Und jetzt solche Sachen, die viel Geld kosten:",,Sache Geld kosten
1793,O-Ton,2023-06-10,tagesschau,das ganze Parteiensystem gehört weg; die Grünen gehen uns auf die,Demonstranten (Regierung muss weg,Die Regierung muss weg.,Die Grünen,Regierung
1795,O-Ton,2023-06-10,tagesschau,das ganze Parteiensystem gehört weg; die Grünen gehen uns auf die,Demonstranten (Regierung muss weg,Das Parteiensystem gehoert weg.,Die Grünen,Parteiensystem hoern Weg
1797,O-Ton,2023-06-10,tagesschau,das ganze Parteiensystem gehört weg; die Grünen gehen uns auf die,Demonstranten (Regierung muss weg,"Wir sind 'n kleines Land, das die Welt retten will.",Die Grünen,n klein Land Welt retten
1799,O-Ton,2023-06-10,tagesschau,das ganze Parteiensystem gehört weg; die Grünen gehen uns auf die,Demonstranten (Regierung muss weg,Das wird nicht funktionieren.,Die Grünen,funktionieren
1801,O-Ton,2023-06-10,tagesschau,das ganze Parteiensystem gehört weg; die Grünen gehen uns auf die,Demonstranten (Regierung muss weg,"Die Gruenen gehen uns auf die Nerven,",Die Grünen,gruen gehen nerv
1804,O-Ton,2023-06-10,tagesschau,das ganze Parteiensystem gehört weg; die Grünen gehen uns auf die,Demonstranten (Regierung muss weg,weil sie eine reine Verbotspartei sind.,Die Grünen,rein Verbotspartei
1805,O-Ton,2023-06-10,tagesschau,das ganze Parteiensystem gehört weg; die Grünen gehen uns auf die,Demonstranten (Regierung muss weg,"Auch Soeder spart nicht mit Kritik an Berlin und attackiert die Gruenen,",Die Grünen,Soeder sparen Kritik Berlin attackieren gruen
1807,O-Ton,2023-06-10,tagesschau,Ministerpräsident Bayern/Vorsitzender CSU,Markus Söder,vier Monate vor der Landtagswahl in Bayern.,CDU/CSU,vier Monat Landtagswahl Bayern
1808,O-Ton,2023-06-10,tagesschau,Ministerpräsident Bayern/Vorsitzender CSU,Markus Söder,"Die Gruenen treiben die Dinge so weit mit Brachialkur voran,",CDU/CSU,Gruen treiben Ding weit Brachialkur voran
1809,O-Ton,2023-06-10,tagesschau,Ministerpräsident Bayern/Vorsitzender CSU,Markus Söder,"und zwar nur mit Ideologie, ohne Pragmatismus oder Vernunft.",CDU/CSU,Ideologie Pragmatismus Vernunft
1810,O-Ton,2023-06-10,tagesschau,Ministerpräsident Bayern/Vorsitzender CSU,Markus Söder,Diese Politik der Gruenen darf nicht die Mehrheit in Deutschland werden.,CDU/CSU,Politik grue dürfen Mehrheit Deutschland
1811,O-Ton,2023-06-10,tagesschau,Ministerpräsident Bayern/Vorsitzender CSU,Markus Söder,Nur wenige Demonstranten stellen sich der aufgeheizten Stimmung entgegen.,CDU/CSU,weniger Demonstrant stellen aufgeheizt Stimmung entgegen
1812,O-Ton,2023-06-10,tagesschau,,15.11.2023 09:44 Seite 17 von 36 NDR Copyright,Der Bundesarbeitsminister verteidigt die Arbeit der Regierung.,,Bundesarbeitsminister verteidigen Arbeit Regierung
1813,O-Ton,2023-06-10,tagesschau,,15.11.2023 09:44 Seite 17 von 36 NDR Copyright,Nichts tun ist keine Option.,,tun Option
1814,O-Ton,2023-06-10,tagesschau,,15.11.2023 09:44 Seite 17 von 36 NDR Copyright,"Nur zu protestieren, ist keine Politik.",,protestieren Politik
1815,O-Ton,2023-06-10,tagesschau,,15.11.2023 09:44 Seite 17 von 36 NDR Copyright,"Wenn man sich als Politiker beteiligt, wie Herr Soeder,",,Politiker beteiligen Herr Soeder
1816,O-Ton,2023-06-10,tagesschau,,15.11.2023 09:44 Seite 17 von 36 NDR Copyright,muss man auch mit Vorschlaegen kommen.,,Vorschlaeg kommen
1817,O-Ton,2023-06-10,tagesschau,,15.11.2023 09:44 Seite 17 von 36 NDR Copyright,Und sich nicht nur an die Spitze von ÈAngsten setzen.,,Spitze èangst setzen
1824,O-Ton,2023-06-11,tagesschau,Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,und das ueber die Nahwaerme benutzt.,Die Grünen,ueber Nahwaerme benutzen
1825,O-Ton,2023-06-11,tagesschau,Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,Es gibt aber berechtigte Bedenken.,Die Grünen,geben berechtigt Bedenken
1826,O-Ton,2023-06-11,tagesschau,Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,Auch bei Pellets schwankt der Preis stark.,Die Grünen,Pellet schwanken Preis stark
1827,O-Ton,2023-06-11,tagesschau,Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,"Und Holz ist 'ne wertvolle, oft knappe Ressource,",Die Grünen,Holz ne wertvoll oft knappe Ressource
1828,O-Ton,2023-06-11,tagesschau,Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,die wir schuetzen sollten.,Die Grünen,schuetzen sollen
1829,O-Ton,2023-06-11,tagesschau,Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,Noch sind sich die Koalitionsparteien nicht einig ueber Details im Gesetz.,Die Grünen,Koalitionspartei ueber Detail Gesetz
1830,O-Ton,2023-06-11,tagesschau,Fraktionsvorsitzender FDP,Christian Dürr,"Wir brauchen ein Heizungsgesetz, was funktioniert.",FDP,brauchen Heizungsgesetz funktionieren
1831,O-Ton,2023-06-11,tagesschau,Fraktionsvorsitzender FDP,Christian Dürr,"Die Heizung muss zum Haus passen, nicht umgekehrt.",FDP,Heizung Muss Haus passen umgekehrt
1832,O-Ton,2023-06-11,tagesschau,Fraktionsvorsitzender FDP,Christian Dürr,Die Opposition lehnt das Gesetz in der jetzigen Form ab.,FDP,Opposition lehnen Gesetz jetzig Form ab
1833,O-Ton,2023-06-11,tagesschau,Fraktion CDU/CSU,Thorsten Frei,"Wir sind der Auffassung, dass das Gesetz so verkorkst ist,",CDU/CSU,Auffassung Gesetz verkorkst
1834,O-Ton,2023-06-11,tagesschau,Fraktion CDU/CSU,Thorsten Frei,dass der Bundeswirtschaftsminister es komplett neu aufsetzen sollte.,CDU/CSU,Bundeswirtschaftsminister komplett neu aufsetzen sollen
1835,O-Ton,2023-06-11,tagesschau,Fraktion CDU/CSU,Thorsten Frei,Noch soll der ueberarbeitete Entwurf,CDU/CSU,sollen ueberarbeitet Entwurf
1838,O-Ton,2023-06-11,tagesschau,Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,Etwa wenn 'n Dorf auf Restholzabfaelle setzt,Die Grünen,etwa n Dorf Restholzabfaelle setzen
1839,O-Ton,2023-06-11,tagesschau,Vorsitzende Bündnis 90/Die Grünen,Ricarda Lang,"Es gibt Faelle, in denen Holz 'ne gute Loesung ist.",Die Grünen,geben faellen Holz ne gut Loesung
1854,O-Ton,2023-06-11,tagesschau,Hotelier,Alfons Oswald,"Das Holz waechst bei uns, der Rohstoff ist da.",Expert,Holz waechst Rohstoff
1855,O-Ton,2023-06-11,tagesschau,Hotelier,Alfons Oswald,"Er ist besorgt,",Expert,besorgt
1856,O-Ton,2023-06-11,tagesschau,Hotelier,Alfons Oswald,"Seit 18 Jahren hab ich kein Problem,",Expert,seit 18 Jahr Problem
1858,O-Ton,2023-06-11,tagesschau,Hotelier,Alfons Oswald,"hab immer Energie, auch wenn Krisen sind.",Expert,immer Energie Krise
1861,O-Ton,2023-06-12,tagesthemen,"Präsident Energieeffizienzverband für Wärme, Kälte und KWK",Hansjörg Roll,Das darf nicht von Legislaturperioden abhaengen.,Expert,dürfen legislaturperiode abhaengen
1862,O-Ton,2023-06-12,tagesthemen,"Präsident Energieeffizienzverband für Wärme, Kälte und KWK",Hansjörg Roll,Wir haben jetzt eine 20-Jahres-Periode vor uns.,Expert,20jahresperiode
1863,O-Ton,2023-06-12,tagesthemen,"Präsident Energieeffizienzverband für Wärme, Kälte und KWK",Hansjörg Roll,Das Bundeswirtschaftsministerium wird mit Fernwaerme versorgt.,Expert,Bundeswirtschaftsministerium Fernwaerme versorgen
1864,O-Ton,2023-06-12,tagesthemen,"Präsident Energieeffizienzverband für Wärme, Kälte und KWK",Hansjörg Roll,fuer diesen Ausbau.,Expert,Fuer Ausbau
1865,O-Ton,2023-06-12,tagesthemen,"Präsident Energieeffizienzverband für Wärme, Kälte und KWK",Hansjörg Roll,Allerdings trotz Aufforderung an den Anbieter,Expert,allerdings trotz Aufforderung Anbieter
1868,O-Ton,2023-06-12,tagesthemen,aber man,"Robert Habeck (""Meiner Ansicht nach steht einer politischen Einigung nicht mehr viel im Weg",Fuer den Energieeffizienzverband sollte der Bundestag,Die Grünen,Fuer Energieeffizienzverband sollen Bundestag
1869,O-Ton,2023-06-12,tagesthemen,"Präsident Energieeffizienzverband für Wärme, Kälte und KWK",Hansjörg Roll,Wir brauchen sichere Rahmenbedingungen,Expert,brauchen sicher Rahmenbedingung
1870,O-Ton,2023-06-12,tagesthemen,aber man,"Robert Habeck (""Meiner Ansicht nach steht einer politischen Einigung nicht mehr viel im Weg","Doch ob die FDP das auch will, ist noch unklar.",Die Grünen,FDP unklar
1871,O-Ton,2023-06-12,tagesthemen,"SPD/Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen",Klara Geywitz,"Wenn ich in einem Bereich bin, wo Fernwaerme ausgebaut wird,",SPD,Bereich Fernwaerme ausbauen
1872,O-Ton,2023-06-12,tagesthemen,aber man,"Robert Habeck (""Meiner Ansicht nach steht einer politischen Einigung nicht mehr viel im Weg",Einer politischen Einigung steht nicht mehr viel im Weg.,Die Grünen,politisch Einigung stehen mehr Weg
1873,O-Ton,2023-06-12,tagesthemen,"SPD/Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen",Klara Geywitz,in dieser Woche in den Bundestag eingebracht werden.,SPD,Woche Bundestag einbringen
1874,O-Ton,2023-06-12,tagesthemen,"SPD/Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen",Klara Geywitz,Laut Robert Habeck koennte das Gebaeude-Energie-Gesetz,SPD,laut Robert Habeck koennen Gebaeudeenergiegesetz
1875,O-Ton,2023-06-12,tagesthemen,"SPD/Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen",Klara Geywitz,Und kann meine Investitionen darauf abstimmen.,SPD,Investition darauf abstimmen
1876,O-Ton,2023-06-12,tagesthemen,"SPD/Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen",Klara Geywitz,habe ich darueber fruehzeitig eine Information.,SPD,darueber fruehzeitig Information
1883,O-Ton,2023-06-12,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,"Das soll Staedte und Gemeinden verpflichten,",Die Grünen,sollen staedte Gemeinde verpflichten
1884,O-Ton,2023-06-12,tagesthemen,aber man,"Robert Habeck (""Meiner Ansicht nach steht einer politischen Einigung nicht mehr viel im Weg",Aber man muss sie wollen.,Die Grünen,
1886,O-Ton,2023-06-12,tagesthemen,Vorstandsvorsitzende Verbraucherzentrale Bundesverband,Ramona Pop,Um das Bundeskartellamt zu zitieren:,Expert,Bundeskartellamt zitieren
1887,O-Ton,2023-06-12,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,"Das waeren nach groben Schaetzungen 400.000 Ð 700.000 Wohneinheiten,",Die Grünen,waeren grob schaetzungen 400000 ð 700000 wohneinheien
1897,O-Ton,2023-06-12,tagesthemen,Stadtwerke Pirna,Rico Eglin,ist eine grosse Nachfrage an Fernwaermeanschluessen.,Expert,groß Nachfrage Fernwaermeanschluesse
1898,O-Ton,2023-06-12,tagesthemen,Stadtwerke Pirna,Rico Eglin,"Wir muessen schauen, wo das moeglich ist",Expert,muessen schauen moeglich
1899,O-Ton,2023-06-12,tagesthemen,Stadtwerke Pirna,Rico Eglin,Nicht immer liegt die Fernwaermeleitung vor der Haustuer.,Expert,immer liegen Fernwaermeleitung Haustuer
1900,O-Ton,2023-06-12,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,die dort angeschlossen werden koennen.,Die Grünen,anschließen Koenn
1901,O-Ton,2023-06-12,tagesthemen,Stadtwerke Pirna,Rico Eglin,"Wer an so eine Fernwaermeleitung angeschlossen ist,",Expert,wer Fernwaermeleitung anschließen
1907,O-Ton,2023-06-12,tagesthemen,Vorstandsvorsitzende Verbraucherzentrale Bundesverband,Ramona Pop,Der Ausbau und die Regulierung muessen Hand in Hand gehen.,Expert,Ausbau Regulierung muessen Hand Hand gehen
1908,O-Ton,2023-06-12,tagesthemen,Vorstandsvorsitzende Verbraucherzentrale Bundesverband,Ramona Pop,Das sind unregulierte Monopole.,Expert,unreguliert monopol
1909,O-Ton,2023-06-12,tagesthemen,Vorstandsvorsitzende Verbraucherzentrale Bundesverband,Ramona Pop,Das drueckt sich in den Preisen aus.,Expert,druecken Preis
1910,O-Ton,2023-06-12,tagesthemen,Vorstandsvorsitzende Verbraucherzentrale Bundesverband,Ramona Pop,Wirtschaftsminister Habeck will mit Hilfe der Fernwaerme,Expert,Wirtschaftsminister Habeck Hilfe Fernwaerme
1911,O-Ton,2023-06-12,tagesthemen,Vorstandsvorsitzende Verbraucherzentrale Bundesverband,Ramona Pop,das Projekt Waermewende voranbringen.,Expert,Projekt waermewend voranbringen
1913,O-Ton,2023-06-12,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,an Fernwaermesysteme angeschlossen werden.,Die Grünen,fernwaermesysteme anschließen
1914,O-Ton,2023-06-12,tagesthemen,Stadtwerke Pirna,Rico Eglin,muss sich keine Gedanken machen um Waermepumpen,Expert,Gedanke waermepumpen
1915,O-Ton,2023-06-12,tagesthemen,Stadtwerke Pirna,Rico Eglin,und wann ich die anschliessen kann.,Expert,wann anschliessen
1916,O-Ton,2023-06-12,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,Grundstein fuer mehr Fernwaerme,Die Grünen,Grundstein Fuer mehr Fernwaerme
1923,O-Ton,2023-06-12,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,ist ein geplantes Gesetz aus dem Bundesbauministerium.,Die Grünen,geplant Gesetz Bundesbauministerium
1924,O-Ton,2023-06-13,tagesthemen,Fraktionsvorsitzender CDU/CSU,Friedrich Merz,wenn es immer mehr Proteste aus der Bevoelkerung gibt.,CDU/CSU,immer mehr Protest Bevoelkerung geben
1925,O-Ton,2023-06-13,tagesthemen,Fraktionsvorsitzender CDU/CSU,Friedrich Merz,"Wenig spaeter, neuer Versuch.",CDU/CSU,wenig spaeter neu Versuch
1926,O-Ton,2023-06-13,tagesthemen,Bundeskanzler/SPD,Olaf Scholz,Heute hat es sich zu Ende geruckelt.,Expert,heute Ende ruckeln
1931,O-Ton,2023-06-13,tagesthemen,Fraktionsvorsitzender FDP,Christian Dürr,"Es bestand die Sorge, dass Gasheizungen ab dem naechsten Jahr",FDP,bestehen Sorge Gasheizung ab naechst Jahr
1932,O-Ton,2023-06-13,tagesthemen,Fraktionsvorsitzender FDP,Christian Dürr,nicht mehr eingebaut werden koennen.,FDP,mehr einbauen Koenn
1933,O-Ton,2023-06-13,tagesthemen,Fraktionsvorsitzender FDP,Christian Dürr,Der Kanzler heute Abend im Kreise der Sozialdemokraten.,FDP,Kanzler heute abend Kreis Sozialdemokrat
1934,O-Ton,2023-06-13,tagesthemen,Fraktionsvorsitzender CDU/CSU,Friedrich Merz,Die Ampel verhandelt hinter den Kulissen weiter.,CDU/CSU,Ampel verhandeln Kulisse
