Programme,Section Title,Content Type,Speaker Name,Speaker Description,Segment Description,Date,Start Time,Duration,Subtitles
Tagesthemen,02 Schaltgespräch mit Marie-Agnes Strack-Zimmermann in Berlin:,O-Ton,Marie-Agnes Strack-Zimmermann (zur Frage,"ob sie es ausschließt, dass das Gesetz noch vor der","(zur Frage, ob sie es ausschließt, dass das Gesetz noch vor derSommerpause durch den Bundestag geht: Nein, das wird vor der Sommerpause mit Sicherheit nichtgeschehen können, denn es gibt über hundert Fragen, die wir gestellt haben. Wir brauchen Antworten, umdas zu begleiten. Das ist übrigens in einem Verfahren auch nichts Ungewöhnliches, dass ein Gesetz erst malim Kabinett ist und dann sozusagen den Parlamentariern vorgelegt wird, da gibt es viele Beispiele. Und dieseFragen müssen im Interesse der 66 Millionen Menschen beantwortet werden. Und wie gesagt, es geht dochnicht darum, bis zum 9. Juli ein Gesetz zu haben, als ob das Leben danach nicht weitergeht, sondern einGesetz auf den Weg zu bringen, was nachhaltig ist, was die Menschen mitnimmt und was die Akzeptanz -und ich glaube, dass es bei dem Thema wirklich von hoher Relevanz - dass wir die Menschen mitnehmenund sie es akzeptieren, was wir machen. Und die Unruhe ist gigantisch. Das werden Sie in Ihrem Freundes-,Bekannten-, Familienkreis auch hören. Keiner weiß mehr, was Sache ist. Jeder fragt brauche ich jetzt eineneue Heizung oder nicht? Und ich glaube, deswegen ist es sehr wichtig, dass wir intern in der Tat verbalabrüsten, aber uns um die Sache selber kümmern. Und ich bin optimistisch, vielleicht, weil ich aus demRheinland komme. Aber ich glaube schon, dass wir was Gutes auf den Weg bringen)",2023-05-23,22:27:58.12,"1'07""",
Tagesthemen,Ampelstreit um Heizungsgesetz - Showdown undDi 22:18 01,Einspieler,,,,2023-05-23,,"2'49""","Hier ist das Erste Deutsche Fernsehen mit den tagesthemen. Dieses Sendung wurde vom NDR live untertitelt (23.05.2023) Heute im Studio: Helge Fuhst und Judith Rakers. Wir begruessen Sie herzlich. Schoen, dass Sie dabei sind! Guten Abend. Diese Regierung scheint sich nicht mehr gruen zu sein. Habecks Heizungsprojekt, Teil der Energiewende, ist ausgebremst. Von den Flitterwochen der Ampel im Herbst 2021 sind nur Selfie-Erinnerungen uebrig. Der heutige Tag ist der Hoehepunkt des Streits beim Thema Klimaschutz, zwischen FDP und Gruenen. Auch die SPD ist genervt, wie ihr Fraktionschef sagte. Die Kanzlerpartei ist mal naeher an der FDP, mal an den Gruenen. Dieser Tage muss die SPD den Laden ueberhaupt zusammenhalten. Niemand soll auf die Idee kommen, es sei besser, nicht zu regieren, als in der Ampel zu sein. Dazu spreche ich gleich mit Marie-Agnes Strack-Zimmermann (FDP). Zunaechst Iris Sayram ueber Ampel-Chaos und einen umstrittenen Gesetzentwurf. Es weht ein rauer Wind heute um den Reichstag Ð auch politisch. Erst laesst die FDP das umstrittene Heizungsgesetz nicht auf die Tagesordnung. Dann stellt die Gruene-Fraktionsvorsitzende auf Sturm: Das ist mehr als bedauerlich. Damit ist die Handlungsfaehigkeit und die Arbeitsfaehigkeit unserer Ampel nimmt Schaden. In der Vergangenheit immer bekannt als ehrlicher Kaufmann. Das gilt offenbar fuer Christian Linder nicht mehr. Es geht mal wieder um das Gebaeudeenergiegesetz. Rueckblick: Bereits 2022 hatte die Ampel wesentliche Punkte beschlossen: Das Einbauverbot neuer Gas- und ÈOlheizungen ab 2024. Doch seit ein erster Entwurf an die Presse ging, sind die Schlagzeilen verheerend: Entsprechend turbulent verlief die Diskussion in der Ampel. Nach einer Marathon-Sitzung gibt es die Zustimmung der FDP. Dass sie die Beratung im Parlament blockiert, nennt Wirtschaftsminister Habeck so: Dass es nicht aufgesetzt wird, ist aus meiner Sicht ein Wortbruch. Die FDP will davon nichts wissen: Die Bedenken hat die FDP frueh markiert."
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,Sachinhalt,Helge Fuhst,Moderation,"Die Regierungsfraktionen von SPD, Bündnis 90/Die Grünen und FDP haben die Einbringung des Gebäudeenergiegesetzes (Heizungsgesetzes) in den Bundestag verschoben. Hintergrund sind grundsätzliche Bedenken der FDP. Der Koalitionspartner besteht - anders als SPD und Grüne - auf eine grundsätzliche Überarbeitung des Gesetzentwurfs. Damit sinkt die Wahrscheinlichkeit, dass das Gesetz - wie ursprünglich geplant - noch vor der parlamentarischen Sommerpause verabschiedet wird. Bildinhalt",2023-05-23,22:19:52.15,"2'49""",
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,Bildinhalt,Helge Fuhst,Moderation,Schnittbilder Reichstagsgebäude (außen),2023-05-23,22:19:52.15,"0'09""",
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,Bildinhalt,Helge Fuhst,Moderation,Dokument Gesetzentwurf Gebäudeenergiegesetz,2023-05-23,22:20:27.12,"0'05""",
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,Bildinhalt,Helge Fuhst,Moderation,"Schlagzeile in Bild-Zeitung ""Heizungs-Hammer""",2023-05-23,22:20:38.12,"0'06""",
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,Bildinhalt,Helge Fuhst,Moderation,Dokument Protokollerklärung von Christian Lindner,2023-05-23,22:21:12.19,"0'09""",
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,Bildinhalt,Helge Fuhst,Moderation,Twitter-Mitteilungen (Streit zwischen FDP und Grünen) O-Ton,2023-05-23,22:21:34.18,"0'12""",
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,O-Ton,Britta Haßelmann,Fraktionsvorsitzende Bündnis 90/Die Grünen,(Damit ist die Handlungsfähigkeit der15.11.2023 09:50 Seite 22 von 57 NDR Copyright (c) 2004,2023-05-23,22:20:05.22,"0'21""",
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,O-Ton,Robert Habeck,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,"(Dass es nichtaufgesetzt wird, ist ein Wortbruch)",2023-05-23,22:20:59.19,"0'04""",
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,O-Ton,Christian Dürr,Fraktionsvorsitzender FDP,(Die Bedenken hat FDP schon frühzeitig markiert),2023-05-23,22:21:07.04,"0'05""",
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,O-Ton,Alexander Dobrindt,Vorsitzender CSU-Landesgruppe im Deutschen Bundestag,(Die Ampel ist stehend K.o.),2023-05-23,22:21:50.19,"0'02""",
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,O-Ton,Jan Korte,Erster Parlamentarischer Geschäftsführer Die Linke,"(Wenn man so will, hat FDP heute demBundeskanzler den Stinkefinger gezeigt; das ist ein Vorgang, den kennt man sonst von Koalitionen dreiMonate vor Bundestagswahl; Olaf Scholz sollte jetzt mal die Notbremse ziehen)",2023-05-23,22:21:53.07,"0'20""",
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,O-Ton,Rolf Mützenich,Fraktionsvorsitzender SPD,"(Habe den Eindruck, dass einige nicht nachvollziehen können,warum wir nicht im Bundestag mit der Ersten Lesung beraten können, um das Gesetz besser zu machen,das wäre im Interesse aller)",2023-05-23,22:22:19.11,"0'14""",
Tagesthemen,Bundestag: Aktuelle Stunde zum HeizungsgesetzMi 22:15 03,Einspieler,,,,2023-05-23,,"2'30""","Hier ist das Erste Deutsche Fernsehen mit den tagesthemen. Dieses Sendung wurde vom NDR live untertitelt (23.05.2023) Heute im Studio: Helge Fuhst und Judith Rakers. Wir begruessen Sie herzlich. Schoen, dass Sie dabei sind! Guten Abend. Diese Regierung scheint sich nicht mehr gruen zu sein. Habecks Heizungsprojekt, Teil der Energiewende, ist ausgebremst. Von den Flitterwochen der Ampel im Herbst 2021 sind nur Selfie-Erinnerungen uebrig. Der heutige Tag ist der Hoehepunkt des Streits beim Thema Klimaschutz, zwischen FDP und Gruenen. Auch die SPD ist genervt, wie ihr Fraktionschef sagte. Die Kanzlerpartei ist mal naeher an der FDP, mal an den Gruenen. Dieser Tage muss die SPD den Laden ueberhaupt zusammenhalten. Niemand soll auf die Idee kommen, es sei besser, nicht zu regieren, als in der Ampel zu sein. Dazu spreche ich gleich mit Marie-Agnes Strack-Zimmermann (FDP). Zunaechst Iris Sayram ueber Ampel-Chaos und einen umstrittenen Gesetzentwurf. Es weht ein rauer Wind heute um den Reichstag Ð auch politisch. Erst laesst die FDP das umstrittene Heizungsgesetz nicht auf die Tagesordnung. Dann stellt die Gruene-Fraktionsvorsitzende auf Sturm: Das ist mehr als bedauerlich. Damit ist die Handlungsfaehigkeit und die Arbeitsfaehigkeit unserer Ampel nimmt Schaden. In der Vergangenheit immer bekannt als ehrlicher Kaufmann. Das gilt offenbar fuer Christian Linder nicht mehr. Es geht mal wieder um das Gebaeudeenergiegesetz. Rueckblick: Bereits 2022 hatte die Ampel wesentliche Punkte beschlossen: Das Einbauverbot neuer Gas- und ÈOlheizungen ab 2024. Doch seit ein erster Entwurf an die Presse ging, sind die Schlagzeilen verheerend: Entsprechend turbulent verlief die Diskussion in der Ampel."
Tagesthemen,03 Bundestag: Aktuelle Stunde zum Heizungsgesetz,Sachinhalt,Aline Abboud,Moderation,Der Bundestag hat sich in einer aktuellen Stunde mit dem Gesetzentwurf zum Gebäudeenergiegesetz (Heizungsgesetz) von Bundeswirtschaftsminister Robert Habeck beschäftigt. Die Union lehnt den Gesetzentwurf ab und stellte die Handlungsfähigkeit der Ampel-Koalition in Frage. Zuvor musste Robert Habeck in einer gemeinsamen Sitzung des Wirtschafts- und des Energieausschusses im Bundestag Fragen der Abgeordneten zu seinem Staatssekretär Udo Philipp beantworten. Der für Start- ups zuständige Staatssekretär steht wegen des Umgangs mit Unternehmensbeteiligungen in der Kritik. Bildinhalt,2023-05-24,22:26:09.09,"2'30""",
Tagesthemen,03 Bundestag: Aktuelle Stunde zum Heizungsgesetz,Bildinhalt,Aline Abboud,Moderation,Robert Habeck und Staatssekretär Udo Philipp bei Befragung vor Bundestagsausschuss,2023-05-24,22:26:09.09,"0'48""",
Tagesthemen,03 Bundestag: Aktuelle Stunde zum Heizungsgesetz,Bildinhalt,Aline Abboud,Moderation,Parlamentsdebatte/Bundestagsdebatte,2023-05-24,22:26:58.05,"1'05""",
Tagesthemen,03 Bundestag: Aktuelle Stunde zum Heizungsgesetz,Bildinhalt,Aline Abboud,Moderation,Reichstagskuppel (nah) / Sitzung Bundestagsausschuss u.a. mit Christian Lindner O-Ton,2023-05-24,22:28:03.22,"0'35""",
Tagesthemen,03 Bundestag: Aktuelle Stunde zum Heizungsgesetz,O-Ton,Julia Klöckner,Fraktion CDU/CSU,(Fragen zu Staatssekretär Udo Philipp),2023-05-24,22:26:29.12,"0'11""",
Tagesthemen,03 Bundestag: Aktuelle Stunde zum Heizungsgesetz,O-Ton,Robert Habeck,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,"(Die Compliance-Regeln sind nicht nur eingehalten worden, sondern übererfüllt worden; Udo Philipp hat mehr Transparenz alsviele andere Mitglieder von Regierungen)",2023-05-24,22:26:45.18,"0'08""",
Tagesthemen,03 Bundestag: Aktuelle Stunde zum Heizungsgesetz,O-Ton,Jens Spahn,stellvertretender Fraktionsvorsitzender CDU/CSU,"(Sie sorgen sich um Zeitpläne und Formalien,streiten auf Twitter; nur um die existentiellen Ängste der Leute im realen Leben, um die kümmert sich geradekeiner; liebe Kollegen von der Ampel, das ist machtvergessen, selbstbezogen, unwürdig)",2023-05-24,22:27:09.21,"0'19""",
Tagesthemen,03 Bundestag: Aktuelle Stunde zum Heizungsgesetz,O-Ton,Matthias Miersch,stellvertretender Fraktionsvorsitzender SPD,"(Wo sind die Vorschläge, das Thema Wärmevon der CDU zu beantworten?)",2023-05-24,22:27:35.14,"0'07""",
Tagesthemen,03 Bundestag: Aktuelle Stunde zum Heizungsgesetz,O-Ton,Christoph Meyer,stellvertretender Fraktionsvorsitzender FDP,"(Wir werden ein gutes Gesetz machen, unddieses Gesetz wird am Ende, die Bürger weiter voranbringen; freue mich auf die parlamentarischenBeratungen, die sicher bald beginnen werden)",2023-05-24,22:27:47.19,"0'11""",
Tagesthemen,03 Bundestag: Aktuelle Stunde zum Heizungsgesetz,O-Ton,Sven-Christian Kindler,Fraktion Bündnis 90/Die Grünen,"(Will darüber sprechen, wie man gerechtereSteuerpolitik machen kann, die die Reichen stärker in die Pflicht nimmt oder darüber, klimaschädlicheSubventionen zu kürzen)",2023-05-24,22:28:09.18,"0'08""",
Tagesthemen,03 Bundestag: Aktuelle Stunde zum Heizungsgesetz,O-Ton,Christian Lindner,Bundesminister der Finanzen/Vorsitzender FDP,"(Eine Haushaltskonsolidierung alleine aufdem Rücken der Autofahrer oder des wirtschaftlichen Mittelstandes vorzunehmen, wäre nicht gestaltend)",2023-05-24,22:28:24.13,"0'08""",
Tagesthemen,Heizungsgipfel: Robert Habecks neue Pläne Di 22:15 05,Einspieler,,,,2023-05-24,,"2'47""","Hier ist das Erste Deutsche Fernsehen mit den tagesthemen. Diese Sendung wurde vom NDR live untertitelt (24.05.2023) Heute im Studio: Aline Abboud und Susanne Daubner. Willkommen, schoen, dass Sie dabei sind. Guten Abend. In den letzten Wochen wurde das Klima fuer die Klimaaktivisten der Letzten Generation rauer. Vor allem in den Grossstaedten. Seit Monaten sorgen die Blockaden der Klimaaktivisten fuer Empoerung, Unverstaendnis und Wut. Manche werden handgreiflich, wie hier auf der Autobahn in Berlin. Gegen Mitglieder der Letzten Generation laufen etliche Verfahren. Es gab auch schon Verurteilungen: Wegen Noetigung im Strassenverkehr, Sachbeschaedigung oder Stoerung oeffentlicher Betriebe. Jetzt faehrt die Justiz schaerfere Geschuetze auf. Heute gab es bundesweite Razzien gegen Mitglieder der Bewegung. Die Letzte Generation sei eine kriminelle Vereinigung. An der Frage scheiden sich die Geister. Max Kell und Andre Kartschall. Um kurz nach 7 Uhr morgens kommt die Polizei in Berlin, Bayern, Hessen und vier weiteren Bundeslaendern. Auch bei ihm klingelt es: Ingo Blechschmidt in Augsburg. Er stand im Impressum der heute beschlagnahmten Homepage. Er sagt, er habe nur Telefondienst fuer die Gruppe gemacht - und die Vorwuerfe seien voellig ueberzogen. Eine kriminelle Vereinigung ist was ganz Erhebliches. Gangsterbanden, die sich zusammenschliessen, um nachts Straftaten zu begehen. Die Letzte Generation und ich vom Klima-Camp engagieren uns friedlich. Was ist die Letzte Generation? Eine Protestgruppe, die quasi nebenbei Straftaten wie Noetigung begeht oder eine Kriminelle Vereinigung? Eher Letzteres, glaubt die Generalstaatsanwaltschaft Muenchen. Die Gruppe sammele sogar Geld ein, um ihre Straftaten zu finanzieren. Ob die Tatsachen ausreichend sind fuer eine kriminelle Vereinigung, wird sich am Ende dieses Ermittlungsverfahrens zeigen. Einen Anfangsverdacht hat man aufgrund dieser Spendenkampagne bejaht. Auch der Ermittlungsrichter, der die Durchsuchungsbeschluesse erliess. Zuvor war die Generalstaatsanwaltschaft schriftlich etwas uebers Ziel hinausgeschossen."
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,Sachinhalt,Caren Miosga,Moderation,Der Gesetzentwurf von Robert Habeck (Bündnis 90/Die Grünen) zu mehr Klimaschutz in Gebäuden hat in der Regierungskoalition und darüber hinaus in den vergangenen Wochen für reichlich Ärger gesorgt. Nun zeigt sich der Bundeswirtschaftsminister bei wichtigen Stellschrauben gesprächsbereit und will mit seinen Koalitionskollegen Kompromisslinien ausarbeiten. Bildinhalt,2023-05-30,22:33:50.02,"2'47""",
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,Bildinhalt,Caren Miosga,Moderation,Handwerker beim Dämmen von Gebäude; Energieberater Stefan Bolln im Gespräch,2023-05-30,22:33:50.02,"0'34""",
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,Bildinhalt,Caren Miosga,Moderation,Social Media-Seite von Bundeswirtschaftsministerium auf Tablet (nah),2023-05-30,22:34:36.21,"0'15""",
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,Bildinhalt,Caren Miosga,Moderation,"Themenbilder Wohnen, Heizen überblendet mit Grafiken",2023-05-30,22:34:51.22,"0'23""",
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,Bildinhalt,Caren Miosga,Moderation,Dokument Fragenliste der FDP zu Gebäudeenergiegesetz,2023-05-30,22:35:15.13,"0'06""",
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,Bildinhalt,Caren Miosga,Moderation,Energieberater Stefan Bolln schaut Mitarbeiter am Computer über die Schulter O-Ton,2023-05-30,22:36:05.21,"0'31""",
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,O-Ton,Stefan Bolln,Vorsitzender Energieberaterverband GIH,,2023-05-30,22:34:08.10,"0'13""",
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,O-Ton,Robert Habeck,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,,2023-05-30,22:34:43.16,"0'08""",
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,O-Ton,Frank Schäffler,Fraktion FDP,(Müssen auf Anreize setzen),2023-05-30,22:35:27.18,"0'06""",
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,O-Ton,Katharina Dröge,Fraktionsvorsitzende Bündnis 90/Die Grünen,"(Sehr ärgerlich, dass wir momentan in einerblockierten Situation sind; FDP muss jetzt den Schritt machen, dass wir wieder handlungsfähig sind)",2023-05-30,22:35:41.10,"0'09""",
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,O-Ton,Kevin Kühnert,Generalsekretär SPD,"(Es ist ""Pseudo-Stärke, wenn ein Regierungschef, nur um zu zeigen,was er für ein toller Hengst ist, die ganze Zeit auf den Tisch hauen muss""; gute, moderne Führung bestehtnicht darin, der ""lauteste Maxe"" zu sein)",2023-05-30,22:35:55.24,"0'09""",
Tagesthemen,05 Heizungsgipfel: Robert Habecks neue Pläne,O-Ton,Stefan Bolln,,,2023-05-30,22:36:15.21,"0'08""",
Tagesthemen,Schaltgespräch mit Michael Koß: Fr 21:44 03,Einspieler,,,,2023-05-30,,"5'37""","Hier ist das Erste Deutsche Fernsehen mit den tagesthemen. Diese Sendung wurde vom NDR live untertitelt (30.05.2023) Heute im Studio: Caren Miosga und Constantin Schreiber. Schoen, dass Sie dabei sind. Guten Abend. Wir beginnen mit dem Drohnenangriff auf mehrere Wohnhaeuser - in der Ukraine traurige und fast taegliche Realitaet. Nur steht dieses getroffene Haus diesmal in Moskau. Jener Stadt, aus der seit ueber fuenfzehn Monaten der Angriffskrieg gegen die Ukraine gefuehrt wird. Natuerlich sagt der russische Praesident: Das waren die Ukrainer und spricht von ""Terror"", was aus seinem Mund purer Zynismus ist. Die ukrainische Regierung weist das zurueck. Ob es dennoch Gruppen aus der Ukraine waren oder eine von Russland inszenierte Attacke, ist zur Stunde offen. Und womoeglich eine neue gefaehrliche Entwicklung in diesem Krieg. Darko Jakovlevic Abwehrgeschosse, um russische Angriffe abzufangen. Es ist die dritte Nacht in Folge mit Angriffen der Russen auf Kiew. Immer wieder trifft es Wohnhaeuser, Bilder vom Morgen. Herabfallende Truemmer einer russischen Drohne toeten mindestens einem Menschen. Das Haus hat gewackelt. Das ist beaengstigend. Die Menschen stehen unter Schock Ð wieder einmal. Heute Morgen ging dieses Bild um die Welt. Eine Detonation in Moskau. Gebaeude in Moskau wurden leicht beschaedigt. Acht Drohnen sollen abgeschossen worden sein. Es hat sich niemand zu den Angriffen bekannt. Russland beschuldigt die Ukraine. Man versucht, Russland zu erschrecken. Es gibt Angriffe auf Wohngebaeude. Das ist ein Zeichen fuer Terror. Dieser Vorwurf ist Thema in dieser Sendung im ukrainischen Fernsehen. Eingeladen ist ein Berater von Selenskyj. Ist die Ukraine an den Angriffen beteiligt? Wir haben etwas mit KI zu tun. Aber wir freuen uns ueber die Angriffe. Aber wir haben damit nichts zu tun. Wer hat die Angriffe durchgefuehrt? Bisher gibt es mehrere Drohnen- Angriffe auf russisches Gebiet. Auch welche, zu denen sich die Ukraine bekannt hat. Man kann davon ausgehen, dass es von der Ukraine durchgefuehrt wurde. Es lassen sich die Drohnentypen identifizieren. Die wurden vermutlich in der Ukraine gestartet. Die sind nach Moskau geflogen. Sie haben die Reichweite. Wer genau dahintersteckt, ist noch nicht klar. Auch in diesem Konflikt spielt Russland eine Rolle. Denn auf Moskaus Unterstuetzung koennen sich die Serben auch hier im Kosovo immer verlassen. Seit Tagen bricht sich hier Bahn, was seit Jahrzehnten brodelt. Der Streit zwischen Kosovo-Albanern und den hier im Land lebenden Serben wird immer wieder gewaltsam ausgetragen. Seit sich das Kosovo von Serbien unabhaengig erklaerte, was Belgrad bis heute nicht anerkennt. Die Mehrheit der Bevoelkerung ist hier albanisch - alle dunkelgruenen Flaechen. Die 120.000 Serben leben in den hellgruenen Gebieten, vor allem im Norden und Osten des Kosovo. Damit alle hier einigermassen friedlich nebeneinander leben, hat die NATO die KFOR-Schutztruppe dort stationiert. Aus Sorge vor noch mehr Gewalt werden diese Truppen aufgestockt. Nikolaus Neumaier. Danijela Igic ist zufrieden. Die Serbin besitzt einen Supermarkt in Zvecan. Gestern waehrend der Strassenschlacht versorgte sie ihre Leute mit Essen und Trinken. Fuer sie ist es ein Erfolg, dass die Serben die neuen albanischen Buergermeister am Betreten der Rathaeuser hinderten. Niemals werden wir sie akzeptieren. Es kann einfach nicht sein. Da gibt es keine Chance. Blerta Dalloshi musste sich gestern in ein Cafe fluechten. Sie ist Albanerin und arbeitet fuer einen Fernsehsender. Jedes Mal, wenn wir vorhatten, eine Weile rauszugehen, um zu filmen oder die Situation zu beobachten, schossen sie auf uns. Am Montag kommt es zum heftigsten Gewaltausbruch der vergangenen Jahre. Der Streit um die Unabhaengigkeit des Kosovos eskaliert. Anlass sind die Kommunalwahlen im serbischen Teil Kosovos. Weil die Serben die Wahlen boykottierten, wurden nur Albaner gewaehlt. Die Wahlen spiegeln den Grundkonflikt: Serben wollen sich nicht von Albanern regieren lassen. Und die Albaner verweigern ihren serbischen Gemeinden Autonomie, weil sie einen Staat im Staat fuerchten. Und so pruegeln jetzt serbische Schlaeger"
Tagesthemen,03 Schaltgespräch mit Michael Koß: Heizungsgesetz,Sachinhalt,Caren Miosga,Moderation,"Einschätzung des gegenwärtigen Zustands der Koalitionsregierung aus SPD, Bündnis 90/Die Grünen und 15.11.2023 09:50 Seite 26 von 57 NDR Copyright (c) 2004",2023-06-02,21:52:00.17,"5'37""",
Tagesthemen,03 Schaltgespräch mit Michael Koß: Heizungsgesetz,O-Ton,Michael Koß,Politikwissenschaftler Leuphana Universität Lüneburg,"(zur Frage, ob die AfD vom ""vermurkstenHeizungsgesetz"" profitiert: Man kann es, glaube ich, so einfach zusammenfassen. Die Gründe sindtiefgreifender, sie wären länger. Das hat man im Trend ja auch gesehen, aber von der aktuellen Misereprofitiert tatsächlich nur die AfD, weil sie als einzige inhaltlich unbeteiligt ist)",2023-06-02,21:52:16.20,"0'15""",
Tagesthemen,03 Schaltgespräch mit Michael Koß: Heizungsgesetz,O-Ton,Michael Koß (zur Frage,"warum die Debatten der Regierungsparteien die Wähler verschrecken: Ja, ich","(zur Frage, warum die Debatten der Regierungsparteien die Wähler verschrecken: Ja, ichglaube, alle Parteien haben ihre Momente gehabt, wo sie wirklich Chancen, Boden gutzumachen, habenausgelassen. Die Grünen vielleicht in dem Moment, als sie im Atomausstiegsstreit so sehr auf die harteGrenze beharrt haben, und sich damit heute jeglichen Verhandlungsspielraums beraubt haben. Die FDPdadurch, dass sie eigentlich kein konstruktives, eigenes Programm auf die Straße bringt. Was sie eigentlichtun will, ist unklar. Was sie nicht tun, will es sehr klar. Aber dafür regiert man ja eigentlich nicht. Und die SPDhat mit Olaf Scholz‘ Brief, in dem er schriftlich auf seine Richtlinienkompetenz hingewiesen hat, eigentlich ihrPulver, der Zähmung auch schon verschossen. Und so kommt das Ganze doch sehr marode daher, und dasschlägt sich in den Umfragen nieder)",2023-06-02,21:52:42.19,"0'46""",
Tagesthemen,03 Schaltgespräch mit Michael Koß: Heizungsgesetz,O-Ton,Michael Koß (zur Frage,"wie er den Streit um das Heizungsgesetz bewertet: Ja, da ist er eigentlich noch ein","(zur Frage, wie er den Streit um das Heizungsgesetz bewertet: Ja, da ist er eigentlich noch einweißer Elefant im Raum. Wir reden ja hier gar nicht nur von der Ampel. Und deswegen, glaube ich, kommtauch bei der Union so wenig an. Die Union muss dem Ganzen am Ende auch zustimmen. Wenn diesesGesetz eingesetzt werden soll, muss es ja nicht nur durch den Bundestag, sondern auch durch denBundesrat. Und in dem brauchen sie 35 Stimmen, die Ampel hat 16. Das heißt, sie kann dort nur mit derUnion überhaupt was machen. Und die Union sitzt eigentlich drin, führt sich aber gleichzeitig wie eineOppositionspartei auf. Das sorgt für so große Konfusion, dass eben bei ihr auch nichts ankommt. Und wirhaben es im Kern mit einer Politik, der - ich würde es so zuspitzen - kollektiven Verantwortungslosigkeit zutun)",2023-06-02,21:53:33.06,"0'36""",
Tagesthemen,03 Schaltgespräch mit Michael Koß: Heizungsgesetz,O-Ton,Michael Koß (zur Frage,warum die Union nicht vom Streit in der Ampel-Koalition profitiert: Weil sie am Ende,"(zur Frage, warum die Union nicht vom Streit in der Ampel-Koalition profitiert: Weil sie am Endemitmachen muss oder sich gleich so klar positionieren sollte, dass sie dieses Energiegesetz gar nicht will.Aber ich höre vor allen Dingen eben von den Unionspolitiker*innen, die auf Oppositionsbänken sitzen, dasehr viel Kritik. Weniger von denen, die in Länder-Regierungsverantwortung sind. Und am Ende wie gesagt,wird man im Bundesrat dann auch noch zustimmen müssen oder eben nicht. Und das ist unklar. Und damitist die Union defacto eine - in dieser Frage und in allen Finanzgesetzen übrigens, so sieht es dasGrundgesetz vor - ist der Bundesrat zustimmungspflichtig. Ja, ist die Union eine mitregierende Partei. Und ja,Regierungsverantwortung auch im Bundesrat, sieht dann doch ein bisschen anders aus, würde ich sagen)",2023-06-02,21:54:17.08,"0'39""",
Tagesthemen,03 Schaltgespräch mit Michael Koß: Heizungsgesetz,O-Ton,Michael Koß (zur Frage,"wogegen die Wähler genau protestieren, die jetzt zur AfD schwenken: Ja, also im","(zur Frage, wogegen die Wähler genau protestieren, die jetzt zur AfD schwenken: Ja, also imKern reicht die Zeit der Tagesthemen dafür nicht aus. Ich glaube, man könnte es, wenn Sie mich nach einemWort fragen auf Veränderung runterkochen. Die wollen eigentlich die alte Bundesrepublik, die es so vielleichtnie gegeben hat, aber die man zumindest sich als ideal so ganz schön denken kann. Da können SieZuwanderung, Klimakrise, all diese Dinge, die finden da nicht statt. Und dann lebt man so fröhlich vor sichhin, wie man das nie getan hat. Aber in der Rückschau denkt, getan zu haben, und da holt die AfD die Leuteab, weil sie eben nicht verantwortlich ist. Und das macht sie dann in dem Sinne natürlich glaubwürdiger alsbeispielsweise die Union, da sie auch gar nicht so tut, als sei sie verantwortlich. Ob das jetzt aber der Weg indie Zukunft ist, da habe ich dann auch doch sehr große Zweifel)",2023-06-02,21:55:22.24,"0'42""",
