Programme,Section Title,Content Type,Speaker Name,Speaker Description,Segment Description,Date,Start Time,Duration,Subtitles
Tagesthemen,03 Schaltgespräch mit Michael Koß: Heizungsgesetz,O-Ton,Michael Koß (zur Frage,"ob nicht der Bundeskanzler mehr die Richtung vorgeben müsse: Ja, also diese","(zur Frage, ob nicht der Bundeskanzler mehr die Richtung vorgeben müsse: Ja, also dieseKoalition soll ja eine Fortschrittskoalition sein. Und da war am Anfang auch viel davon die Rede, dass mansich wechselseitig Erfolge gönnen können soll. Ja, da ist noch sehr viel Luft nach oben. Und natürlich mussdas im Zweifelsfall der Bundeskanzler durch seine Richtlinienkompetenz. Aber wie gesagt, das Pulver hatteauch schon verschossen. Man kann mit der nicht ewig rumwedeln. er müsste normalerweise sicherstellen,dass man einfach sagt, jede Partei hat ihr Projekt. Verfolgt dieses Projekt, da lässt man dann sozusagen sichwechselseitig den Vortritt da, wo Kernprojekte berührt sind. Aber da kommen wir wieder zurück auf das, wasich sagte. Wo ist das Projekt der FDP? Und ich glaube, deswegen piesackt, die ihre Koalitionspartner geradenoch mehr vielleicht als die beiden anderen sich wechselseitig behaken)",2023-06-02,21:56:15.20,"0'47""",
Tagesthemen,03 Schaltgespräch mit Michael Koß: Heizungsgesetz,O-Ton,15.11.2023 09:50 Seite 27 von 57 NDR Copyright,,(c),2023-06-02,21:57:10.02,"0'28""",
Tagesthemen,Vor Entscheidung Heizungsgesetz - So 22:45 03,Einspieler,,,,2023-06-02,,"2'41""","Diese Sendung wurde vom NDR live untertitelt (02.06.2023) Heute im Studio: Caren Miosga und Thorsten Schroeder. Guten Abend.Hallo. Es ist einer dieser Faelle, in denen es nicht nur um Schuld oder Unschuld geht. Es geht auch um die Frage, wie wir umgehen mit kriminellen Gefluechteten. Ein Mann aus Eritrea beging dieses Verbrechen. Das Haus ist abgerissen. Auf dem Bauzaun prangen Graffitis, als muesse wieder Farbe in diesen Ort kommen. ÈUber Illerkirchberg hat sich ein Schatten gelegt. Es war am Tag vor Nikolaus: Zwei Maedchen wurden niedergestochen, buchstaeblich aus dem Nichts. Das 14-jaehrige Maedchen starb. Das ein Jahr juengere Maedchen ueberlebte schwer verletzt. Zufallsopfer waren sie, so formulierte es die Staatsanwaltschaft. Sie waren zur falschen Zeit am falschen Ort. Planierraupen haben die Spuren beseitigt. Hier stand die Fluechtlingsunterkunft, in der der Angeklagte lebte. Hier soll er auf die Maedchen eingestochen haben. Die Gemeinde liess das Haus abreissen, auf Wunsch der Familie der Getoeteten. Hilft das bei der Verarbeitung? Das macht keinen Unterschied. Aber fuer die Betroffenen ist das schon was Gutes. Fuer die Angehoerigen bestimmt ... Heute wurde die Anklage verlesen: Der Angeklagte aus Eritrea soll am 5. Dezember mit einem Messer auf die Maedchen losgegangen sein. Die 14-Jaehrige starb. Ihre 13-jaehrige Freundin wurde schwer verletzt. Sie waren zwei Zufallsopfer. Der Mann war auf dem Weg zur Auslaenderbehoerde. Der Angeklagte wollte einen Reisepass erlangen, um nach ÈAthiopien reisen zu koennen, um dort zu heiraten. Dann soll er auf die Maedchen eingestochen haben Ð angeblich aus Angst, sie koennten das Messer bemerkt haben. Die Bestuerzung im Ort ist gross. Nur wenige aeussern sich vor der Kamera."
Tagesthemen,03 Vor Entscheidung Heizungsgesetz - Koalitionkrach geht weiter,Sachinhalt,Aline Abboud,Moderation,"Die fortlaufende Diskussion um das geplante Gebäudeenergiegesetz (""Heizungsgesetz"") sowie die generelle Arbeit der Bundesregierung führten jüngst zu einem Umfragetief für die Grünen bei gleichzeitigem Umfragehoch für die AfD. Bildinhalt",2023-06-04,22:52:31.24,"2'41""",
Tagesthemen,03 Vor Entscheidung Heizungsgesetz - Koalitionkrach geht weiter,Bildinhalt,Aline Abboud,Moderation,Sven Lehmann vor seinem Haus und bei Überprüfung einer neu eingebauten Heizungsanlage (Wärmepumpe) 15.11.2023 09:50 Seite 28 von 57 NDR Copyright (c) 2004,2023-06-04,22:52:31.24,"0'18""",
Tagesthemen,03 Vor Entscheidung Heizungsgesetz - Koalitionkrach geht weiter,Bildinhalt,Aline Abboud,Moderation,"Archivmaterial: Gespräche/Diskussionen am Rande einer Sitzung der Ampel-Koaltion, u.a. im Bild Robert Habeck, Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen, Olaf Scholz, Bundeskanzler/SPD",2023-06-04,22:53:06.09,"0'11""",
Tagesthemen,03 Vor Entscheidung Heizungsgesetz - Koalitionkrach geht weiter,Bildinhalt,Aline Abboud,Moderation,Passanten in einer Fußgängerzone,2023-06-04,22:53:17.12,"0'09""",
Tagesthemen,03 Vor Entscheidung Heizungsgesetz - Koalitionkrach geht weiter,Bildinhalt,Aline Abboud,Moderation,Willy-Brandt-Haus/SPD-Bundeszentrale in Berlin: SPD-Flagge auf Dach (nah) und Gebäude außen,2023-06-04,22:54:05.02,"0'07""",
Tagesthemen,03 Vor Entscheidung Heizungsgesetz - Koalitionkrach geht weiter,Bildinhalt,Aline Abboud,Moderation,Konrad-Adenauer-Haus/CDU-Bundeszentrale: CDU-Logo an der Glasfassade (nah) O-Ton,2023-06-04,22:55:01.21,"0'11""",
Tagesthemen,03 Vor Entscheidung Heizungsgesetz - Koalitionkrach geht weiter,O-Ton,Sven Lehmann,,"(kommentiert die inflationsbedingte finanzielle Belastung der Bevölkerung und weiteredrohende Kosten infolge des ""Heizungsgesetzes"")",2023-06-04,22:52:50.17,"0'15""",
Tagesthemen,03 Vor Entscheidung Heizungsgesetz - Koalitionkrach geht weiter,O-Ton,Andreas Audretsch,stellvertretender Fraktionsvorsitzender Bündnis 90/Die Grünen,"(""Da haben wir einGesetz, was wir noch pragmatischer machen können, was wir noch sozialer machen können. Und das tun wirin den Verhandlungen im Deutschen Bundestag. Und dann werden wir gemeinsam das tun, was wir unslange vorgenommen haben, nämlich das [Gebäudeenergiegesetz] vor der Sommerpause im DeutschenBundestag beschließen"")",2023-06-04,22:53:27.07,"0'13""",
Tagesthemen,03 Vor Entscheidung Heizungsgesetz - Koalitionkrach geht weiter,O-Ton,Bijan Djir-Sarai,Generalsekretär FDP,"(zum Heizungsgesetz/Gebäudeenergiegesetz: ""Ich teile die Auffassungnicht, vor der Sommerpause diese Dinge zu machen - im Glauben, dass hinterher keiner darüber spricht. Einschlechtes Gesetz wird eine Belastung für das Land sein und wird übrigens dieser Bundesregierung dann bisEnde der Wahlperiode permanent auf die Füße fallen"")",2023-06-04,22:53:51.13,"0'13""",
Tagesthemen,03 Vor Entscheidung Heizungsgesetz - Koalitionkrach geht weiter,O-Ton,Dirk Wiese,stellvertretender Fraktionsvorsitzender SPD,"(""Ich glaube, Robert Habeck ist sich sehr bewusstdarüber, dass das [Gebäudeenergiegesetz], wie er es sozusagen sich ursprünglich vorgestellt hat, sojedenfalls nicht umsetzbar ist. [Ein Gesetz, dass] für viele, viele Bürgerinnen und Bürger [...] auch teilweiseWut und Empörung hervorgerufen hat"")",2023-06-04,22:54:17.13,"0'16""",
Tagesthemen,03 Vor Entscheidung Heizungsgesetz - Koalitionkrach geht weiter,O-Ton,Mario Czaja,Generalsekretär CDU,"(""Wir haben keine klaren Antworten auf die Krankenhausreform, die derBundesgesundheitsminister umsetzen möchte. Die Flüchtlingskrise beschäftigt viele Menschen. DasHeizungsgesetz hat hohe Verunsicherung herbeigeführt. Und das führt dazu, dass die Menschen auch zuden politischen Rändern gehen"")",2023-06-04,22:54:46.16,"0'15""",
Tagesthemen,Vor Einigung zum Gebäudeenergiegesetz: Mo 22:16 02,Einspieler,,,,2023-06-04,,"2'50""","Hier ist das Erste Deutsche Fernsehen mit den tagesthemen. Diese Sendung wurde vom NDR live untertitelt (04.06.2023) Heute im Studio: Aline Abboud und Julia-Niharika Sen. Willkommen zu den tagesthemen. Guten Abend. Wir werfen einen Blick nach Polen, wo sich viele an die bewegte Vergangenheit ihres Landes erinnern. ÈUber 100.000 Menschen protestierten in Warschau gegen die national-konservative Regierung. Die Organisatoren sprachen von der groessten Demonstration seit dem Ende des Kommunismus 1989. Sie hatten die Kundgebung bewusst auf diesen Tag gelegt. Am 4. Juni 1989 fanden in Polen die ersten teils freien Wahlen statt. Kritiker sehen wegen der Regierungspartei PiS diese freie Wahlen in Gefahr. Kristin Joachim aus Warschau. Sie singen die Nationalhymne: ""Noch ist Polen nicht verloren."" Genau das empfinden die Menschen, die zu Hunderttausenden nach Warschau gekommen sind. Sie protestieren gegen die Regierung der nationalkonservativen PiS. Die Demo ist Ausdruck der Unzufriedenheit, des Widerstands gegen den Mangel an Demokratie im Land. Das polnische Volk hat sich immer gegen solche Zustaende erhoben, deshalb sind wir hier. Ein Krebsgeschwuer frisst unser Land. Unsere Regierung zwingt unser Land in die Arme des Totalitarismus. Wir machen es Russland nach. Aufgerufen zu dem Marsch hatte Donald Tusk, Parteichef der oppositionellen PO. An seiner Seite heute Lech Walesa, eine Legende im Kampf gegen den Kommunismus und fuer Demokratie. Heute, 34 Jahre nach den ersten halbwegs freien Wahlen in Polen steht die Demokratie wieder auf dem Spiel. Das hat die Menschen dem Aufruf Tusks folgen lassen: Die Demokratie stirbt in der Stille. Ab heute werden wir nicht still sein. Ihr habt eure Stimme erhoben im Namen von 38 Millionen Polen. Fuer die Demokratie, damit sie nicht stirbt. Gegen die taeglichen Angriffe von Kaczinsky und der Regierung auf ihre Fundamente. Viele Menschen auf dem Marsch nahmen kurzfristig teil."
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,Sachinhalt,Caren Miosga,Moderation,"Wirtschaftsminister Robert Habeck und Bauministerin Klara Geywitz haben mit Branchenvertretern und Kommunen im Rahmen eines ""Fernwärmegipfels"" über den Ausbau von Fernwärme beraten. Zentrale Frage ist, welchen Beitrag Fernwärme beim klimaneutralen Umbau von Heizungen leisten kann. Bildinhalt",2023-06-12,22:21:01.00,"2'50""",
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,Bildinhalt,Caren Miosga,Moderation,Verlegung von Fernwärmeleitungen; aufgerissene Straße mit verlegten Leitungsrohren/Leitungskabeln,2023-06-12,22:21:01.00,"0'14""",
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,Bildinhalt,Caren Miosga,Moderation,Schnittbilder/Themenbilder Fernwärme/Fernwärmeanlage,2023-06-12,22:21:29.08,"0'20""",
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,Bildinhalt,Caren Miosga,Moderation,Schnittbilder Pressekonferenz Fernwärmegipfel,2023-06-12,22:21:49.14,"0'24""",
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,Bildinhalt,Caren Miosga,Moderation,Verlegung von Fernwärmeleitungen,2023-06-12,22:22:28.13,"0'12""",
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,Bildinhalt,Caren Miosga,Moderation,Schnittbilder Pressekonferenz Fernwärmegipfel,2023-06-12,22:22:41.01,"0'09""",
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,Bildinhalt,Caren Miosga,Moderation,Reichstagsgebäude Berlin (Teilansichten),2023-06-12,22:23:13.06,"0'09""",
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,Bildinhalt,Caren Miosga,Moderation,"Bundesministerium für Wirtschaft und Klimaschutz (Gebäude, außen) O-Ton",2023-06-12,22:23:39.17,"0'12""",
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,O-Ton,Rico Eglin,Stadtwerke Pirna,(zur großen Nachfrage nach Fernwärmeanschlüssen),2023-06-12,22:21:15.04,"0'14""",
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,O-Ton,Ramona Pop,Vorstandsvorsitzende Verbraucherzentrale Bundesverband,"(""Wir sagen ganz klar der Ausbau15.11.2023 09:50 Seite 30 von 57 NDR Copyright (c) 2004",2023-06-12,22:21:53.12,"0'14""",
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,O-Ton,Robert Habeck,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,,2023-06-12,22:22:14.00,"0'14""",
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,O-Ton,Klara Geywitz,"SPD/Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen","(FrühzeitigeInformationen an die Bürger, wo das Fernwärmenetz ausgebaut werden soll, sind wichtig.)",2023-06-12,22:22:50.04,"0'10""",
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,O-Ton,"Robert Habeck (""Meiner Ansicht nach steht einer politischen Einigung nicht mehr viel im Weg",aber man,"(""Meiner Ansicht nach steht einer politischen Einigung nicht mehr viel im Weg, aber manmuss sie natürlich dann auch wollen und herstellen."")",2023-06-12,22:23:06.18,"0'06""",
Tagesthemen,02 Vor Einigung zum Gebäudeenergiegesetz: Fernwärmegipfel,O-Ton,Hansjörg Roll,"Präsident Energieeffizienzverband für Wärme, Kälte und KWK","(Es werden sichereRahmenbedingungen gebraucht, um diesen Ausbau (Fernwärme) zu schaffen)",2023-06-12,22:23:23.03,"0'16""",
Tagesthemen,Schaltgespräch mit Katharina Dröge: Di 22:17 02,Einspieler,,,,2023-06-12,,"6'10""","Hier ist das Erste Deutsche Fernsehen mit den tagesthemen. Diese Sendung wurde vom NDR live untertitelt (12.06.2023) Heute im Studio: Caren Miosga und Julia-Niharika Sen. Eine neue Woche tagesthemen beginnt, schoen, dass Sie dabei sind. Guten Abend. Fuer viele moegen Jets am Himmel ueber Deutschland heute befremdlich gewesen sein. Laut war es mancherorts sicher auch: Als 10.000 Soldatinnen und Soldaten aus 25 Nationen eine nie dagewesene ÈUbung namens Air Defender begannen. Nicht, um Putin ein Signal zu senden, so beteuern es Politiker und Generaele. Man wolle den Ernstfall proben. Der aber ist nicht mehr utopisch - das wissen wir, seit Putin Krieg fuehrt. Das tat er im Osten der Ukraine auch schon 2018, als die Entscheidung zu dieser ÈUbung fiel. Christina Harland. Um 8 Uhr ging es in Wunstorf los - mit dem Start des ersten A400m beim Manoever. Der Fliegerhorst ist das logistische Drehkreuz der ÈUbung Air Defender 2023. Von hier aus starten Fluege fuer die Luftbetankung der Kampfjets, aber auch fuer den Nachschub an die ÈUbungsstandorte. 23 NATO-Staaten und die Partner Japan und Schweden proben den Buendnisfall im deutschen Luftraum. Mit Air Defender 2023 zeigen, beweisen und demonstrieren wir die Verteidigungsfaehigkeit dieses Buendnisses. Diese ÈUbung ist gegen niemanden gerichtet. Es ist ein Signal in die NATO hinein. Es sind ueberwiegend NATO-Staaten, die an dieser ÈUbung teilnehmen, die deutsch gefuehrt ist. Dass wir in der Lage sind, dieses Land und dieses Buendnis zu verteidigen. Am Wochenende: Demo vor der Hauptwache des Fliegerhorsts. Die Kritik: Die NATO provoziere Russland mit der Grossuebung mitten in Europa. Der Appell: Diplomatie statt Waffen. Andere Meinungen hoert man ein paar Kilometer weiter in der Innenstadt von Wunstorf. Ich finde es noetig. Gut finde ich nichts Militaerisches, und es waere schoen, wenn wir das nicht braeuchten. Aber es sieht aus, als waere das wieder wichtiger geworden. Wer soll uns sonst verteidigen? Alle meckern nur rum, aber wenn's zur Tatsache kommt, denn sagen se: ""Ich doch nicht."" Wenn mal ein Flieger tiefer fliegt, ist das lauter wie sonst. Wir leben damit, das gehoert dazu. Geuebt wird in drei Zonen Ð im Norden, im Osten und im Sueden Deutschlands. Insgesamt ein gewaltiger Aufwand: 250 Maschinen, fast 10.000 Soldatinnen und Soldaten. Als Wehrbeauftragte verfolge ich ganz genau, wie diese ÈUbung ablaeuft. Ich kann schon heute von meinen ersten Eindruecken sagen, dass ich sehr beeindruckt bin. Von der Professionalitaet, der Kreativitaet, von der Ernsthaftigkeit und dem Engagement. Die ÈUbung ist ein gutes Zeichen, dass wir einsatzbereit sind. Eine so grosse gemeinsame Luftwaffenuebung gab es noch nie. Noch nie wurden so viele Flugzeuge aus den USA in so kurzer Zeit nach Europa verlegt Ð 100 sind es. Die Gewerkschaft der Fluglotsen hatte Chaos im zivilen Luftverkehr befuerchtet. Das ist bislang ausgeblieben. Das Manoever laeuft noch bis zum 23. Juni. Es koennte die Woche werden, in der wir mehr Klarheit bekommen in der ueberhitzten Heizungsfrage. Noch ringen die Koalitionsfraktionen darum, wann welche Heizung zu welchem Preis ausgetauscht werden soll. Ein paar hundert Meter weiter versucht der Minister, den das Gesetz in den Umfragen zurueckwarf, wieder voranzuschreiten. Zur Energiewende gehoeren nicht nur Heizkessel und Waermepumpen in Eigenheimen. Es gibt Millionen Menschen, die in Mehrfamilienhaeusern wohnen und - vor allem in Staedten - mit Fernwaerme heizen. Statt Tausende Heizungen auszutauschen, muesste nur ein zentrales Netz auf gruen umgestellt werden. Klingt nach 'ner guten Alternative. Bislang sind in Deutschland nur rund 15 % der Wohnungen an so ein Netz angeschlossen. Justus Kliss. Mehr von solchen Rohren sollen in Deutschland verlegt werden: Fernwaermeleitungen. Hier im saechsischen Pirna investieren die Stadtwerke. 5000 Haushalte versorgt der stadteigene Betrieb und es koennten noch mehr werden. In den letzten Wochen und Monaten ist eine grosse Nachfrage an Fernwaermeanschluessen. Wir muessen schauen, wo das moeglich ist und wann ich die anschliessen kann. Nicht immer liegt die Fernwaermeleitung vor der Haustuer. Wer an so eine Fernwaermeleitung angeschlossen ist, muss sich keine Gedanken machen um Waermepumpen oder andere klimafreundlicheren Heizungen. Denn der Versorger ist dafuer zustaendig, dass die Waermeversorgung in Zukunft klimaneutral wird. Der Preis fuer Fernwaerme wird derzeit vom Anbieter bestimmt. Eine Kontrolle findet nicht statt, kritisieren Verbraucherschuetzer. Der Ausbau und die Regulierung muessen Hand in Hand gehen. Um das Bundeskartellamt zu zitieren: Das sind unregulierte Monopole. Das drueckt sich in den Preisen aus. Wirtschaftsminister Habeck will mit Hilfe der Fernwaerme das Projekt Waermewende voranbringen. 100.000 Gebaeude sollen jaehrlich an Fernwaermesysteme angeschlossen werden."
Tagesthemen,02 Schaltgespräch mit Katharina Dröge: Gebäudeenergiegesetz,Sachinhalt,Caren Miosga,Moderation,Die Bundesregierung hat den monatelangen Streit über das Gebäudeenergiegesetz (Heizungsgesetz) vorerst 15.11.2023 09:50 Seite 31 von 57 NDR Copyright (c) 2004,2023-06-13,22:21:44.23,"6'10""",
Tagesthemen,02 Schaltgespräch mit Katharina Dröge: Gebäudeenergiegesetz,O-Ton,Katharina Dröge,Fraktionsvorsitzende Bündnis 90/Die Grünen,"(Hätten uns natürlich gewünscht, dass wiretwas früher schon zu der Entscheidung gekommen wären, das Gebäudeenergiegesetz auch im DeutschenBundestag aufzusetzen. Wir Grünen haben immer gesagt eigentlich ist ja der Beginn des parlamentarischenVerfahrens, dann der Beginn, dass die Abgeordneten auch mit der Arbeit anfangen können. Jetzt war das indieser Koalition ein etwas längerer Weg und ein etwas komplizierterer Weg. Aber ich freue mich einfach total,dass wir es geschafft haben und jetzt wirklich einen Meilenschritt für den Klimaschutz geschafft haben, damitdas wir das Gebäudeenergiegesetz jetzt auch wirklich voranbringen)",2023-06-13,22:22:08.22,"0'29""",
