Programme,Section Title,Content Type,Speaker Name,Speaker Description,Segment Description,Start Time,Duration
Tagesschau,02 Bundestag: Abstimmung Heizungsgesetz,O-Ton,"Thorsten, Schröder",,"Olaf Ebling (wurde bei einer Eigentümerversammlungen ""fast geteert und gefedert, ... weil ich im Prinzip eine Pelletheizung vorgeschlagen habe und die unbedingt eine Ölheizung haben wollten"") Aufzeichnung/Produktion Sendung Beitrag 03 Programmentstehung Eigenproduktion Herkunft ARD-aktuell und EVN SWR Stuttgart Realisation sendefertig 15'56"" Tagesschau F: 24634 08.09.2023 ARDAKT 2'32"" Bundestag: Abstimmung Heizungsgesetz Fr 20:00 02 Titel Serien-/Reihentitel Tagesschau F: 24634 Plan- und Sendedaten Start-TC:20:01:04.00 Ereignistyp Btr. Datum/Uhrzeit Ereignisdauer publiziert von/in ESD 08.09.2023 20:00 2'32"" in 15'56"" NDR @ ARD-1 Anmerkung: zusätzlich in: 3sat; NDR-NDR-RB; WDR-Fernsehen; hessen fernsehen; SWR; tagesschau24; RBB; SR; BR; ARD-Alpha; Phoenix Urheber/Produktion/Mitwirkung Programmbereich ARD-AKTUELL Redaktion (Bereich) ARD-AKTUELL Redaktionelle Leitung Bornheim, Marcus 15.11.2023 09:44 Seite 33 von 36 NDR Copyright (c) 2004",20:05:05.10,"0'10"""
Tagesschau,02 Bundestag: Abstimmung Heizungsgesetz,Sachinhalt,"Thorsten, Schröder",,"02 Start-TC Beitrag: 20:01:04.00 Dauer: 2'32"" Nach langem Regierungsinternen Streit hat der Bundestag mit der Mehrheit der Regierungsparteien das überarbeitete Gebäudeenergiegesetz (Heizungsgesetz) verabschiedet. Bildinhalt",20:05:05.10,"0'10"""
Tagesschau,02 Bundestag: Abstimmung Heizungsgesetz,Sachinhalt,"Thorsten, Schröder",,Sanierungsmaßnahme der Baugenossenschaft Margaretenau Regensburg,20:01:04.00,"0'33"""
Tagesschau,02 Bundestag: Abstimmung Heizungsgesetz,Sachinhalt,"Thorsten, Schröder",,Grafik: Gebäudeenergiegesetz,20:01:37.13,"0'25"""
Tagesschau,02 Bundestag: Abstimmung Heizungsgesetz,Sachinhalt,"Thorsten, Schröder",,Bundestagsdebatte zum Gebäudeenergiegesetz,20:02:03.10,"1'07"""
Tagesschau,02 Bundestag: Abstimmung Heizungsgesetz,O-Ton,"Thorsten, Schröder",,"Armin Mayr, Stadtentwickler Regensburg (Planen, dass wir zwischen 2035 und 2038 CO2-frei sind)",20:01:19.12,"0'12"""
Tagesschau,02 Bundestag: Abstimmung Heizungsgesetz,O-Ton,"Thorsten, Schröder",,"Robert Habeck, Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen (Dieses Gesetz schafft Rechtssicherheit, es schützt die Verbraucher vor den hohen Energiepreisen. Es sorgt dafür, dass die Kommunen und die Verbände mitgenommen werden. Es sorgt für eine soziale Ausbalancierung des Gesetzes)",20:02:11.17,"0'13"""
Tagesschau,02 Bundestag: Abstimmung Heizungsgesetz,O-Ton,"Thorsten, Schröder",,"Alexander Dobrindt, Vorsitzender CSU-Landesgruppe im Deutschen Bundestag (Dieses Heiz-Gesetz ist der Gipfel der Respektlosigkeit gegenüber Bürgerinnen und Bürgern ... es geht darum, dass es wieder abgeschafft werden muss)",20:02:28.18,"0'11"""
Tagesschau,02 Bundestag: Abstimmung Heizungsgesetz,O-Ton,"Thorsten, Schröder",,"Dietmar Bartsch, Fraktionsvorsitzender Die Linke (Sie müssen Mietern ein Versprechen geben, keinen Euro mehr Warmmiete für dieses Gesetz)",20:02:39.24,"0'07"""
Tagesschau,02 Bundestag: Abstimmung Heizungsgesetz,O-Ton,"Thorsten, Schröder",,"Wolfram Axthelm, Geschäftsführer Bundesverband Erneuerbare Energie (Bisher konzentriert sich die Förderung sehr stark auf den Sektor der Eigenheime. Wir sind in Deutschland ein Vermieter-Land, ein Mieter- Land hier braucht es noch eine Komponente Nachsteuern in der Förderung. Ich rufe da die Bundesregierung dazu auf, hier noch nochmal nachzuarbeiten)",20:02:54.17,"0'16"""
Tagesschau,02 Bundestag: Abstimmung Heizungsgesetz,O-Ton,"Thorsten, Schröder",,Aufsager Nicole Kohnert Aufzeichnung/Produktion Sendung Beitrag 02 Programmentstehung Eigenproduktion Herkunft ARD-aktuell und EVN Hauptstadtstudio Berlin 15.11.2023 09:44 Seite 34 von 36 NDR Copyright (c) 2004,20:03:19.15,"0'16"""
Tagesschau,07 Sommerinterview mit Alice Weidel (AfD),Sachinhalt,"Constantin, Schreiber",,"07 Start-TC Beitrag: 20:11:18.12 Dauer: 1'39"" ARD-Sommerinterview und Format ""Frag selbst"" mit AfD-Bundessprecherin Alice Weidel. Bildinhalt",20:03:19.15,"0'16"""
Tagesschau,07 Sommerinterview mit Alice Weidel (AfD),O-Ton,"Constantin, Schreiber",,"Alice Weidel, Bundessprecherin AfD (zur Teilnahme des Co-Vorsitzenden Chrupalla am Empfang des russischen Botschafters am Jahrestag des Sieges über Nazi-Deutschland: ""Die Niederlage des eigenen Landes zu befeiern mit einer ehemaligen Besatzungsmacht, das ist etwas, wo ich für mich persönlich entschieden habe, auch mit der Fluchtgeschichte meines Vaters, daran nicht teilzunehmen"")",20:11:42.15,"0'15"""
Tagesschau,07 Sommerinterview mit Alice Weidel (AfD),O-Ton,"Constantin, Schreiber",,"Alice Weidel (verbindet Rücktrittsforderung an Kanzler Scholz mit dem umstrittenen Heizungsgesetz/Gebäudeenergiegesetz: ""Es wäre wichtig, dass dieser Kanzler, der die Mehrheiten verloren hat, im deutschen Volk, in der Bevölkerung, den Weg frei macht für Neuwahlen"") 15.11.2023 09:44 Seite 35 von 36 NDR Copyright (c) 2004",20:12:12.15,"0'09"""
Tagesschau,07 Sommerinterview mit Alice Weidel (AfD),O-Ton,"Constantin, Schreiber",,"Alice Weidel (zu Rechtsextremismus in der AfD: ""Ich finde Björn Höcke hat sich sehr gut entwickelt"") Aufzeichnung/Produktion Sendung Beitrag 07 Programmentstehung Eigenproduktion Herkunft ARD-aktuell und EVN Hauptstadtstudio Berlin / Bericht aus Berlin Realisation sendefertig 15.11.2023 09:44 Seite 36 von 36 NDR Copyright (c) 2004",20:12:42.22,"0'03"""
